,home_team_name,home_team_score,start_time,visiting_team_name,visiting_team_score
27,Cleveland Cavaliers,105,2016-10-29 23:30:00,Orlando Magic,99
28,Denver Nuggets,113,2016-10-30 01:00:00,Portland Trail Blazers,115
29,Milwaukee Bucks,110,2016-10-30 00:00:00,Brooklyn Nets,108
30,New York Knicks,111,2016-10-29 23:30:00,Memphis Grizzlies,104
31,Philadelphia 76ers,72,2016-10-29 16:30:00,Atlanta Hawks,104
32,Sacramento Kings,106,2016-10-30 02:30:00,Minnesota Timberwolves,103
33,San Antonio Spurs,98,2016-10-30 00:00:00,New Orleans Pelicans,79
34,Detroit Pistons,98,2016-10-30 22:00:00,Milwaukee Bucks,83
35,Houston Rockets,93,2016-10-31 00:00:00,Dallas Mavericks,92
36,Los Angeles Clippers,88,2016-10-30 20:30:00,Utah Jazz,75
37,Memphis Grizzlies,112,2016-10-31 00:00:00,Washington Wizards,103
38,Miami Heat,99,2016-10-30 22:00:00,San Antonio Spurs,106
39,Oklahoma City Thunder,113,2016-10-30 23:00:00,Los Angeles Lakers,96
40,Phoenix Suns,100,2016-10-30 22:00:00,Golden State Warriors,106
41,Atlanta Hawks,106,2016-10-31 23:30:00,Sacramento Kings,95
42,Brooklyn Nets,88,2016-10-31 23:30:00,Chicago Bulls,118
43,Los Angeles Clippers,116,2016-11-01 02:30:00,Phoenix Suns,98
44,Toronto Raptors,105,2016-10-31 23:30:00,Denver Nuggets,102
45,Cleveland Cavaliers,128,2016-11-01 22:00:00,Houston Rockets,120
46,Detroit Pistons,102,2016-11-01 23:30:00,New York Knicks,89
47,Indiana Pacers,115,2016-11-01 23:00:00,Los Angeles Lakers,108
48,Miami Heat,108,2016-11-01 23:30:00,Sacramento Kings,96
49,Minnesota Timberwolves,116,2016-11-02 00:00:00,Memphis Grizzlies,80
50,New Orleans Pelicans,113,2016-11-02 00:00:00,Milwaukee Bucks,117
51,Philadelphia 76ers,101,2016-11-01 23:00:00,Orlando Magic,103
52,Portland Trail Blazers,104,2016-11-02 02:00:00,Golden State Warriors,127
53,San Antonio Spurs,91,2016-11-02 00:30:00,Utah Jazz,106
54,Atlanta Hawks,116,2016-11-02 23:30:00,Los Angeles Lakers,123
55,Boston Celtics,107,2016-11-03 00:00:00,Chicago Bulls,100
56,Brooklyn Nets,109,2016-11-02 23:30:00,Detroit Pistons,101
57,Charlotte Hornets,109,2016-11-02 23:00:00,Philadelphia 76ers,93
58,Los Angeles Clippers,83,2016-11-03 02:30:00,Oklahoma City Thunder,85
59,Memphis Grizzlies,89,2016-11-03 00:00:00,New Orleans Pelicans,83
60,New York Knicks,99,2016-11-02 23:30:00,Houston Rockets,118
61,Phoenix Suns,118,2016-11-03 02:00:00,Portland Trail Blazers,115
62,Utah Jazz,97,2016-11-03 01:00:00,Dallas Mavericks,81
63,Washington Wizards,103,2016-11-02 23:00:00,Toronto Raptors,113
64,Cleveland Cavaliers,128,2016-11-04 00:00:00,Boston Celtics,122
65,Golden State Warriors,122,2016-11-04 02:30:00,Oklahoma City Thunder,96
66,Milwaukee Bucks,125,2016-11-04 00:00:00,Indiana Pacers,107
67,Minnesota Timberwolves,99,2016-11-04 00:00:00,Denver Nuggets,102
68,Orlando Magic,102,2016-11-03 23:00:00,Sacramento Kings,94
69,Brooklyn Nets,95,2016-11-04 23:30:00,Charlotte Hornets,99
70,Chicago Bulls,104,2016-11-05 00:00:00,New York Knicks,117
71,Dallas Mavericks,95,2016-11-05 00:30:00,Portland Trail Blazers,105
72,Los Angeles Lakers,117,2016-11-05 02:30:00,Golden State Warriors,97
73,Memphis Grizzlies,88,2016-11-05 00:00:00,Los Angeles Clippers,99
74,New Orleans Pelicans,111,2016-11-05 00:00:00,Phoenix Suns,112
75,Toronto Raptors,96,2016-11-04 23:30:00,Miami Heat,87
76,Utah Jazz,86,2016-11-05 01:00:00,San Antonio Spurs,100
77,Washington Wizards,95,2016-11-04 23:00:00,Atlanta Hawks,92
78,Atlanta Hawks,112,2016-11-05 23:30:00,Houston Rockets,97
79,Detroit Pistons,103,2016-11-05 23:00:00,Denver Nuggets,86
80,Indiana Pacers,111,2016-11-05 23:00:00,Chicago Bulls,94
81,Milwaukee Bucks,117,2016-11-06 00:00:00,Sacramento Kings,91
82,Oklahoma City Thunder,112,2016-11-05 22:00:00,Minnesota Timberwolves,92
83,Orlando Magic,88,2016-11-05 23:00:00,Washington Wizards,86
84,Philadelphia 76ers,101,2016-11-05 23:00:00,Cleveland Cavaliers,102
85,San Antonio Spurs,92,2016-11-06 00:30:00,Los Angeles Clippers,116
86,Boston Celtics,107,2016-11-07 00:30:00,Denver Nuggets,123
87,Dallas Mavericks,86,2016-11-07 00:00:00,Milwaukee Bucks,75
88,Los Angeles Lakers,119,2016-11-07 02:30:00,Phoenix Suns,108
89,Memphis Grizzlies,94,2016-11-06 20:30:00,Portland Trail Blazers,100
90,New York Knicks,109,2016-11-06 17:00:00,Utah Jazz,114
91,Toronto Raptors,91,2016-11-06 23:00:00,Sacramento Kings,96
92,Chicago Bulls,112,2016-11-08 01:00:00,Orlando Magic,80
93,Charlotte Hornets,122,2016-11-08 00:00:00,Indiana Pacers,100
94,Golden State Warriors,116,2016-11-08 03:30:00,New Orleans Pelicans,106
95,Los Angeles Clippers,114,2016-11-08 03:30:00,Detroit Pistons,82
96,Oklahoma City Thunder,97,2016-11-08 01:00:00,Miami Heat,85
97,Philadelphia 76ers,84,2016-11-08 00:00:00,Utah Jazz,109
98,Washington Wizards,106,2016-11-08 00:00:00,Houston Rockets,114
99,Brooklyn Nets,119,2016-11-09 00:30:00,Minnesota Timberwolves,110
100,Cleveland Cavaliers,106,2016-11-09 00:00:00,Atlanta Hawks,110
101,Los Angeles Lakers,97,2016-11-09 03:30:00,Dallas Mavericks,109
102,Memphis Grizzlies,108,2016-11-09 01:00:00,Denver Nuggets,107
103,Portland Trail Blazers,124,2016-11-09 03:00:00,Phoenix Suns,121
104,Sacramento Kings,102,2016-11-09 03:30:00,New Orleans Pelicans,94
105,Atlanta Hawks,115,2016-11-10 00:30:00,Chicago Bulls,107
106,Charlotte Hornets,104,2016-11-10 00:00:00,Utah Jazz,98
107,Golden State Warriors,116,2016-11-10 03:30:00,Dallas Mavericks,95
108,Indiana Pacers,122,2016-11-10 00:00:00,Philadelphia 76ers,115
109,Los Angeles Clippers,111,2016-11-10 03:30:00,Portland Trail Blazers,80
110,New York Knicks,110,2016-11-10 00:00:00,Brooklyn Nets,96
111,Oklahoma City Thunder,102,2016-11-10 01:00:00,Toronto Raptors,112
112,Orlando Magic,107,2016-11-10 00:00:00,Minnesota Timberwolves,123
113,Phoenix Suns,107,2016-11-10 02:00:00,Detroit Pistons,100
114,San Antonio Spurs,99,2016-11-10 02:30:00,Houston Rockets,101
115,Washington Wizards,118,2016-11-10 00:00:00,Boston Celtics,93
116,Denver Nuggets,101,2016-11-11 02:00:00,Golden State Warriors,125
117,Miami Heat,95,2016-11-11 01:00:00,Chicago Bulls,98
118,Milwaukee Bucks,106,2016-11-11 01:00:00,New Orleans Pelicans,112
119,Sacramento Kings,91,2016-11-11 03:30:00,Los Angeles Lakers,101
120,Boston Celtics,115,2016-11-12 00:30:00,New York Knicks,87
121,Charlotte Hornets,111,2016-11-12 00:00:00,Toronto Raptors,113
122,Oklahoma City Thunder,108,2016-11-12 01:00:00,Los Angeles Clippers,110
123,Orlando Magic,74,2016-11-12 00:00:00,Utah Jazz,87
124,Philadelphia 76ers,109,2016-11-12 00:00:00,Indiana Pacers,105
125,Portland Trail Blazers,122,2016-11-12 03:00:00,Sacramento Kings,120
126,San Antonio Spurs,96,2016-11-12 01:30:00,Detroit Pistons,86
127,Washington Wizards,94,2016-11-12 00:00:00,Cleveland Cavaliers,105
128,Atlanta Hawks,117,2016-11-13 00:30:00,Philadelphia 76ers,96
129,Chicago Bulls,106,2016-11-13 01:00:00,Washington Wizards,95
130,Denver Nuggets,95,2016-11-13 02:00:00,Detroit Pistons,106
131,Houston Rockets,100,2016-11-13 01:00:00,San Antonio Spurs,106
132,Indiana Pacers,99,2016-11-13 00:00:00,Boston Celtics,105
133,Miami Heat,91,2016-11-13 01:00:00,Utah Jazz,102
134,Milwaukee Bucks,106,2016-11-13 01:30:00,Memphis Grizzlies,96
135,Minnesota Timberwolves,105,2016-11-13 01:00:00,Los Angeles Clippers,119
136,New Orleans Pelicans,99,2016-11-13 00:00:00,Los Angeles Lakers,126
137,Phoenix Suns,104,2016-11-13 02:00:00,Brooklyn Nets,122
138,Toronto Raptors,118,2016-11-13 00:30:00,New York Knicks,107
139,Cleveland Cavaliers,100,2016-11-13 20:30:00,Charlotte Hornets,93
140,Golden State Warriors,133,2016-11-14 01:00:00,Phoenix Suns,120
141,Minnesota Timberwolves,125,2016-11-14 00:00:00,Los Angeles Lakers,99
142,Oklahoma City Thunder,117,2016-11-14 00:00:00,Orlando Magic,119
143,Portland Trail Blazers,112,2016-11-14 02:00:00,Denver Nuggets,105
144,Detroit Pistons,104,2016-11-15 00:30:00,Oklahoma City Thunder,88
145,Houston Rockets,115,2016-11-15 01:00:00,Philadelphia 76ers,88
146,Indiana Pacers,88,2016-11-15 00:00:00,Orlando Magic,69
147,Los Angeles Clippers,127,2016-11-15 03:30:00,Brooklyn Nets,95
148,New Orleans Pelicans,106,2016-11-15 01:00:00,Boston Celtics,105
149,New York Knicks,93,2016-11-15 00:30:00,Dallas Mavericks,77
150,San Antonio Spurs,94,2016-11-15 01:30:00,Miami Heat,90
151,Utah Jazz,96,2016-11-15 02:00:00,Memphis Grizzlies,102
152,Cleveland Cavaliers,121,2016-11-16 00:00:00,Toronto Raptors,117
153,Los Angeles Lakers,125,2016-11-16 03:30:00,Brooklyn Nets,118
154,Miami Heat,90,2016-11-16 00:30:00,Atlanta Hawks,93
155,Minnesota Timberwolves,108,2016-11-16 01:00:00,Charlotte Hornets,115
156,Portland Trail Blazers,88,2016-11-16 03:00:00,Chicago Bulls,113
157,Atlanta Hawks,107,2016-11-17 00:30:00,Milwaukee Bucks,100
158,Boston Celtics,90,2016-11-17 00:30:00,Dallas Mavericks,83
159,Denver Nuggets,120,2016-11-17 02:00:00,Phoenix Suns,104
160,Indiana Pacers,103,2016-11-17 00:00:00,Cleveland Cavaliers,93
161,Los Angeles Clippers,107,2016-11-17 03:30:00,Memphis Grizzlies,111
162,New York Knicks,105,2016-11-17 00:30:00,Detroit Pistons,102
163,Oklahoma City Thunder,105,2016-11-17 01:00:00,Houston Rockets,103
164,Orlando Magic,89,2016-11-17 00:00:00,New Orleans Pelicans,82
165,Philadelphia 76ers,109,2016-11-17 00:00:00,Washington Wizards,102
166,Sacramento Kings,105,2016-11-17 03:30:00,San Antonio Spurs,110
167,Toronto Raptors,121,2016-11-17 01:00:00,Golden State Warriors,127
168,Houston Rockets,126,2016-11-18 01:00:00,Portland Trail Blazers,109
169,Miami Heat,96,2016-11-18 00:30:00,Milwaukee Bucks,73
170,Minnesota Timberwolves,110,2016-11-18 01:00:00,Philadelphia 76ers,86
171,Utah Jazz,77,2016-11-18 03:30:00,Chicago Bulls,85
172,Washington Wizards,119,2016-11-18 00:00:00,New York Knicks,112
173,Boston Celtics,88,2016-11-19 01:00:00,Golden State Warriors,104
174,Charlotte Hornets,100,2016-11-19 00:00:00,Atlanta Hawks,96
175,Cleveland Cavaliers,104,2016-11-19 00:30:00,Detroit Pistons,81
176,Dallas Mavericks,64,2016-11-19 01:30:00,Memphis Grizzlies,80
177,Denver Nuggets,111,2016-11-19 02:00:00,Toronto Raptors,113
178,Indiana Pacers,96,2016-11-19 00:00:00,Phoenix Suns,116
179,Los Angeles Lakers,107,2016-11-19 03:30:00,San Antonio Spurs,116
180,New Orleans Pelicans,113,2016-11-19 01:00:00,Portland Trail Blazers,101
181,Oklahoma City Thunder,124,2016-11-19 01:00:00,Brooklyn Nets,105
182,Sacramento Kings,115,2016-11-19 03:30:00,Los Angeles Clippers,121
183,Detroit Pistons,92,2016-11-20 00:00:00,Boston Celtics,94
184,Houston Rockets,111,2016-11-19 22:00:00,Utah Jazz,102
185,Los Angeles Clippers,102,2016-11-20 03:30:00,Chicago Bulls,95
186,Memphis Grizzlies,93,2016-11-20 01:00:00,Minnesota Timberwolves,71
187,Milwaukee Bucks,121,2016-11-20 01:30:00,Golden State Warriors,124
188,New Orleans Pelicans,121,2016-11-20 00:00:00,Charlotte Hornets,116
189,Orlando Magic,95,2016-11-20 00:00:00,Dallas Mavericks,87
190,Philadelphia 76ers,120,2016-11-20 00:30:00,Phoenix Suns,105
191,Washington Wizards,111,2016-11-20 00:00:00,Miami Heat,114
192,Brooklyn Nets,109,2016-11-20 20:30:00,Portland Trail Blazers,129
193,Denver Nuggets,105,2016-11-21 02:00:00,Utah Jazz,91
194,Los Angeles Lakers,110,2016-11-21 02:30:00,Chicago Bulls,118
195,New York Knicks,104,2016-11-20 17:00:00,Atlanta Hawks,94
196,Oklahoma City Thunder,111,2016-11-21 00:00:00,Indiana Pacers,115
197,Sacramento Kings,102,2016-11-21 02:00:00,Toronto Raptors,99
198,Charlotte Hornets,90,2016-11-22 00:00:00,Memphis Grizzlies,105
199,Detroit Pistons,96,2016-11-22 00:30:00,Houston Rockets,99
200,Indiana Pacers,83,2016-11-22 00:00:00,Golden State Warriors,120
201,Los Angeles Clippers,123,2016-11-22 03:30:00,Toronto Raptors,115
202,Milwaukee Bucks,93,2016-11-22 01:00:00,Orlando Magic,89
203,Minnesota Timberwolves,93,2016-11-22 01:00:00,Boston Celtics,99
204,Philadelphia 76ers,101,2016-11-22 00:00:00,Miami Heat,94
205,San Antonio Spurs,96,2016-11-22 01:30:00,Dallas Mavericks,91
206,Washington Wizards,106,2016-11-22 00:00:00,Phoenix Suns,101
207,Atlanta Hawks,94,2016-11-23 00:30:00,New Orleans Pelicans,112
208,Denver Nuggets,110,2016-11-23 02:00:00,Chicago Bulls,107
209,Los Angeles Lakers,111,2016-11-23 03:30:00,Oklahoma City Thunder,109
210,New York Knicks,107,2016-11-23 00:30:00,Portland Trail Blazers,103
211,Brooklyn Nets,92,2016-11-24 00:30:00,Boston Celtics,111
212,Charlotte Hornets,114,2016-11-24 00:00:00,San Antonio Spurs,119
213,Cleveland Cavaliers,137,2016-11-24 00:00:00,Portland Trail Blazers,125
214,Dallas Mavericks,104,2016-11-24 01:30:00,Los Angeles Clippers,124
215,Detroit Pistons,107,2016-11-24 00:30:00,Miami Heat,84
216,Golden State Warriors,149,2016-11-24 03:30:00,Los Angeles Lakers,106
217,Houston Rockets,102,2016-11-24 01:00:00,Toronto Raptors,115
218,Indiana Pacers,85,2016-11-24 00:00:00,Atlanta Hawks,96
219,New Orleans Pelicans,117,2016-11-24 02:30:00,Minnesota Timberwolves,96
220,Orlando Magic,87,2016-11-24 00:00:00,Phoenix Suns,92
221,Philadelphia 76ers,99,2016-11-24 00:00:00,Memphis Grizzlies,104
222,Sacramento Kings,116,2016-11-24 03:30:00,Oklahoma City Thunder,101
223,Utah Jazz,108,2016-11-24 02:00:00,Denver Nuggets,83
224,Boston Celtics,103,2016-11-25 18:00:00,San Antonio Spurs,109
225,Cleveland Cavaliers,128,2016-11-26 00:30:00,Dallas Mavericks,90
226,Denver Nuggets,129,2016-11-26 02:00:00,Oklahoma City Thunder,132
227,Detroit Pistons,108,2016-11-26 00:30:00,Los Angeles Clippers,97
228,Indiana Pacers,118,2016-11-26 01:00:00,Brooklyn Nets,97
229,Los Angeles Lakers,85,2016-11-26 03:30:00,Golden State Warriors,109
230,Memphis Grizzlies,81,2016-11-26 01:00:00,Miami Heat,90
231,Milwaukee Bucks,99,2016-11-26 01:00:00,Toronto Raptors,105
232,New York Knicks,113,2016-11-26 00:30:00,Charlotte Hornets,111
233,Orlando Magic,91,2016-11-26 00:00:00,Washington Wizards,94
234,Philadelphia 76ers,89,2016-11-26 00:30:00,Chicago Bulls,105
235,Phoenix Suns,85,2016-11-26 02:00:00,Minnesota Timberwolves,98
236,Portland Trail Blazers,119,2016-11-26 03:00:00,New Orleans Pelicans,104
237,Sacramento Kings,104,2016-11-26 03:30:00,Houston Rockets,117
238,Utah Jazz,95,2016-11-26 01:00:00,Atlanta Hawks,68
239,Charlotte Hornets,107,2016-11-27 00:00:00,New York Knicks,102
240,Golden State Warriors,115,2016-11-27 03:30:00,Minnesota Timberwolves,102
241,Miami Heat,107,2016-11-27 01:00:00,Memphis Grizzlies,110
242,Oklahoma City Thunder,106,2016-11-27 01:00:00,Detroit Pistons,88
243,Washington Wizards,100,2016-11-27 00:00:00,San Antonio Spurs,112
244,Brooklyn Nets,105,2016-11-27 23:00:00,Sacramento Kings,122
245,Dallas Mavericks,91,2016-11-28 00:00:00,New Orleans Pelicans,81
246,Indiana Pacers,91,2016-11-27 23:00:00,Los Angeles Clippers,70
247,Los Angeles Lakers,109,2016-11-28 02:30:00,Atlanta Hawks,94
248,Orlando Magic,96,2016-11-27 23:00:00,Milwaukee Bucks,104
249,Philadelphia 76ers,108,2016-11-27 18:00:00,Cleveland Cavaliers,112
250,Phoenix Suns,114,2016-11-27 20:30:00,Denver Nuggets,120
251,Portland Trail Blazers,114,2016-11-28 02:00:00,Houston Rockets,130
252,Golden State Warriors,105,2016-11-29 03:30:00,Atlanta Hawks,100
253,Memphis Grizzlies,85,2016-11-29 01:00:00,Charlotte Hornets,104
254,Miami Heat,104,2016-11-29 00:30:00,Boston Celtics,112
255,Minnesota Timberwolves,103,2016-11-29 01:00:00,Utah Jazz,112
256,New York Knicks,103,2016-11-29 00:30:00,Oklahoma City Thunder,112
257,Toronto Raptors,122,2016-11-29 00:30:00,Philadelphia 76ers,95
258,Washington Wizards,101,2016-11-29 00:00:00,Sacramento Kings,95
259,Brooklyn Nets,127,2016-11-30 00:30:00,Los Angeles Clippers,122
260,Charlotte Hornets,89,2016-11-30 00:00:00,Detroit Pistons,112
261,Milwaukee Bucks,118,2016-11-30 01:00:00,Cleveland Cavaliers,101
262,New Orleans Pelicans,105,2016-11-30 01:00:00,Los Angeles Lakers,88
263,San Antonio Spurs,83,2016-11-30 01:30:00,Orlando Magic,95
264,Utah Jazz,120,2016-11-30 02:00:00,Houston Rockets,101
265,Boston Celtics,114,2016-12-01 00:30:00,Detroit Pistons,121
266,Chicago Bulls,90,2016-12-01 01:00:00,Los Angeles Lakers,96
267,Dallas Mavericks,87,2016-12-01 01:30:00,San Antonio Spurs,94
268,Denver Nuggets,98,2016-12-01 02:00:00,Miami Heat,106
269,Minnesota Timberwolves,104,2016-12-01 01:00:00,New York Knicks,106
270,Oklahoma City Thunder,126,2016-12-01 01:00:00,Washington Wizards,115
271,Phoenix Suns,109,2016-12-01 02:00:00,Atlanta Hawks,107
272,Portland Trail Blazers,131,2016-12-01 03:00:00,Indiana Pacers,109
273,Toronto Raptors,120,2016-12-01 00:30:00,Memphis Grizzlies,105
274,Brooklyn Nets,93,2016-12-02 00:30:00,Milwaukee Bucks,111
275,Charlotte Hornets,97,2016-12-02 00:00:00,Dallas Mavericks,87
276,Cleveland Cavaliers,94,2016-12-02 01:00:00,Los Angeles Clippers,113
277,Golden State Warriors,127,2016-12-02 03:30:00,Houston Rockets,132
278,Memphis Grizzlies,95,2016-12-02 01:00:00,Orlando Magic,94
279,Utah Jazz,110,2016-12-02 02:00:00,Miami Heat,111
280,Atlanta Hawks,85,2016-12-03 01:00:00,Detroit Pistons,121
281,Boston Celtics,97,2016-12-03 00:30:00,Sacramento Kings,92
282,Chicago Bulls,111,2016-12-03 01:00:00,Cleveland Cavaliers,105
283,Denver Nuggets,110,2016-12-03 03:30:00,Houston Rockets,128
284,New Orleans Pelicans,96,2016-12-03 01:00:00,Los Angeles Clippers,114
285,New York Knicks,118,2016-12-03 00:30:00,Minnesota Timberwolves,114
286,Philadelphia 76ers,88,2016-12-03 00:00:00,Orlando Magic,105
287,San Antonio Spurs,107,2016-12-03 01:30:00,Washington Wizards,105
288,Toronto Raptors,113,2016-12-03 00:30:00,Los Angeles Lakers,80
289,Charlotte Hornets,120,2016-12-04 00:00:00,Minnesota Timberwolves,125
290,Dallas Mavericks,107,2016-12-04 01:30:00,Chicago Bulls,82
291,Golden State Warriors,138,2016-12-04 03:30:00,Phoenix Suns,109
292,Memphis Grizzlies,103,2016-12-04 01:00:00,Los Angeles Lakers,100
293,Milwaukee Bucks,112,2016-12-03 22:00:00,Brooklyn Nets,103
294,Philadelphia 76ers,106,2016-12-04 00:30:00,Boston Celtics,107
295,Portland Trail Blazers,99,2016-12-04 03:00:00,Miami Heat,92
296,Toronto Raptors,128,2016-12-04 00:30:00,Atlanta Hawks,84
297,Utah Jazz,105,2016-12-04 02:00:00,Denver Nuggets,98
298,Detroit Pistons,92,2016-12-04 23:00:00,Orlando Magic,98
299,Los Angeles Clippers,102,2016-12-05 02:30:00,Indiana Pacers,111
300,New York Knicks,106,2016-12-05 00:30:00,Sacramento Kings,98
301,Oklahoma City Thunder,101,2016-12-05 00:00:00,New Orleans Pelicans,92
302,Atlanta Hawks,99,2016-12-06 00:30:00,Oklahoma City Thunder,102
303,Brooklyn Nets,113,2016-12-06 00:30:00,Washington Wizards,118
304,Chicago Bulls,110,2016-12-06 01:00:00,Portland Trail Blazers,112
305,Dallas Mavericks,101,2016-12-06 01:30:00,Charlotte Hornets,109
306,Golden State Warriors,142,2016-12-06 03:30:00,Indiana Pacers,106
307,Houston Rockets,107,2016-12-06 01:00:00,Boston Celtics,106
308,Los Angeles Lakers,101,2016-12-06 03:30:00,Utah Jazz,107
309,Milwaukee Bucks,96,2016-12-06 01:00:00,San Antonio Spurs,97
310,New Orleans Pelicans,108,2016-12-06 01:00:00,Memphis Grizzlies,110
311,Philadelphia 76ers,98,2016-12-06 00:00:00,Denver Nuggets,106
312,Toronto Raptors,112,2016-12-06 00:30:00,Cleveland Cavaliers,116
313,Detroit Pistons,102,2016-12-07 00:30:00,Chicago Bulls,91
314,Memphis Grizzlies,96,2016-12-07 01:00:00,Philadelphia 76ers,91
315,Miami Heat,103,2016-12-07 00:30:00,New York Knicks,114
316,Minnesota Timberwolves,91,2016-12-07 01:00:00,San Antonio Spurs,105
317,Utah Jazz,112,2016-12-07 02:00:00,Phoenix Suns,105
318,Washington Wizards,116,2016-12-07 00:00:00,Orlando Magic,124
319,Atlanta Hawks,103,2016-12-08 00:30:00,Miami Heat,95
320,Brooklyn Nets,116,2016-12-08 00:30:00,Denver Nuggets,111
321,Charlotte Hornets,87,2016-12-08 00:00:00,Detroit Pistons,77
322,Dallas Mavericks,89,2016-12-08 01:30:00,Sacramento Kings,120
323,Houston Rockets,134,2016-12-08 01:00:00,Los Angeles Lakers,95
324,Los Angeles Clippers,98,2016-12-08 03:30:00,Golden State Warriors,115
325,Milwaukee Bucks,115,2016-12-08 01:00:00,Portland Trail Blazers,107
326,New York Knicks,94,2016-12-08 01:00:00,Cleveland Cavaliers,126
327,Orlando Magic,87,2016-12-08 00:00:00,Boston Celtics,117
328,Phoenix Suns,94,2016-12-08 02:00:00,Indiana Pacers,109
329,Chicago Bulls,95,2016-12-09 02:30:00,San Antonio Spurs,91
330,Memphis Grizzlies,88,2016-12-09 01:00:00,Portland Trail Blazers,86
331,New Orleans Pelicans,88,2016-12-09 01:00:00,Philadelphia 76ers,99
332,Toronto Raptors,124,2016-12-09 00:00:00,Minnesota Timberwolves,110
333,Utah Jazz,99,2016-12-09 02:00:00,Golden State Warriors,106
334,Washington Wizards,92,2016-12-09 00:00:00,Denver Nuggets,85
335,Boston Celtics,94,2016-12-10 00:30:00,Toronto Raptors,101
336,Charlotte Hornets,109,2016-12-10 00:00:00,Orlando Magic,88
337,Cleveland Cavaliers,114,2016-12-10 00:30:00,Miami Heat,84
338,Dallas Mavericks,111,2016-12-10 01:30:00,Indiana Pacers,103
339,Los Angeles Lakers,115,2016-12-10 03:30:00,Phoenix Suns,119
340,Milwaukee Bucks,110,2016-12-10 01:00:00,Atlanta Hawks,114
341,Minnesota Timberwolves,90,2016-12-10 01:00:00,Detroit Pistons,117
342,Oklahoma City Thunder,99,2016-12-10 01:00:00,Houston Rockets,102
343,Sacramento Kings,100,2016-12-10 03:30:00,New York Knicks,103
344,Chicago Bulls,105,2016-12-11 01:00:00,Miami Heat,100
345,Cleveland Cavaliers,116,2016-12-11 00:30:00,Charlotte Hornets,105
346,Houston Rockets,109,2016-12-11 01:00:00,Dallas Mavericks,87
347,Indiana Pacers,118,2016-12-11 00:00:00,Portland Trail Blazers,111
348,Los Angeles Clippers,133,2016-12-11 03:30:00,New Orleans Pelicans,105
349,Memphis Grizzlies,110,2016-12-11 01:00:00,Golden State Warriors,89
350,Orlando Magic,113,2016-12-11 00:00:00,Denver Nuggets,121
351,San Antonio Spurs,130,2016-12-11 01:30:00,Brooklyn Nets,101
352,Utah Jazz,104,2016-12-11 02:00:00,Sacramento Kings,84
353,Washington Wizards,110,2016-12-11 00:00:00,Milwaukee Bucks,105
354,Detroit Pistons,79,2016-12-11 23:00:00,Philadelphia 76ers,97
355,Los Angeles Lakers,112,2016-12-12 02:30:00,New York Knicks,118
356,Minnesota Timberwolves,108,2016-12-12 00:00:00,Golden State Warriors,116
357,Oklahoma City Thunder,99,2016-12-12 00:00:00,Boston Celtics,96
358,Phoenix Suns,119,2016-12-12 01:30:00,New Orleans Pelicans,120
359,Dallas Mavericks,112,2016-12-13 01:30:00,Denver Nuggets,92
360,Houston Rockets,122,2016-12-13 01:00:00,Brooklyn Nets,118
361,Indiana Pacers,110,2016-12-13 00:00:00,Charlotte Hornets,94
362,Los Angeles Clippers,121,2016-12-13 03:30:00,Portland Trail Blazers,120
363,Miami Heat,112,2016-12-13 00:30:00,Washington Wizards,101
