,home_team_name,home_team_score,start_time,visiting_team_name,visiting_team_score
59,Los Angeles Lakers,102,2017-10-26 02:30:00,Washington Wizards,99
60,Miami Heat,100,2017-10-26 00:00:00,San Antonio Spurs,117
61,Oklahoma City Thunder,114,2017-10-26 00:00:00,Indiana Pacers,96
62,Philadelphia 76ers,104,2017-10-25 23:00:00,Houston Rockets,105
63,Phoenix Suns,97,2017-10-26 02:00:00,Utah Jazz,88
64,Chicago Bulls,91,2017-10-27 00:00:00,Atlanta Hawks,86
65,Memphis Grizzlies,96,2017-10-27 00:00:00,Dallas Mavericks,91
66,Milwaukee Bucks,89,2017-10-27 00:00:00,Boston Celtics,96
67,Portland Trail Blazers,103,2017-10-27 02:00:00,Los Angeles Clippers,104
68,Sacramento Kings,106,2017-10-27 02:30:00,New Orleans Pelicans,114
69,Atlanta Hawks,100,2017-10-27 23:30:00,Denver Nuggets,105
70,Charlotte Hornets,93,2017-10-27 23:00:00,Houston Rockets,109
71,Golden State Warriors,120,2017-10-28 02:30:00,Washington Wizards,117
72,Los Angeles Lakers,92,2017-10-28 02:30:00,Toronto Raptors,101
73,Minnesota Timberwolves,119,2017-10-28 00:00:00,Oklahoma City Thunder,116
74,New York Knicks,107,2017-10-27 23:30:00,Brooklyn Nets,86
75,Orlando Magic,114,2017-10-27 23:00:00,San Antonio Spurs,87
76,Chicago Bulls,69,2017-10-29 00:00:00,Oklahoma City Thunder,101
77,Dallas Mavericks,110,2017-10-29 00:30:00,Philadelphia 76ers,112
78,Los Angeles Clippers,87,2017-10-29 02:30:00,Detroit Pistons,95
79,Memphis Grizzlies,103,2017-10-29 00:00:00,Houston Rockets,89
80,Miami Heat,90,2017-10-29 00:00:00,Boston Celtics,96
81,New Orleans Pelicans,123,2017-10-28 23:00:00,Cleveland Cavaliers,101
82,Portland Trail Blazers,114,2017-10-29 02:00:00,Phoenix Suns,107
83,Utah Jazz,96,2017-10-29 01:00:00,Los Angeles Lakers,81
84,Atlanta Hawks,106,2017-10-29 19:30:00,Milwaukee Bucks,117
85,Brooklyn Nets,111,2017-10-29 22:00:00,Denver Nuggets,124
86,Charlotte Hornets,120,2017-10-29 22:00:00,Orlando Magic,113
87,Cleveland Cavaliers,95,2017-10-29 23:00:00,New York Knicks,114
88,Golden State Warriors,107,2017-10-30 00:30:00,Detroit Pistons,115
89,Indiana Pacers,97,2017-10-29 20:30:00,San Antonio Spurs,94
90,Sacramento Kings,83,2017-10-29 22:00:00,Washington Wizards,110
91,Boston Celtics,108,2017-10-30 23:30:00,San Antonio Spurs,94
92,Houston Rockets,107,2017-10-31 00:00:00,Philadelphia 76ers,115
93,Los Angeles Clippers,113,2017-10-31 02:30:00,Golden State Warriors,141
94,Memphis Grizzlies,99,2017-10-31 00:00:00,Charlotte Hornets,104
95,Miami Heat,122,2017-10-30 23:30:00,Minnesota Timberwolves,125
96,New Orleans Pelicans,99,2017-10-31 00:00:00,Orlando Magic,115
97,New York Knicks,116,2017-10-30 23:30:00,Denver Nuggets,110
98,Portland Trail Blazers,85,2017-10-31 02:00:00,Toronto Raptors,99
99,Utah Jazz,104,2017-10-31 01:00:00,Dallas Mavericks,89
100,Brooklyn Nets,114,2017-10-31 23:30:00,Phoenix Suns,122
101,Indiana Pacers,101,2017-10-31 23:00:00,Sacramento Kings,83
102,Los Angeles Lakers,113,2017-11-01 02:30:00,Detroit Pistons,93
103,Milwaukee Bucks,91,2017-11-01 00:00:00,Oklahoma City Thunder,110
104,Boston Celtics,113,2017-11-01 23:30:00,Sacramento Kings,86
105,Charlotte Hornets,126,2017-11-01 23:00:00,Milwaukee Bucks,121
106,Cleveland Cavaliers,107,2017-11-01 23:00:00,Indiana Pacers,124
107,Denver Nuggets,129,2017-11-02 01:00:00,Toronto Raptors,111
108,Los Angeles Clippers,119,2017-11-02 02:30:00,Dallas Mavericks,98
109,Memphis Grizzlies,99,2017-11-02 00:00:00,Orlando Magic,101
110,Miami Heat,97,2017-11-01 23:30:00,Chicago Bulls,91
111,New Orleans Pelicans,98,2017-11-02 00:00:00,Minnesota Timberwolves,104
112,New York Knicks,97,2017-11-02 00:00:00,Houston Rockets,119
113,Philadelphia 76ers,119,2017-11-01 23:00:00,Atlanta Hawks,109
114,Utah Jazz,112,2017-11-02 01:00:00,Portland Trail Blazers,103
115,Washington Wizards,116,2017-11-01 23:00:00,Phoenix Suns,122
116,Portland Trail Blazers,113,2017-11-03 02:30:00,Los Angeles Lakers,110
117,San Antonio Spurs,92,2017-11-03 00:00:00,Golden State Warriors,112
118,Atlanta Hawks,104,2017-11-03 23:30:00,Houston Rockets,119
119,Dallas Mavericks,94,2017-11-04 00:30:00,New Orleans Pelicans,99
120,Denver Nuggets,95,2017-11-04 01:00:00,Miami Heat,94
121,Detroit Pistons,105,2017-11-03 23:00:00,Milwaukee Bucks,96
122,Los Angeles Lakers,124,2017-11-04 02:30:00,Brooklyn Nets,112
123,New York Knicks,120,2017-11-03 23:30:00,Phoenix Suns,107
124,Oklahoma City Thunder,94,2017-11-04 01:30:00,Boston Celtics,101
125,Orlando Magic,83,2017-11-03 23:00:00,Chicago Bulls,105
126,Philadelphia 76ers,121,2017-11-03 23:00:00,Indiana Pacers,110
127,San Antonio Spurs,108,2017-11-04 00:30:00,Charlotte Hornets,101
128,Utah Jazz,100,2017-11-04 01:00:00,Toronto Raptors,109
129,Washington Wizards,122,2017-11-03 23:00:00,Cleveland Cavaliers,130
130,Chicago Bulls,90,2017-11-05 00:00:00,New Orleans Pelicans,96
131,Denver Nuggets,108,2017-11-05 01:00:00,Golden State Warriors,127
132,Detroit Pistons,108,2017-11-04 23:00:00,Sacramento Kings,99
133,Los Angeles Clippers,104,2017-11-04 19:30:00,Memphis Grizzlies,113
134,Minnesota Timberwolves,112,2017-11-05 00:00:00,Dallas Mavericks,99
135,Cleveland Cavaliers,115,2017-11-05 20:00:00,Atlanta Hawks,117
136,Houston Rockets,137,2017-11-06 00:00:00,Utah Jazz,110
137,Los Angeles Clippers,101,2017-11-05 20:30:00,Miami Heat,104
138,Los Angeles Lakers,107,2017-11-06 02:30:00,Memphis Grizzlies,102
139,Minnesota Timberwolves,112,2017-11-06 01:00:00,Charlotte Hornets,94
140,New York Knicks,108,2017-11-06 00:30:00,Indiana Pacers,101
141,Orlando Magic,88,2017-11-05 23:00:00,Boston Celtics,104
142,Portland Trail Blazers,103,2017-11-06 02:00:00,Oklahoma City Thunder,99
143,San Antonio Spurs,112,2017-11-06 00:00:00,Phoenix Suns,95
144,Toronto Raptors,96,2017-11-05 23:00:00,Washington Wizards,107
145,Atlanta Hawks,107,2017-11-07 00:30:00,Boston Celtics,110
146,Golden State Warriors,97,2017-11-07 03:30:00,Miami Heat,80
147,Phoenix Suns,92,2017-11-07 02:00:00,Brooklyn Nets,98
148,Cleveland Cavaliers,124,2017-11-08 00:00:00,Milwaukee Bucks,119
149,Denver Nuggets,112,2017-11-08 02:00:00,Brooklyn Nets,104
150,Indiana Pacers,112,2017-11-08 00:00:00,New Orleans Pelicans,117
151,New York Knicks,118,2017-11-08 00:30:00,Charlotte Hornets,113
152,Portland Trail Blazers,97,2017-11-08 03:00:00,Memphis Grizzlies,98
153,Sacramento Kings,94,2017-11-08 03:00:00,Oklahoma City Thunder,86
154,San Antonio Spurs,120,2017-11-08 01:30:00,Los Angeles Clippers,107
155,Toronto Raptors,119,2017-11-08 00:30:00,Chicago Bulls,114
156,Utah Jazz,97,2017-11-08 02:00:00,Philadelphia 76ers,104
157,Washington Wizards,99,2017-11-08 00:00:00,Dallas Mavericks,113
158,Boston Celtics,107,2017-11-09 01:00:00,Los Angeles Lakers,96
159,Detroit Pistons,114,2017-11-09 00:00:00,Indiana Pacers,97
160,Golden State Warriors,125,2017-11-09 03:30:00,Minnesota Timberwolves,101
161,Orlando Magic,112,2017-11-09 00:00:00,New York Knicks,99
162,Phoenix Suns,115,2017-11-09 02:00:00,Miami Heat,126
163,Denver Nuggets,102,2017-11-10 03:30:00,Oklahoma City Thunder,94
164,Houston Rockets,117,2017-11-10 01:00:00,Cleveland Cavaliers,113
165,Sacramento Kings,109,2017-11-10 03:00:00,Philadelphia 76ers,108
166,Toronto Raptors,122,2017-11-10 00:30:00,New Orleans Pelicans,118
167,Washington Wizards,111,2017-11-10 00:00:00,Los Angeles Lakers,95
168,Boston Celtics,90,2017-11-11 00:30:00,Charlotte Hornets,87
169,Chicago Bulls,87,2017-11-11 01:00:00,Indiana Pacers,105
170,Detroit Pistons,111,2017-11-11 00:00:00,Atlanta Hawks,104
171,Oklahoma City Thunder,120,2017-11-11 02:00:00,Los Angeles Clippers,111
172,Phoenix Suns,112,2017-11-11 02:00:00,Orlando Magic,128
173,Portland Trail Blazers,97,2017-11-11 03:00:00,Brooklyn Nets,101
174,San Antonio Spurs,87,2017-11-11 02:00:00,Milwaukee Bucks,94
175,Utah Jazz,74,2017-11-11 02:00:00,Miami Heat,84
176,Dallas Mavericks,104,2017-11-12 01:30:00,Cleveland Cavaliers,111
177,Denver Nuggets,125,2017-11-12 02:00:00,Orlando Magic,107
178,Golden State Warriors,135,2017-11-12 01:30:00,Philadelphia 76ers,114
179,Houston Rockets,111,2017-11-12 01:00:00,Memphis Grizzlies,96
180,Milwaukee Bucks,98,2017-11-12 01:30:00,Los Angeles Lakers,90
181,New Orleans Pelicans,111,2017-11-12 00:00:00,Los Angeles Clippers,103
182,New York Knicks,118,2017-11-12 01:00:00,Sacramento Kings,91
183,Phoenix Suns,118,2017-11-12 02:00:00,Minnesota Timberwolves,110
184,San Antonio Spurs,133,2017-11-12 01:30:00,Chicago Bulls,94
185,Utah Jazz,114,2017-11-12 02:00:00,Brooklyn Nets,106
186,Washington Wizards,113,2017-11-12 00:00:00,Atlanta Hawks,94
187,Boston Celtics,95,2017-11-12 20:30:00,Toronto Raptors,94
188,Detroit Pistons,112,2017-11-12 21:00:00,Miami Heat,103
189,Indiana Pacers,95,2017-11-12 23:00:00,Houston Rockets,118
190,Oklahoma City Thunder,112,2017-11-13 00:00:00,Dallas Mavericks,99
191,Golden State Warriors,110,2017-11-14 03:30:00,Orlando Magic,100
192,Los Angeles Clippers,105,2017-11-14 03:30:00,Philadelphia 76ers,109
193,Milwaukee Bucks,110,2017-11-14 01:00:00,Memphis Grizzlies,103
194,New Orleans Pelicans,106,2017-11-14 01:00:00,Atlanta Hawks,105
195,New York Knicks,101,2017-11-14 00:30:00,Cleveland Cavaliers,104
196,Phoenix Suns,93,2017-11-14 02:00:00,Los Angeles Lakers,100
197,Portland Trail Blazers,99,2017-11-14 03:00:00,Denver Nuggets,82
198,Utah Jazz,98,2017-11-14 02:00:00,Minnesota Timberwolves,109
199,Washington Wizards,110,2017-11-14 00:00:00,Sacramento Kings,92
200,Brooklyn Nets,102,2017-11-15 00:30:00,Boston Celtics,109
201,Dallas Mavericks,91,2017-11-15 01:30:00,San Antonio Spurs,97
202,Houston Rockets,113,2017-11-15 01:00:00,Toronto Raptors,129
203,Atlanta Hawks,126,2017-11-16 00:30:00,Sacramento Kings,80
204,Charlotte Hornets,107,2017-11-16 01:00:00,Cleveland Cavaliers,115
205,Los Angeles Lakers,109,2017-11-16 03:30:00,Philadelphia 76ers,115
206,Memphis Grizzlies,113,2017-11-16 01:00:00,Indiana Pacers,116
207,Miami Heat,93,2017-11-16 00:30:00,Washington Wizards,102
208,Milwaukee Bucks,99,2017-11-16 01:00:00,Detroit Pistons,95
209,Minnesota Timberwolves,98,2017-11-16 01:00:00,San Antonio Spurs,86
210,New Orleans Pelicans,116,2017-11-16 01:00:00,Toronto Raptors,125
211,New York Knicks,106,2017-11-16 00:30:00,Utah Jazz,101
212,Oklahoma City Thunder,92,2017-11-16 01:00:00,Chicago Bulls,79
213,Portland Trail Blazers,99,2017-11-16 03:00:00,Orlando Magic,94
214,Boston Celtics,92,2017-11-17 01:00:00,Golden State Warriors,88
215,Phoenix Suns,116,2017-11-17 03:30:00,Houston Rockets,142
216,Brooklyn Nets,118,2017-11-18 00:30:00,Utah Jazz,107
217,Chicago Bulls,123,2017-11-18 01:00:00,Charlotte Hornets,120
218,Cleveland Cavaliers,118,2017-11-18 00:30:00,Los Angeles Clippers,113
219,Dallas Mavericks,87,2017-11-18 01:30:00,Minnesota Timberwolves,111
220,Denver Nuggets,146,2017-11-18 03:30:00,New Orleans Pelicans,114
221,Indiana Pacers,107,2017-11-18 00:00:00,Detroit Pistons,100
222,Los Angeles Lakers,113,2017-11-18 03:30:00,Phoenix Suns,122
223,Sacramento Kings,86,2017-11-18 03:00:00,Portland Trail Blazers,82
224,San Antonio Spurs,104,2017-11-18 01:00:00,Oklahoma City Thunder,101
225,Toronto Raptors,107,2017-11-18 00:30:00,New York Knicks,84
226,Washington Wizards,88,2017-11-18 00:00:00,Miami Heat,91
227,Atlanta Hawks,99,2017-11-19 00:30:00,Boston Celtics,110
228,Charlotte Hornets,102,2017-11-19 00:00:00,Los Angeles Clippers,87
229,Dallas Mavericks,111,2017-11-19 02:00:00,Milwaukee Bucks,79
230,Memphis Grizzlies,83,2017-11-19 01:00:00,Houston Rockets,105
231,Orlando Magic,85,2017-11-19 00:00:00,Utah Jazz,125
232,Philadelphia 76ers,116,2017-11-19 00:30:00,Golden State Warriors,124
233,Portland Trail Blazers,102,2017-11-19 03:00:00,Sacramento Kings,90
234,Brooklyn Nets,111,2017-11-19 23:00:00,Golden State Warriors,118
235,Los Angeles Lakers,127,2017-11-20 02:30:00,Denver Nuggets,109
236,Miami Heat,95,2017-11-19 22:00:00,Indiana Pacers,120
237,Minnesota Timberwolves,97,2017-11-20 00:00:00,Detroit Pistons,100
238,Phoenix Suns,113,2017-11-20 01:00:00,Chicago Bulls,105
239,Toronto Raptors,100,2017-11-19 20:30:00,Washington Wizards,91
240,Charlotte Hornets,118,2017-11-21 00:00:00,Minnesota Timberwolves,102
241,Dallas Mavericks,102,2017-11-21 01:30:00,Boston Celtics,110
242,Detroit Pistons,88,2017-11-21 00:00:00,Cleveland Cavaliers,116
243,Memphis Grizzlies,92,2017-11-21 01:00:00,Portland Trail Blazers,100
244,Milwaukee Bucks,88,2017-11-21 01:00:00,Washington Wizards,99
245,New Orleans Pelicans,114,2017-11-21 01:00:00,Oklahoma City Thunder,107
246,New York Knicks,107,2017-11-21 00:30:00,Los Angeles Clippers,85
247,Orlando Magic,97,2017-11-21 00:00:00,Indiana Pacers,105
248,Philadelphia 76ers,107,2017-11-21 00:00:00,Utah Jazz,86
249,Sacramento Kings,98,2017-11-21 03:00:00,Denver Nuggets,114
250,San Antonio Spurs,96,2017-11-21 01:30:00,Atlanta Hawks,85
251,Los Angeles Lakers,103,2017-11-22 03:30:00,Chicago Bulls,94
252,Atlanta Hawks,103,2017-11-23 00:30:00,Los Angeles Clippers,116
253,Charlotte Hornets,129,2017-11-23 00:00:00,Washington Wizards,124
254,Cleveland Cavaliers,119,2017-11-23 00:00:00,Brooklyn Nets,109
255,Houston Rockets,125,2017-11-23 01:00:00,Denver Nuggets,95
256,Memphis Grizzlies,94,2017-11-23 01:00:00,Dallas Mavericks,95
257,Miami Heat,104,2017-11-23 00:30:00,Boston Celtics,98
258,Minnesota Timberwolves,124,2017-11-23 01:00:00,Orlando Magic,118
259,New Orleans Pelicans,107,2017-11-23 01:00:00,San Antonio Spurs,90
260,New York Knicks,108,2017-11-23 00:30:00,Toronto Raptors,100
261,Oklahoma City Thunder,108,2017-11-23 01:00:00,Golden State Warriors,91
262,Philadelphia 76ers,101,2017-11-23 00:00:00,Portland Trail Blazers,81
263,Phoenix Suns,107,2017-11-23 02:00:00,Milwaukee Bucks,113
264,Sacramento Kings,113,2017-11-23 03:30:00,Los Angeles Lakers,102
265,Utah Jazz,110,2017-11-23 02:00:00,Chicago Bulls,80
266,Atlanta Hawks,116,2017-11-25 00:30:00,New York Knicks,104
267,Boston Celtics,118,2017-11-25 00:30:00,Orlando Magic,103
268,Brooklyn Nets,125,2017-11-24 17:00:00,Portland Trail Blazers,127
269,Cleveland Cavaliers,100,2017-11-25 01:00:00,Charlotte Hornets,99
270,Denver Nuggets,104,2017-11-25 02:00:00,Memphis Grizzlies,92
271,Golden State Warriors,143,2017-11-25 03:30:00,Chicago Bulls,94
272,Indiana Pacers,107,2017-11-25 01:00:00,Toronto Raptors,104
273,Minnesota Timberwolves,97,2017-11-25 01:00:00,Miami Heat,109
274,Oklahoma City Thunder,98,2017-11-25 01:00:00,Detroit Pistons,99
275,Phoenix Suns,91,2017-11-25 02:00:00,New Orleans Pelicans,115
276,Atlanta Hawks,78,2017-11-26 00:30:00,Toronto Raptors,112
277,Charlotte Hornets,86,2017-11-26 00:00:00,San Antonio Spurs,106
278,Dallas Mavericks,97,2017-11-26 01:30:00,Oklahoma City Thunder,81
279,Golden State Warriors,110,2017-11-26 01:30:00,New Orleans Pelicans,95
280,Houston Rockets,117,2017-11-26 01:00:00,New York Knicks,102
281,Indiana Pacers,98,2017-11-26 01:00:00,Boston Celtics,108
282,Philadelphia 76ers,130,2017-11-26 00:00:00,Orlando Magic,111
283,Sacramento Kings,95,2017-11-26 03:00:00,Los Angeles Clippers,97
284,Utah Jazz,121,2017-11-26 02:00:00,Milwaukee Bucks,108
285,Washington Wizards,105,2017-11-26 00:00:00,Portland Trail Blazers,108
286,Chicago Bulls,93,2017-11-26 20:30:00,Miami Heat,100
287,Memphis Grizzlies,88,2017-11-26 23:00:00,Brooklyn Nets,98
288,Minnesota Timberwolves,119,2017-11-26 20:30:00,Phoenix Suns,108
289,Boston Celtics,108,2017-11-28 00:30:00,Detroit Pistons,118
290,Golden State Warriors,106,2017-11-28 03:30:00,Sacramento Kings,110
291,Houston Rockets,117,2017-11-28 01:00:00,Brooklyn Nets,103
292,Indiana Pacers,121,2017-11-28 00:00:00,Orlando Magic,109
293,Los Angeles Clippers,120,2017-11-28 03:30:00,Los Angeles Lakers,115
294,New York Knicks,91,2017-11-28 00:30:00,Portland Trail Blazers,103
295,Philadelphia 76ers,91,2017-11-28 00:00:00,Cleveland Cavaliers,113
296,San Antonio Spurs,115,2017-11-28 01:30:00,Dallas Mavericks,108
297,Chicago Bulls,99,2017-11-29 01:00:00,Phoenix Suns,104
298,Cleveland Cavaliers,108,2017-11-29 00:00:00,Miami Heat,97
299,Minnesota Timberwolves,89,2017-11-29 01:00:00,Washington Wizards,92
300,Sacramento Kings,87,2017-11-29 03:00:00,Milwaukee Bucks,112
301,Utah Jazz,106,2017-11-29 03:00:00,Denver Nuggets,77
302,Dallas Mavericks,104,2017-11-30 01:30:00,Brooklyn Nets,109
303,Detroit Pistons,131,2017-11-30 00:00:00,Phoenix Suns,107
304,Houston Rockets,118,2017-11-30 01:00:00,Indiana Pacers,97
305,Los Angeles Lakers,123,2017-11-30 03:30:00,Golden State Warriors,127
306,New Orleans Pelicans,102,2017-11-30 01:00:00,Minnesota Timberwolves,120
307,New York Knicks,115,2017-11-30 00:30:00,Miami Heat,86
308,Orlando Magic,121,2017-11-30 00:00:00,Oklahoma City Thunder,108
309,Philadelphia 76ers,118,2017-11-30 00:00:00,Washington Wizards,113
310,San Antonio Spurs,104,2017-11-30 01:30:00,Memphis Grizzlies,95
311,Toronto Raptors,126,2017-11-30 00:30:00,Charlotte Hornets,113
312,Atlanta Hawks,114,2017-12-01 00:30:00,Cleveland Cavaliers,121
313,Boston Celtics,108,2017-12-01 00:30:00,Philadelphia 76ers,97
314,Denver Nuggets,111,2017-12-01 02:00:00,Chicago Bulls,110
315,Los Angeles Clippers,107,2017-12-01 03:30:00,Utah Jazz,126
316,Portland Trail Blazers,91,2017-12-01 03:00:00,Milwaukee Bucks,103
317,Chicago Bulls,106,2017-12-02 01:00:00,Sacramento Kings,107
318,Memphis Grizzlies,79,2017-12-02 01:00:00,San Antonio Spurs,95
319,Miami Heat,105,2017-12-02 01:00:00,Charlotte Hornets,100
320,Oklahoma City Thunder,111,2017-12-02 01:00:00,Minnesota Timberwolves,107
321,Orlando Magic,112,2017-12-02 00:00:00,Golden State Warriors,133
322,Toronto Raptors,120,2017-12-02 00:30:00,Indiana Pacers,115
323,Utah Jazz,114,2017-12-02 02:00:00,New Orleans Pelicans,108
324,Washington Wizards,109,2017-12-02 00:00:00,Detroit Pistons,91
325,Boston Celtics,116,2017-12-02 18:00:00,Phoenix Suns,111
326,Brooklyn Nets,102,2017-12-02 20:00:00,Atlanta Hawks,114
327,Cleveland Cavaliers,116,2017-12-03 00:30:00,Memphis Grizzlies,111
328,Dallas Mavericks,108,2017-12-02 19:00:00,Los Angeles Clippers,82
329,Denver Nuggets,115,2017-12-03 02:00:00,Los Angeles Lakers,100
330,Milwaukee Bucks,109,2017-12-03 01:30:00,Sacramento Kings,104
331,Philadelphia 76ers,108,2017-12-03 00:30:00,Detroit Pistons,103
332,Portland Trail Blazers,116,2017-12-03 03:00:00,New Orleans Pelicans,123
333,Los Angeles Lakers,95,2017-12-04 02:30:00,Houston Rockets,118
334,Miami Heat,95,2017-12-04 00:00:00,Golden State Warriors,123
335,Minnesota Timberwolves,112,2017-12-04 00:00:00,Los Angeles Clippers,106
336,New York Knicks,100,2017-12-03 20:30:00,Orlando Magic,105
337,Oklahoma City Thunder,90,2017-12-04 00:00:00,San Antonio Spurs,87
338,Atlanta Hawks,90,2017-12-05 00:30:00,Brooklyn Nets,110
339,Boston Celtics,111,2017-12-05 00:30:00,Milwaukee Bucks,100
340,Chicago Bulls,91,2017-12-05 01:00:00,Cleveland Cavaliers,113
341,Charlotte Hornets,104,2017-12-05 00:00:00,Orlando Magic,94
342,Dallas Mavericks,122,2017-12-05 01:30:00,Denver Nuggets,105
343,Indiana Pacers,115,2017-12-05 00:00:00,New York Knicks,97
344,Memphis Grizzlies,95,2017-12-05 01:00:00,Minnesota Timberwolves,92
345,New Orleans Pelicans,115,2017-12-05 01:00:00,Golden State Warriors,125
346,Philadelphia 76ers,101,2017-12-05 00:00:00,Phoenix Suns,115
347,San Antonio Spurs,96,2017-12-05 01:30:00,Detroit Pistons,93
348,Utah Jazz,116,2017-12-05 02:00:00,Washington Wizards,69
349,Oklahoma City Thunder,100,2017-12-06 01:00:00,Utah Jazz,94
350,Portland Trail Blazers,92,2017-12-06 03:00:00,Washington Wizards,106
351,Toronto Raptors,126,2017-12-06 00:30:00,Phoenix Suns,113
352,Boston Celtics,97,2017-12-07 00:30:00,Dallas Mavericks,90
353,Charlotte Hornets,87,2017-12-07 01:00:00,Golden State Warriors,101
354,Cleveland Cavaliers,101,2017-12-07 00:00:00,Sacramento Kings,95
355,Indiana Pacers,98,2017-12-07 00:00:00,Chicago Bulls,96
356,Los Angeles Clippers,107,2017-12-07 03:30:00,Minnesota Timberwolves,113
357,Milwaukee Bucks,104,2017-12-07 01:00:00,Detroit Pistons,100
358,New Orleans Pelicans,123,2017-12-07 01:00:00,Denver Nuggets,114
359,New York Knicks,99,2017-12-07 00:30:00,Memphis Grizzlies,88
360,Orlando Magic,110,2017-12-07 00:00:00,Atlanta Hawks,106
361,San Antonio Spurs,117,2017-12-07 01:30:00,Miami Heat,105
362,Brooklyn Nets,100,2017-12-08 03:00:00,Oklahoma City Thunder,95
363,Philadelphia 76ers,104,2017-12-08 01:00:00,Los Angeles Lakers,107
