,assists,blocks,date,defensive_rebounds,field_goal_attempts,field_goals,first_name,free_throw_attempts,free_throws,is_home,last_name,offensive_rebounds,opponent,personal_fouls,points,seconds_played,steals,team,three_point_field_goal_attempts,three_point_field_goals,total_rebounds,turnovers
129,4,0,2013-10-30,3,8,5,Toney,0,0,True,Douglas,1,LAL,1,13,1469.0,0,GSW,6,3,4,2
130,4,0,2013-10-30,1,13,6,George,4,3,False,Hill,0,NOP,4,19,2143.0,1,IND,7,4,1,3
131,9,0,2013-10-30,7,16,4,Kyrie,9,7,True,Irving,0,BRK,4,15,1855.0,2,CLE,2,0,7,2
132,5,0,2013-10-30,2,16,6,Gary,2,2,False,Neal,0,NYK,0,16,1909.0,0,MIL,5,2,2,0
133,5,0,2013-10-30,1,10,5,Kemba,2,2,False,Walker,1,HOU,3,12,2083.0,4,CHA,1,0,2,3
134,2,0,2013-10-30,3,9,6,Tony,2,1,True,Wroten,1,MIA,1,14,1403.0,1,PHI,3,1,4,2
135,3,0,2013-10-30,3,6,3,Jarrett,6,5,True,Jack,0,BRK,1,12,1350.0,1,CLE,1,1,3,1
136,9,0,2013-10-30,1,14,4,Tony,4,3,True,Parker,0,MEM,0,13,1877.0,1,SAS,3,2,1,1
137,2,0,2013-10-30,0,7,5,Jeremy,6,4,True,Lin,0,CHA,2,16,1856.0,0,HOU,2,2,0,2
138,8,0,2013-10-30,4,17,7,Jameer,2,1,False,Nelson,0,MIN,6,18,2460.0,2,ORL,11,3,4,4
139,1,0,2013-10-30,5,7,6,Andre,0,0,True,Drummond,3,WAS,5,12,1578.0,0,DET,0,0,8,1
140,1,0,2013-10-30,4,11,6,Thabo,0,0,False,Sefolosha,0,UTA,2,14,1885.0,2,OKC,5,2,4,1
141,2,0,2013-10-30,6,8,5,Tiago,2,1,True,Splitter,2,MEM,2,11,1712.0,0,SAS,0,0,8,0
142,1,5,2013-10-30,4,7,5,Tyson,0,0,True,Chandler,2,MIL,3,10,1907.0,3,NYK,0,0,6,5
143,8,0,2013-10-30,1,8,2,Kyle,12,7,True,Lowry,2,BOS,2,11,2085.0,2,TOR,3,0,3,2
144,3,1,2013-10-30,5,9,5,Anderson,4,1,True,Varejao,3,BRK,3,11,2076.0,0,CLE,0,0,8,0
145,1,1,2013-10-30,2,6,4,Nene,7,4,False,Hilario,1,DET,4,12,1818.0,1,WAS,0,0,3,0
146,1,1,2013-10-30,8,9,6,Shawn,2,0,True,Marion,0,ATL,2,12,1838.0,2,DAL,1,0,8,2
147,3,0,2013-10-30,3,9,6,Andre,0,0,False,Miller,0,SAC,0,12,1277.0,0,DEN,0,0,3,1
148,0,1,2013-10-30,3,7,5,Dante,0,0,True,Cunningham,3,ORL,2,10,1212.0,0,MIN,0,0,6,0
149,2,2,2013-10-30,7,4,3,Draymond,0,0,True,Green,0,LAL,1,7,1139.0,0,GSW,1,1,7,0
150,5,0,2013-10-30,0,10,3,Joe,8,7,False,Johnson,0,CLE,1,13,2063.0,1,BRK,3,0,0,1
151,1,0,2013-10-30,2,6,5,Ersan,0,0,False,Ilyasova,0,NYK,1,10,1183.0,3,MIL,0,0,2,2
152,1,1,2013-10-30,4,13,5,Iman,5,5,True,Shumpert,0,MIL,2,16,1987.0,0,NYK,5,1,4,1
153,0,0,2013-10-30,3,8,5,Mike,3,3,True,Harris,1,OKC,6,13,1312.0,2,UTA,0,0,4,1
154,5,0,2013-10-30,1,8,4,Rashard,3,2,False,Lewis,0,PHI,2,11,1208.0,1,MIA,4,1,1,1
155,0,4,2013-10-30,7,10,6,J.J.,0,0,False,Hickson,2,SAC,3,12,1982.0,0,DEN,0,0,9,3
156,1,2,2013-10-30,6,9,5,Kawhi,2,2,True,Leonard,1,MEM,2,14,1815.0,0,SAS,2,2,7,4
157,3,0,2013-10-30,4,6,3,Mike,3,3,False,Miller,0,SAS,2,11,1487.0,0,MEM,3,2,4,1
158,2,0,2013-10-30,8,15,7,Marc,0,0,False,Gasol,1,SAS,1,14,2041.0,1,MEM,0,0,9,2
159,3,1,2013-10-30,5,10,5,Pau,2,2,False,Gasol,2,GSW,1,12,1383.0,0,LAL,0,0,7,3
160,1,0,2013-10-30,1,2,1,Alonzo,4,4,True,Gee,3,BRK,2,7,1128.0,1,CLE,1,1,4,0
161,5,2,2013-10-30,7,11,3,David,6,6,False,West,0,NOP,3,12,2001.0,1,IND,0,0,7,3
162,3,0,2013-10-30,5,12,6,O.J.,1,1,False,Mayo,0,NYK,1,13,2157.0,1,MIL,3,0,5,2
163,5,2,2013-10-30,8,11,6,Derrick,7,3,True,Favors,1,OKC,5,15,2571.0,1,UTA,0,0,9,6
164,5,0,2013-10-30,3,3,3,Pablo,0,0,True,Prigioni,0,MIL,1,7,2247.0,3,NYK,1,1,3,4
165,3,1,2013-10-30,8,8,4,Kevin,0,0,False,Garnett,2,CLE,4,8,1577.0,2,BRK,0,0,10,2
166,1,0,2013-10-30,6,18,8,Rudy,3,2,True,Gay,2,BOS,3,19,2050.0,2,TOR,2,1,8,5
167,0,0,2013-10-30,2,8,4,Jodie,6,5,False,Meeks,1,GSW,0,14,1336.0,0,LAL,3,1,3,2
168,1,0,2013-10-30,0,10,5,Jason,0,0,False,Terry,0,CLE,3,14,1143.0,1,BRK,9,4,0,1
169,4,2,2013-10-30,7,2,1,Andrew,0,0,True,Bogut,1,LAL,4,2,1079.0,2,GSW,0,0,8,0
170,6,0,2013-10-30,4,10,4,Stephen,0,0,True,Curry,0,LAL,4,10,1437.0,1,GSW,5,2,4,1
171,4,0,2013-10-30,1,9,4,J.J.,2,2,True,Barea,1,ORL,2,11,1201.0,0,MIN,2,1,2,1
172,3,2,2013-10-30,3,11,4,Wesley,0,0,False,Johnson,0,GSW,5,11,1497.0,2,LAL,6,3,3,1
173,0,3,2013-10-30,2,6,4,Timofey,2,2,False,Mozgov,0,SAC,2,10,1171.0,0,DEN,0,0,2,1
174,4,0,2013-10-30,5,9,3,Wesley,2,2,False,Matthews,2,PHO,1,9,1989.0,0,POR,4,1,7,1
175,8,0,2013-10-30,2,17,7,Mike,0,0,False,Conley,0,SAS,5,14,1630.0,2,MEM,3,0,2,3
176,5,0,2013-10-30,1,5,3,Jordan,0,0,False,Crawford,2,TOR,2,7,1058.0,0,BOS,1,1,3,1
177,0,2,2013-10-30,7,4,3,Kris,3,2,False,Humphries,2,TOR,2,8,1248.0,0,BOS,0,0,9,2
178,3,0,2013-10-30,5,9,3,Kyle,1,1,False,Korver,0,DAL,1,8,2142.0,2,ATL,4,1,5,0
179,2,0,2013-10-30,4,9,3,John,2,2,True,Salmons,0,DEN,1,9,1597.0,2,SAC,3,1,4,0
180,0,0,2013-10-30,0,5,4,DeJuan,2,1,True,Blair,5,ATL,3,9,1266.0,0,DAL,0,0,5,1
181,0,0,2013-10-30,2,9,5,Chris,2,1,False,Kaman,2,GSW,1,11,1063.0,0,LAL,0,0,4,0
182,1,0,2013-10-30,1,11,5,Ramon,4,3,False,Sessions,1,HOU,2,14,1160.0,1,CHA,1,1,2,2
183,1,0,2013-10-30,6,6,2,Kyle,3,3,True,Singler,2,WAS,2,8,1640.0,0,DET,5,1,8,0
184,4,1,2013-10-30,4,7,3,Andre,0,0,True,Iguodala,0,LAL,1,7,1669.0,2,GSW,3,1,4,2
185,3,1,2013-10-30,5,11,4,Chandler,4,2,True,Parsons,0,CHA,2,10,2368.0,1,HOU,3,0,5,0
186,1,2,2013-10-30,1,2,2,John,2,1,False,Henson,0,NYK,0,5,1047.0,2,MIL,0,0,1,1
187,0,2,2013-10-30,9,5,1,Omer,4,2,True,Asik,5,CHA,1,4,1569.0,1,HOU,0,0,14,1
188,4,0,2013-10-30,1,5,2,Kent,2,1,True,Bazemore,0,LAL,0,7,733.0,1,GSW,2,2,1,1
189,1,0,2013-10-30,5,8,4,Randy,3,2,False,Foye,0,SAC,2,12,1958.0,1,DEN,5,2,5,3
190,1,2,2013-10-30,4,19,6,Al,2,1,False,Jefferson,4,HOU,2,13,1823.0,0,CHA,0,0,8,0
191,2,0,2013-10-30,0,12,5,Dion,0,0,True,Waiters,1,BRK,2,11,1761.0,3,CLE,3,1,1,2
192,0,0,2013-10-30,6,12,6,Andrew,0,0,False,Nicholson,1,MIN,5,13,1145.0,0,ORL,2,1,7,1
193,0,2,2013-10-30,6,9,4,Jonas,0,0,True,Valanciunas,5,BOS,4,8,1883.0,1,TOR,0,0,11,3
194,4,1,2013-10-30,11,9,3,Nicolas,0,0,False,Batum,2,PHO,2,7,2204.0,1,POR,5,1,13,4
195,9,1,2013-10-30,3,6,2,Deron,2,2,False,Williams,0,CLE,3,7,1304.0,0,BRK,2,1,3,4
196,5,0,2013-10-30,3,13,4,Gordon,4,2,True,Hayward,1,OKC,4,12,1657.0,3,UTA,6,2,4,4
197,0,0,2013-10-30,0,5,4,Elton,0,0,False,Brand,0,DAL,0,8,784.0,0,ATL,0,0,0,0
198,2,1,2013-10-30,7,7,3,Michael,5,1,False,Kidd-Gilchrist,1,HOU,4,7,1836.0,1,CHA,0,0,8,0
199,5,0,2013-10-30,3,13,5,Jordan,1,1,False,Farmar,0,GSW,1,12,1535.0,0,LAL,3,1,3,3
200,5,0,2013-10-30,1,7,2,John,2,2,True,Lucas,0,OKC,2,8,2194.0,0,UTA,5,2,1,1
201,1,2,2013-10-30,1,5,2,Jermaine,4,3,True,O'Neal,0,LAL,1,7,1190.0,1,GSW,0,0,1,1
202,3,0,2013-10-30,7,10,2,Marreese,2,2,True,Speights,1,LAL,2,7,1185.0,1,GSW,2,1,8,0
203,4,0,2013-10-30,3,13,4,Steve,0,0,False,Blake,0,GSW,1,10,1900.0,2,LAL,3,2,3,2
204,3,0,2013-10-30,3,8,5,Norris,0,0,False,Cole,0,PHI,4,10,1617.0,0,MIA,2,0,3,2
205,1,0,2013-10-30,5,10,4,Earl,2,1,True,Clark,3,BRK,2,9,1626.0,0,CLE,1,0,8,1
206,0,0,2013-10-30,3,7,4,Landry,1,0,True,Fields,3,BOS,4,8,1094.0,0,TOR,0,0,6,0
207,2,0,2013-10-30,3,18,6,Bradley,3,3,False,Beal,1,DET,3,17,2295.0,0,WAS,6,2,4,3
208,0,1,2013-10-30,5,6,3,Marcin,4,3,False,Gortat,4,DET,5,9,1013.0,0,WAS,0,0,9,3
209,0,1,2013-10-30,2,3,2,Solomon,2,0,False,Jones,6,MIN,2,4,1324.0,0,ORL,0,0,8,1
210,0,0,2013-10-30,2,4,2,Wayne,2,1,True,Ellington,1,ATL,1,6,822.0,1,DAL,3,1,3,0
211,0,3,2013-10-30,2,9,4,Vitor,8,5,False,Faverani,1,TOR,5,13,1601.0,0,BOS,1,0,3,3
212,1,1,2013-10-30,1,6,4,Jason,0,0,True,Smith,1,IND,6,8,1227.0,0,NOP,0,0,2,0
213,0,0,2013-10-30,2,4,3,Matt,0,0,True,Bonner,0,MEM,2,8,991.0,0,SAS,3,2,2,1
214,2,0,2013-10-30,3,3,1,Derek,2,2,False,Fisher,0,UTA,1,4,1014.0,1,OKC,1,0,3,0
215,1,5,2013-10-30,2,5,2,Roy,3,2,False,Hibbert,2,NOP,5,6,1297.0,0,IND,0,0,4,2
216,4,1,2013-10-30,6,14,5,Victor,4,3,False,Oladipo,0,MIN,5,14,2193.0,0,ORL,5,1,6,4
217,0,0,2013-10-30,2,3,2,Terrence,2,1,True,Ross,0,BOS,2,6,732.0,2,TOR,1,1,2,1
