,assists,blocks,date,defensive_rebounds,field_goal_attempts,field_goals,first_name,free_throw_attempts,free_throws,is_home,last_name,offensive_rebounds,opponent,personal_fouls,points,seconds_played,steals,team,three_point_field_goal_attempts,three_point_field_goals,total_rebounds,turnovers
27,2,0,2016-10-25,3,4,2,David,2,2,False,Lee,3,GSW,1,6,668.0,0,SAS,0,0,6,2
28,4,0,2016-10-25,1,5,2,Shelvin,0,0,False,Mack,0,POR,1,4,888.0,2,UTA,1,0,1,0
29,0,0,2016-10-25,2,1,1,Kyle,0,0,False,Anderson,2,GSW,1,3,1344.0,1,SAS,1,1,4,0
30,5,0,2016-10-25,2,7,1,Brandon,6,5,False,Jennings,1,CLE,2,7,1274.0,0,NYK,4,0,3,1
31,0,0,2016-10-25,1,5,3,Mindaugas,0,0,False,Kuzminskas,0,CLE,0,7,554.0,0,NYK,3,1,1,0
32,3,1,2016-10-25,3,3,2,DeAndre,0,0,True,Liggins,0,NYK,1,4,720.0,0,CLE,0,0,3,1
33,5,1,2016-10-25,5,7,1,Evan,1,1,True,Turner,0,UTA,1,3,1561.0,1,POR,0,0,5,0
34,0,0,2016-10-25,1,2,2,Davis,0,0,False,Bertans,0,GSW,0,5,221.0,0,SAS,1,1,1,0
35,4,0,2016-10-25,3,9,4,Tony,0,0,False,Parker,0,GSW,4,9,1588.0,0,SAS,2,1,3,2
36,0,0,2016-10-25,1,3,2,Ron,0,0,False,Baker,0,CLE,0,5,404.0,0,NYK,1,1,1,0
37,0,2,2016-10-25,4,4,1,Dewayne,0,0,False,Dedmon,4,GSW,3,2,994.0,1,SAS,0,0,8,1
38,0,1,2016-10-25,2,6,2,Channing,0,0,True,Frye,2,NYK,4,6,849.0,1,CLE,5,2,4,1
39,0,0,2016-10-25,0,2,1,James,2,2,True,Jones,0,NYK,1,5,330.0,0,CLE,1,1,0,0
40,2,1,2016-10-25,0,3,1,Patrick,0,0,True,McCaw,0,SAS,0,2,540.0,1,GSW,2,0,0,0
41,0,0,2016-10-25,1,4,2,Dante,1,1,False,Exum,1,POR,2,5,500.0,0,UTA,1,0,2,0
42,3,0,2016-10-25,5,1,0,Joakim,0,0,False,Noah,1,CLE,1,0,1171.0,1,NYK,0,0,6,1
43,2,0,2016-10-25,3,13,3,J.R.,0,0,True,Smith,0,NYK,1,8,1514.0,1,CLE,8,2,3,0
44,2,0,2016-10-25,1,13,5,Klay,0,0,True,Thompson,0,SAS,4,11,2001.0,0,GSW,6,1,1,1
45,0,1,2016-10-25,0,1,1,Chris,0,0,True,Andersen,0,NYK,0,2,334.0,0,CLE,0,0,0,0
46,3,0,2016-10-25,1,3,1,Andre,0,0,True,Iguodala,1,SAS,3,2,1608.0,1,GSW,2,0,2,1
47,1,2,2016-10-25,4,3,1,Kyle,0,0,False,O'Quinn,1,CLE,3,2,924.0,0,NYK,2,0,5,1
48,0,0,2016-10-25,0,3,2,Willy,0,0,False,Hernangomez,1,CLE,1,4,566.0,0,NYK,0,0,1,1
49,2,1,2016-10-25,0,8,2,Ian,2,1,True,Clark,0,SAS,0,5,802.0,0,GSW,4,0,0,0
50,1,0,2016-10-25,0,1,1,Joe,0,0,False,Ingles,0,POR,2,2,846.0,1,UTA,0,0,0,1
51,0,1,2016-10-25,1,0,0,Jeff,0,0,False,Withey,0,POR,1,0,291.0,1,UTA,0,0,1,0
52,3,1,2016-10-25,1,3,1,Iman,0,0,True,Shumpert,1,NYK,2,2,831.0,0,CLE,1,0,2,2
53,0,0,2016-10-25,2,3,1,Shaun,0,0,True,Livingston,0,SAS,0,2,774.0,1,GSW,1,0,2,1
54,1,0,2016-10-25,1,4,1,Lance,0,0,False,Thomas,0,CLE,2,2,997.0,2,NYK,0,0,1,1
55,2,0,2016-10-25,2,6,2,Trey,0,0,False,Lyles,0,POR,0,5,1075.0,0,UTA,2,1,2,3
56,0,0,2016-10-25,0,2,1,JaVale,1,0,True,McGee,0,SAS,0,2,221.0,0,GSW,0,0,0,0
57,0,0,2016-10-25,0,0,0,Bryn,0,0,False,Forbes,0,GSW,0,0,221.0,0,SAS,0,0,0,0
58,2,0,2016-10-25,0,0,0,Nicolas,0,0,False,Laprovittola,0,GSW,1,0,221.0,0,SAS,0,0,0,1
59,0,0,2016-10-25,0,0,0,Kevon,0,0,True,Looney,0,SAS,0,0,221.0,0,GSW,0,0,0,0
60,1,0,2016-10-25,2,1,1,Zaza,0,0,True,Pachulia,1,SAS,2,2,1205.0,0,GSW,0,0,3,3
61,0,0,2016-10-25,0,0,0,Anderson,2,1,True,Varejao,0,SAS,3,1,190.0,0,GSW,0,0,0,0
62,1,0,2016-10-25,4,4,1,Pau,0,0,False,Gasol,0,GSW,3,2,1096.0,0,SAS,0,0,4,1
63,1,0,2016-10-25,1,2,0,Maurice,0,0,True,Harkless,0,UTA,1,0,1341.0,2,POR,1,0,1,2
64,1,0,2016-10-25,1,2,0,Meyers,0,0,True,Leonard,0,UTA,1,0,555.0,0,POR,1,0,1,0
65,0,0,2016-10-25,0,4,1,Jordan,0,0,True,McRae,0,NYK,1,2,350.0,0,CLE,0,0,0,0
66,1,0,2016-10-25,0,1,0,Sasha,2,1,False,Vujacic,0,CLE,1,1,198.0,0,NYK,1,0,0,1
67,1,0,2016-10-25,1,4,1,Mason,0,0,True,Plumlee,0,UTA,4,2,874.0,0,POR,0,0,1,0
68,0,1,2016-10-25,1,2,1,David,0,0,True,West,1,SAS,2,2,639.0,1,GSW,0,0,2,4
69,0,0,2016-10-25,4,1,0,Tristan,0,0,True,Thompson,2,NYK,4,0,1345.0,0,CLE,0,0,6,2
70,0,1,2016-10-25,2,5,0,Courtney,0,0,False,Lee,1,CLE,1,0,1177.0,0,NYK,2,0,3,2
71,0,0,2016-10-25,2,8,1,Boris,0,0,False,Diaw,1,POR,5,2,1930.0,0,UTA,3,0,3,1
72,5,4,2016-10-26,14,34,17,Anthony,17,16,True,Davis,1,DEN,4,50,2474.0,5,NOP,2,0,15,3
73,17,0,2016-10-26,4,19,9,James,16,15,False,Harden,3,LAL,5,34,2231.0,1,HOU,7,1,7,7
74,1,4,2016-10-26,10,19,13,Myles,5,3,True,Turner,6,DAL,4,30,2249.0,2,IND,2,1,16,2
75,1,0,2016-10-26,5,15,10,Jonas,14,12,True,Valanciunas,6,DET,4,32,2113.0,0,TOR,0,0,11,1
76,9,0,2016-10-26,11,21,11,Russell,11,9,False,Westbrook,1,PHI,2,32,2183.0,0,OKC,2,1,12,2
77,5,1,2016-10-26,8,21,13,Giannis,6,4,True,Antetokounmpo,1,CHO,5,31,2324.0,1,MIL,2,1,9,1
78,1,0,2016-10-26,3,27,17,DeMar,6,6,True,DeRozan,1,DET,1,40,2068.0,1,TOR,2,0,4,6
79,8,0,2016-10-26,6,14,7,Isaiah,9,9,True,Thomas,0,BRK,3,25,1969.0,2,BOS,7,2,6,3
80,0,1,2016-10-26,10,18,10,Michael,3,3,False,Kidd-Gilchrist,4,MIL,1,23,2091.0,1,CHO,2,0,14,0
81,6,0,2016-10-26,8,14,7,Paul,8,7,True,George,0,DAL,2,25,2566.0,0,IND,5,4,8,2
82,3,1,2016-10-26,7,13,9,Jusuf,6,5,False,Nurkic,2,NOP,3,23,1561.0,0,DEN,0,0,9,1
83,7,0,2016-10-26,7,11,7,Monta,4,4,True,Ellis,0,DAL,3,19,2641.0,3,IND,2,1,7,3
84,1,0,2016-10-26,2,12,8,Jordan,7,7,True,Clarkson,1,HOU,3,25,1475.0,3,LAL,3,2,3,4
85,11,0,2016-10-26,5,10,6,Tim,4,2,True,Frazier,0,DEN,6,15,2206.0,4,NOP,3,1,5,1
86,2,4,2016-10-26,3,15,9,Rudy,4,3,False,Gay,0,PHO,1,22,1991.0,0,SAC,3,1,3,0
87,0,1,2016-10-26,3,14,7,Andrew,14,10,False,Wiggins,4,MEM,1,25,2069.0,0,MIN,1,1,7,2
88,2,0,2016-10-26,5,10,6,DeMarcus,16,12,False,Cousins,1,PHO,4,24,1480.0,1,SAC,1,0,6,3
89,3,5,2016-10-26,6,9,6,Roy,3,3,False,Hibbert,4,MIL,4,15,1911.0,0,CHO,0,0,10,2
90,3,0,2016-10-26,9,14,7,Nikola,4,3,True,Vucevic,5,MIA,3,17,2149.0,2,ORL,0,0,14,1
91,2,0,2016-10-26,3,12,7,Will,6,6,False,Barton,2,NOP,2,22,2086.0,0,DEN,3,2,5,2
92,2,0,2016-10-26,4,12,7,Justin,3,2,False,Hamilton,6,BOS,4,19,1520.0,0,BRK,6,3,10,1
93,2,1,2016-10-26,5,15,9,Jae,0,0,True,Crowder,0,BRK,2,21,1751.0,2,BOS,8,3,5,2
94,6,1,2016-10-26,7,11,9,Julius,1,0,True,Randle,0,HOU,4,18,1751.0,0,LAL,1,0,7,2
95,4,1,2016-10-26,1,14,8,Mike,5,4,True,Conley,0,MIN,5,24,1779.0,0,MEM,5,4,1,2
96,2,2,2016-10-26,8,19,8,Dirk,2,2,False,Nowitzki,0,IND,1,22,2304.0,2,DAL,9,4,8,2
97,2,1,2016-10-26,9,10,5,Gorgui,2,2,False,Dieng,5,MEM,3,12,2041.0,2,MIN,1,0,14,0
98,1,4,2016-10-26,10,16,9,Hassan,4,0,False,Whiteside,4,ORL,3,18,1859.0,0,MIA,0,0,14,1
99,0,1,2016-10-26,7,14,7,Enes,4,3,False,Kanter,5,PHI,3,17,1440.0,1,OKC,0,0,12,0
100,3,3,2016-10-26,5,13,5,Greg,5,4,True,Monroe,5,CHO,0,14,1760.0,1,MIL,0,0,10,1
101,7,1,2016-10-26,2,18,10,Deron,0,0,False,Williams,1,IND,4,25,2400.0,0,DAL,8,5,3,6
102,6,1,2016-10-26,2,17,7,J.J.,6,6,False,Barea,0,IND,1,22,2347.0,0,DAL,7,2,2,3
103,8,0,2016-10-26,2,15,5,Jeff,13,10,True,Teague,0,DAL,4,20,2205.0,3,IND,3,0,2,3
104,3,0,2016-10-26,5,11,7,Tyler,1,1,False,Johnson,1,ORL,2,15,1698.0,2,MIA,1,0,6,1
105,1,0,2016-10-26,10,12,7,Zach,6,4,True,Randolph,1,MIN,1,19,1473.0,0,MEM,2,1,11,2
106,5,1,2016-10-26,2,20,9,Karl-Anthony,1,1,False,Towns,2,MEM,3,21,2189.0,1,MIN,5,2,4,2
107,6,0,2016-10-26,5,15,7,Avery,0,0,True,Bradley,4,BRK,4,17,2043.0,1,BOS,4,3,9,3
108,5,0,2016-10-26,6,5,4,Trevor,0,0,False,Booker,1,BOS,0,8,1463.0,3,BRK,1,0,7,1
109,0,1,2016-10-26,6,11,8,Clint,1,0,False,Capela,3,LAL,2,16,1540.0,0,HOU,0,0,9,1
110,3,2,2016-10-26,2,7,6,Tyler,2,1,True,Zeller,2,BRK,2,13,986.0,0,BOS,0,0,4,1
111,6,4,2016-10-26,4,8,5,Al,0,0,True,Horford,1,BRK,2,11,1629.0,0,BOS,4,1,5,2
112,9,0,2016-10-26,4,11,5,Sergio,0,0,True,Rodriguez,0,OKC,1,12,1911.0,0,PHI,6,2,4,0
113,0,0,2016-10-26,3,17,9,Bojan,0,0,False,Bogdanovic,2,BOS,2,21,1384.0,1,BRK,8,3,5,2
114,0,0,2016-10-26,6,14,8,Harrison,0,0,False,Barnes,3,IND,3,19,2081.0,0,DAL,6,3,9,2
115,1,0,2016-10-26,5,13,8,Tobias,5,5,False,Harris,0,TOR,3,22,2176.0,1,DET,2,1,5,5
116,0,0,2016-10-26,5,8,5,James,4,3,True,Ennis,1,MIN,3,15,1691.0,1,MEM,4,2,6,0
117,8,0,2016-10-26,1,15,5,Kemba,6,4,False,Walker,0,MIL,2,17,2104.0,2,CHO,7,3,1,2
118,1,2,2016-10-26,2,6,5,Cody,6,5,False,Zeller,1,MIL,5,15,855.0,0,CHO,0,0,3,1
119,2,1,2016-10-26,3,11,5,Danilo,4,2,False,Gallinari,0,NOP,2,15,2263.0,3,DEN,6,3,3,1
120,1,0,2016-10-26,4,6,5,Nik,3,3,True,Stauskas,0,OKC,0,13,1352.0,0,PHI,1,0,4,0
121,2,1,2016-10-26,4,6,3,Robert,2,2,True,Covington,1,OKC,1,10,1916.0,2,PHI,4,2,5,0
122,3,0,2016-10-26,5,14,6,Zach,5,4,False,LaVine,0,MEM,3,19,2030.0,1,MIN,6,3,5,2
123,4,0,2016-10-26,3,19,7,Evan,7,4,True,Fournier,1,MIA,3,20,2363.0,2,ORL,6,2,4,1
124,3,0,2016-10-26,5,17,7,Marcus,1,1,False,Morris,4,TOR,2,17,1905.0,1,DET,8,2,9,2
125,4,2,2016-10-26,5,15,7,Justise,1,1,False,Winslow,3,ORL,4,15,2037.0,1,MIA,2,0,8,2
126,6,3,2016-10-26,3,8,3,Wade,0,0,True,Baldwin,2,MIN,2,7,1471.0,3,MEM,2,1,5,1
127,2,0,2016-10-26,0,5,2,Lou,7,6,True,Williams,0,HOU,0,12,866.0,3,LAL,4,2,0,1
128,3,0,2016-10-26,6,9,6,Matt,0,0,False,Barnes,1,PHO,4,14,1657.0,0,SAC,5,2,7,1
129,0,0,2016-10-26,5,15,7,Eric,4,3,False,Gordon,0,LAL,1,19,2067.0,1,HOU,8,2,5,1
130,3,1,2016-10-26,2,14,6,Jeremy,5,4,False,Lin,1,BOS,1,18,1654.0,0,BRK,5,2,3,2
131,1,1,2016-10-26,3,6,5,Willie,0,0,False,Reed,3,ORL,1,10,1022.0,0,MIA,0,0,6,0
132,7,1,2016-10-26,3,9,3,Ty,2,2,False,Lawson,3,PHO,2,9,2137.0,2,SAC,4,1,6,2
133,5,2,2016-10-26,2,12,4,Elfrid,8,8,True,Payton,2,MIA,1,16,2250.0,0,ORL,2,0,4,4
134,5,0,2016-10-26,6,11,5,Eric,4,4,True,Bledsoe,0,SAC,3,16,1767.0,1,PHO,5,2,6,4
135,6,0,2016-10-26,3,15,7,Goran,2,2,False,Dragic,3,ORL,4,16,1717.0,0,MIA,1,0,6,3
136,3,0,2016-10-26,1,16,7,D'Angelo,3,2,True,Russell,0,HOU,2,20,1744.0,1,LAL,10,4,1,3
137,1,0,2016-10-26,6,15,6,Ryan,0,0,False,Anderson,1,LAL,1,14,2061.0,2,HOU,7,2,7,0
138,3,2,2016-10-26,4,15,6,Joe,0,0,False,Harris,0,BOS,3,16,1515.0,2,BRK,9,4,4,3
139,6,0,2016-10-26,2,8,4,James,1,1,False,Johnson,0,ORL,1,11,1512.0,0,MIA,4,2,2,1
140,1,0,2016-10-26,3,16,7,Steven,2,2,False,Adams,2,PHI,4,16,2133.0,3,OKC,0,0,5,2
141,7,0,2016-10-26,6,9,2,Nicolas,5,4,False,Batum,0,MIL,2,9,2016.0,2,CHO,7,1,6,1
142,1,2,2016-10-26,8,9,3,Kenneth,6,3,False,Faried,6,NOP,1,9,1696.0,2,DEN,1,0,14,3
143,2,0,2016-10-26,4,10,6,Timofey,0,0,True,Mozgov,4,HOU,2,12,1326.0,0,LAL,0,0,8,2
144,4,1,2016-10-26,6,12,5,Aaron,0,0,True,Gordon,2,MIA,1,12,2106.0,1,ORL,3,2,8,3
145,1,0,2016-10-26,4,7,4,Ersan,0,0,False,Ilyasova,1,PHI,1,10,1203.0,1,OKC,5,2,5,0
146,2,1,2016-10-26,8,12,5,Marvin,0,0,False,Williams,2,MIL,4,13,1734.0,0,CHO,4,3,10,1
147,0,0,2016-10-26,0,5,5,K.J.,0,0,False,McDaniels,1,LAL,1,11,735.0,0,HOU,1,1,1,0
148,1,2,2016-10-26,2,4,3,Jaylen,4,3,True,Brown,0,BRK,1,9,1167.0,1,BOS,0,0,2,1
149,2,4,2016-10-26,2,17,7,Marc,4,3,True,Gasol,1,MIN,2,18,1947.0,0,MEM,3,1,3,4
150,1,0,2016-10-26,3,14,5,T.J.,4,4,True,Warren,2,SAC,5,14,1824.0,2,PHO,2,0,5,0
151,0,0,2016-10-26,1,5,4,Dragan,0,0,True,Bender,1,SAC,0,10,717.0,0,PHO,3,2,2,0
152,1,1,2016-10-26,3,10,4,JaMychal,2,2,True,Green,4,MIN,4,12,1723.0,0,MEM,2,2,7,1
153,3,0,2016-10-26,1,8,6,Garrett,0,0,False,Temple,1,PHO,2,12,1071.0,0,SAC,1,0,2,2
154,3,0,2016-10-26,4,9,4,Jabari,4,4,True,Parker,2,CHO,3,13,1790.0,0,MIL,1,1,6,3
155,0,2,2016-10-26,7,16,6,Joel,8,7,True,Embiid,0,OKC,4,20,1345.0,0,PHI,3,1,7,4
156,3,0,2016-10-26,2,12,8,Devin,5,2,True,Booker,0,SAC,5,18,1473.0,0,PHO,3,0,2,4
157,1,1,2016-10-26,3,4,3,Seth,0,0,False,Curry,0,IND,6,7,945.0,3,DAL,2,1,3,0
158,8,0,2016-10-26,4,13,3,Kyle,3,3,True,Lowry,1,DET,2,10,2266.0,1,TOR,5,1,5,2
159,2,0,2016-10-26,5,6,3,Alex,2,2,True,Len,2,SAC,4,8,1449.0,1,PHO,0,0,7,1
160,2,0,2016-10-26,4,7,4,Gerald,0,0,True,Green,1,BRK,1,9,885.0,0,BOS,2,1,5,1
161,1,0,2016-10-26,2,6,2,Terrence,2,2,True,Jones,1,DEN,0,6,1064.0,3,NOP,1,0,3,0
162,5,0,2016-10-26,6,9,3,Malcolm,2,2,True,Brogdon,0,CHO,2,8,1285.0,0,MIL,3,0,6,0
163,1,0,2016-10-26,0,6,3,C.J.,0,0,True,Miles,0,DAL,1,8,753.0,2,IND,3,2,0,0
164,2,1,2016-10-26,2,5,2,Larry,2,1,True,Nance,3,HOU,1,5,1400.0,1,LAL,1,0,5,0
165,0,1,2016-10-26,6,17,6,Serge,0,0,True,Ibaka,2,MIA,3,14,2176.0,0,ORL,4,2,8,0
166,3,0,2016-10-26,1,5,3,Nene,4,1,False,Hilario,2,LAL,3,7,1337.0,2,HOU,0,0,3,1
167,0,0,2016-10-26,7,2,2,Pascal,0,0,True,Siakam,2,DET,2,4,1304.0,1,TOR,0,0,9,0
168,0,0,2016-10-26,7,5,4,Tyson,2,0,True,Chandler,3,SAC,4,8,1376.0,0,PHO,0,0,10,1
169,2,0,2016-10-26,3,13,5,Sean,2,2,False,Kilpatrick,1,BOS,0,13,1334.0,0,BRK,6,1,4,2
170,4,0,2016-10-26,5,10,5,Thaddeus,0,0,True,Young,0,DAL,6,11,2053.0,1,IND,1,1,5,2
171,4,1,2016-10-26,1,8,3,E'Twaun,2,2,True,Moore,0,DEN,4,10,1689.0,1,NOP,4,2,1,2
172,0,0,2016-10-26,5,11,7,Andre,6,2,False,Drummond,1,TOR,5,16,1449.0,1,DET,0,0,6,4
173,0,3,2016-10-26,2,2,2,Richaun,2,2,True,Holmes,1,OKC,3,6,712.0,0,PHI,0,0,3,1
174,3,0,2016-10-26,5,16,3,Wesley,6,5,False,Matthews,0,IND,4,13,2377.0,3,DAL,10,2,5,1
175,1,0,2016-10-26,3,6,4,Kris,0,0,False,Dunn,1,MEM,3,8,913.0,1,MIN,1,0,4,1
176,0,0,2016-10-26,8,8,3,Jon,2,2,False,Leuer,1,TOR,3,9,1354.0,1,DET,2,1,9,1
177,7,0,2016-10-26,1,10,3,Ish,0,0,False,Smith,0,TOR,0,6,1995.0,1,DET,4,0,1,0
178,0,0,2016-10-26,3,6,4,Brandon,0,0,True,Ingram,0,HOU,0,9,1420.0,0,LAL,2,1,3,1
179,2,0,2016-10-26,3,6,4,Amir,1,0,True,Johnson,4,BRK,2,8,1170.0,1,BOS,0,0,7,4
180,3,0,2016-10-26,2,7,4,Lance,0,0,True,Stephenson,1,DEN,2,8,1530.0,1,NOP,0,0,3,2
181,2,0,2016-10-26,3,6,3,Anthony,0,0,False,Tolliver,2,PHO,1,6,889.0,0,SAC,3,0,5,0
182,3,1,2016-10-26,4,5,3,Andrew,2,0,False,Bogut,2,IND,3,6,1180.0,0,DAL,0,0,6,1
183,2,0,2016-10-26,2,6,3,Cory,0,0,True,Joseph,2,DET,1,6,1296.0,1,TOR,0,0,4,1
184,3,0,2016-10-26,3,10,5,Matthew,0,0,True,Dellavedova,0,CHO,3,11,1747.0,0,MIL,3,1,3,2
185,0,0,2016-10-26,2,4,3,Aron,2,2,False,Baynes,1,TOR,5,8,922.0,0,DET,0,0,3,0
186,0,1,2016-10-26,5,6,3,Al,1,1,True,Jefferson,1,DAL,1,7,654.0,0,IND,0,0,6,1
187,3,0,2016-10-26,4,4,2,Terrence,0,0,True,Ross,0,DET,2,4,1114.0,2,TOR,1,0,4,1
188,3,0,2016-10-26,3,5,2,Terry,0,0,True,Rozier,0,BRK,2,5,1671.0,2,BOS,2,1,3,1
189,0,0,2016-10-26,2,6,3,Gerald,2,1,True,Henderson,0,OKC,2,9,1487.0,0,PHI,3,2,2,0
190,7,0,2016-10-26,2,0,0,T.J.,0,0,True,McConnell,0,OKC,3,0,969.0,2,PHI,0,0,2,1
191,2,1,2016-10-26,4,9,3,Justin,0,0,False,Anderson,1,IND,2,7,1159.0,0,DAL,6,1,5,0
192,1,0,2016-10-26,7,8,2,DeMarre,4,2,True,Carroll,0,DET,3,8,1766.0,1,TOR,6,2,7,0
193,1,0,2016-10-26,1,3,2,D.J.,3,3,True,Augustin,0,MIA,2,7,992.0,0,ORL,1,0,1,1
194,1,0,2016-10-26,3,9,3,Luol,0,0,True,Deng,2,HOU,0,7,1709.0,1,LAL,4,1,5,1
195,3,1,2016-10-26,5,2,0,Andre,4,1,False,Roberson,2,PHI,3,1,1911.0,2,OKC,0,0,7,0
196,0,0,2016-10-26,3,7,2,Arron,2,2,False,Afflalo,0,PHO,3,8,1573.0,1,SAC,2,2,3,0
197,0,0,2016-10-26,2,3,1,Rodney,5,4,False,McGruder,1,ORL,4,6,1417.0,2,MIA,1,0,3,1
198,4,0,2016-10-26,5,13,4,Dion,2,1,False,Waiters,1,ORL,2,9,2011.0,0,MIA,1,0,6,1
199,1,0,2016-10-26,2,5,2,Langston,1,1,True,Galloway,0,DEN,1,5,650.0,1,NOP,1,0,2,0
200,1,0,2016-10-26,4,8,3,Marco,1,1,False,Belinelli,0,MIL,1,7,1586.0,0,CHO,2,0,4,0
201,2,0,2016-10-26,1,6,3,Willie,0,0,False,Cauley-Stein,1,PHO,1,6,1146.0,0,SAC,0,0,2,1
202,4,0,2016-10-26,1,5,2,Semaj,0,0,False,Christon,0,PHI,1,4,891.0,0,OKC,1,0,1,0
203,0,1,2016-10-26,1,4,2,Cole,0,0,False,Aldrich,1,MEM,2,4,598.0,1,MIN,0,0,2,0
204,2,1,2016-10-26,4,3,1,Lavoy,0,0,True,Allen,1,DAL,1,2,644.0,0,IND,0,0,5,0
205,1,1,2016-10-26,6,4,1,Vince,2,1,True,Carter,1,MIN,3,3,1685.0,1,MEM,2,0,7,0
206,3,0,2016-10-26,2,8,4,Jameer,0,0,False,Nelson,0,NOP,2,9,1194.0,1,DEN,4,1,2,4
207,3,0,2016-10-26,1,8,1,Jonas,2,2,True,Jerebko,0,BRK,1,4,1129.0,4,BOS,5,0,1,1
208,1,0,2016-10-26,3,6,3,Rodney,3,1,True,Stuckey,0,DAL,0,8,1314.0,0,IND,2,1,3,2
209,0,0,2016-10-26,2,2,2,Omri,0,0,False,Casspi,1,PHO,0,4,512.0,1,SAC,0,0,3,2
210,2,0,2016-10-26,6,8,2,Trevor,0,0,False,Ariza,0,LAL,2,5,1971.0,1,HOU,4,1,6,0
211,2,0,2016-10-26,1,10,3,Luke,0,0,False,Babbitt,0,ORL,1,8,1128.0,0,MIA,6,2,1,0
212,0,2,2016-10-26,3,10,4,Jerami,4,2,True,Grant,0,OKC,2,10,1311.0,0,PHI,1,0,3,2
213,8,0,2016-10-26,3,5,1,Ricky,5,2,False,Rubio,1,MEM,4,4,2007.0,0,MIN,1,0,4,2
214,0,0,2016-10-26,1,3,2,Sam,0,0,False,Dekker,0,LAL,2,4,816.0,1,HOU,1,0,1,0
215,1,0,2016-10-26,7,15,5,Wilson,1,1,False,Chandler,0,NOP,3,12,1813.0,0,DEN,6,1,7,2
216,1,0,2016-10-26,2,7,2,Jeff,4,3,True,Green,1,MIA,1,7,1514.0,0,ORL,2,0,3,1
