,home_team_name,home_team_score,start_time,visiting_team_name,visiting_team_score
359,Los Angeles Clippers,115,2013-12-17 03:30:00,San Antonio Spurs,92
360,Miami Heat,117,2013-12-17 00:30:00,Utah Jazz,94
361,New York Knicks,101,2013-12-17 00:30:00,Washington Wizards,102
362,Charlotte Bobcats,95,2013-12-18 00:00:00,Sacramento Kings,87
363,Cleveland Cavaliers,116,2013-12-18 00:00:00,Portland Trail Blazers,119
364,Denver Nuggets,93,2013-12-18 02:00:00,Oklahoma City Thunder,105
365,Golden State Warriors,104,2013-12-18 03:30:00,New Orleans Pelicans,93
366,Memphis Grizzlies,92,2013-12-18 01:00:00,Los Angeles Lakers,96
367,Atlanta Hawks,124,2013-12-19 00:30:00,Sacramento Kings,107
368,Boston Celtics,106,2013-12-19 00:30:00,Detroit Pistons,107
369,Brooklyn Nets,107,2013-12-19 00:30:00,Washington Wizards,113
370,Dallas Mavericks,105,2013-12-19 01:30:00,Memphis Grizzlies,91
371,Houston Rockets,109,2013-12-19 02:30:00,Chicago Bulls,94
372,Los Angeles Clippers,108,2013-12-19 03:30:00,New Orleans Pelicans,95
373,Miami Heat,97,2013-12-19 00:00:00,Indiana Pacers,94
374,Milwaukee Bucks,101,2013-12-19 01:00:00,New York Knicks,107
375,Minnesota Timberwolves,120,2013-12-19 01:00:00,Portland Trail Blazers,109
376,Orlando Magic,82,2013-12-19 00:00:00,Utah Jazz,86
377,Phoenix Suns,101,2013-12-19 02:00:00,San Antonio Spurs,108
378,Toronto Raptors,102,2013-12-19 00:00:00,Charlotte Bobcats,104
379,Golden State Warriors,102,2013-12-20 03:30:00,San Antonio Spurs,104
380,Oklahoma City Thunder,107,2013-12-20 01:00:00,Chicago Bulls,95
381,Atlanta Hawks,118,2013-12-21 00:30:00,Utah Jazz,85
382,Cleveland Cavaliers,114,2013-12-21 00:30:00,Milwaukee Bucks,111
383,Dallas Mavericks,108,2013-12-21 01:30:00,Toronto Raptors,109
384,Denver Nuggets,99,2013-12-21 02:00:00,Phoenix Suns,103
385,Detroit Pistons,106,2013-12-21 00:30:00,Charlotte Bobcats,116
386,Indiana Pacers,114,2013-12-21 01:00:00,Houston Rockets,81
387,Los Angeles Lakers,104,2013-12-21 03:30:00,Minnesota Timberwolves,91
388,Miami Heat,122,2013-12-21 00:30:00,Sacramento Kings,103
389,Philadelphia 76ers,121,2013-12-21 00:00:00,Brooklyn Nets,120
390,Boston Celtics,99,2013-12-21 18:00:00,Washington Wizards,106
391,Charlotte Bobcats,85,2013-12-22 00:30:00,Utah Jazz,88
392,Chicago Bulls,100,2013-12-22 01:00:00,Cleveland Cavaliers,84
393,Detroit Pistons,97,2013-12-22 00:30:00,Houston Rockets,114
394,Golden State Warriors,102,2013-12-22 03:30:00,Los Angeles Lakers,83
395,Los Angeles Clippers,112,2013-12-22 03:30:00,Denver Nuggets,91
396,Milwaukee Bucks,116,2013-12-22 01:30:00,Philadelphia 76ers,106
397,New York Knicks,87,2013-12-21 05:00:00,Memphis Grizzlies,95
398,Orlando Magic,100,2013-12-22 00:00:00,Sacramento Kings,105
399,Phoenix Suns,123,2013-12-22 02:00:00,Dallas Mavericks,108
400,Portland Trail Blazers,110,2013-12-22 03:00:00,New Orleans Pelicans,107
401,San Antonio Spurs,100,2013-12-22 01:30:00,Oklahoma City Thunder,113
402,Indiana Pacers,106,2013-12-22 23:00:00,Boston Celtics,79
403,Los Angeles Clippers,120,2013-12-23 02:30:00,Minnesota Timberwolves,116
404,Oklahoma City Thunder,98,2013-12-23 00:00:00,Toronto Raptors,104
405,Brooklyn Nets,86,2013-12-24 00:30:00,Indiana Pacers,103
406,Charlotte Bobcats,111,2013-12-24 00:00:00,Milwaukee Bucks,110
407,Cleveland Cavaliers,92,2013-12-24 00:00:00,Detroit Pistons,115
408,Denver Nuggets,81,2013-12-24 02:00:00,Golden State Warriors,89
409,Houston Rockets,104,2013-12-24 01:00:00,Dallas Mavericks,111
410,Memphis Grizzlies,104,2013-12-24 01:00:00,Utah Jazz,94
411,Miami Heat,121,2013-12-24 00:30:00,Atlanta Hawks,119
412,Orlando Magic,98,2013-12-24 00:00:00,New York Knicks,103
413,Phoenix Suns,117,2013-12-24 02:00:00,Los Angeles Lakers,90
414,Sacramento Kings,100,2013-12-24 03:00:00,New Orleans Pelicans,113
415,San Antonio Spurs,112,2013-12-24 01:30:00,Toronto Raptors,99
416,Brooklyn Nets,78,2013-12-25 05:00:00,Chicago Bulls,95
417,Golden State Warriors,105,2013-12-26 03:30:00,Los Angeles Clippers,103
418,Los Angeles Lakers,95,2013-12-25 22:00:00,Miami Heat,101
419,New York Knicks,94,2013-12-25 19:30:00,Oklahoma City Thunder,123
420,San Antonio Spurs,98,2013-12-26 01:00:00,Houston Rockets,111
421,Cleveland Cavaliers,125,2013-12-27 00:00:00,Atlanta Hawks,127
422,Dallas Mavericks,107,2013-12-27 01:30:00,San Antonio Spurs,116
423,Houston Rockets,100,2013-12-27 01:00:00,Memphis Grizzlies,92
424,Portland Trail Blazers,116,2013-12-27 03:30:00,Los Angeles Clippers,112
425,Brooklyn Nets,104,2013-12-28 00:30:00,Milwaukee Bucks,93
426,Charlotte Bobcats,85,2013-12-28 00:00:00,Oklahoma City Thunder,89
427,Golden State Warriors,115,2013-12-28 03:30:00,Phoenix Suns,86
428,Minnesota Timberwolves,120,2013-12-28 01:00:00,Washington Wizards,98
429,New Orleans Pelicans,105,2013-12-28 01:00:00,Denver Nuggets,89
430,New York Knicks,83,2013-12-28 00:30:00,Toronto Raptors,95
431,Orlando Magic,109,2013-12-28 00:00:00,Detroit Pistons,92
432,Sacramento Kings,108,2013-12-28 03:00:00,Miami Heat,103
433,Utah Jazz,105,2013-12-28 02:00:00,Los Angeles Lakers,103
434,Atlanta Hawks,118,2013-12-29 00:30:00,Charlotte Bobcats,116
435,Boston Celtics,103,2013-12-28 18:00:00,Cleveland Cavaliers,100
436,Chicago Bulls,83,2013-12-29 01:00:00,Dallas Mavericks,105
437,Houston Rockets,107,2013-12-29 01:00:00,New Orleans Pelicans,98
438,Indiana Pacers,105,2013-12-29 00:00:00,Brooklyn Nets,91
439,Los Angeles Clippers,98,2013-12-29 03:30:00,Utah Jazz,90
440,Memphis Grizzlies,120,2013-12-29 01:00:00,Denver Nuggets,99
441,Milwaukee Bucks,95,2013-12-29 01:30:00,Minnesota Timberwolves,117
442,Phoenix Suns,115,2013-12-29 02:00:00,Philadelphia 76ers,101
443,Portland Trail Blazers,107,2013-12-29 03:00:00,Miami Heat,108
444,Toronto Raptors,115,2013-12-29 00:00:00,New York Knicks,100
445,Washington Wizards,106,2013-12-29 00:00:00,Detroit Pistons,82
446,Cleveland Cavaliers,104,2013-12-29 23:00:00,Golden State Warriors,108
447,Los Angeles Lakers,104,2013-12-30 02:30:00,Philadelphia 76ers,111
448,Oklahoma City Thunder,117,2013-12-30 00:00:00,Houston Rockets,86
449,Orlando Magic,109,2013-12-29 23:00:00,Atlanta Hawks,102
450,San Antonio Spurs,112,2013-12-30 00:00:00,Sacramento Kings,104
451,Denver Nuggets,94,2013-12-31 02:00:00,Miami Heat,97
452,Detroit Pistons,99,2013-12-31 00:30:00,Washington Wizards,106
453,Los Angeles Clippers,88,2013-12-31 03:30:00,Phoenix Suns,107
454,Memphis Grizzlies,91,2013-12-31 01:00:00,Chicago Bulls,95
455,Minnesota Timberwolves,98,2013-12-31 01:00:00,Dallas Mavericks,100
456,New Orleans Pelicans,110,2013-12-31 01:00:00,Portland Trail Blazers,108
457,Utah Jazz,83,2013-12-31 02:00:00,Charlotte Bobcats,80
458,Boston Celtics,91,2013-12-31 18:00:00,Atlanta Hawks,92
459,Chicago Bulls,79,2014-01-01 01:00:00,Toronto Raptors,85
460,Houston Rockets,106,2014-01-01 00:00:00,Sacramento Kings,110
461,Indiana Pacers,91,2013-12-31 20:00:00,Cleveland Cavaliers,76
462,Los Angeles Lakers,79,2014-01-01 03:30:00,Milwaukee Bucks,94
463,Oklahoma City Thunder,94,2014-01-01 01:00:00,Portland Trail Blazers,98
464,Orlando Magic,81,2013-12-31 22:00:00,Golden State Warriors,94
465,San Antonio Spurs,113,2014-01-01 00:00:00,Brooklyn Nets,92
466,Denver Nuggets,102,2014-01-02 02:00:00,Philadelphia 76ers,114
467,Los Angeles Clippers,112,2014-01-02 02:30:00,Charlotte Bobcats,85
468,Minnesota Timberwolves,124,2014-01-02 01:00:00,New Orleans Pelicans,112
469,Toronto Raptors,95,2014-01-02 00:00:00,Indiana Pacers,82
470,Washington Wizards,78,2014-01-01 23:00:00,Dallas Mavericks,87
471,Chicago Bulls,94,2014-01-03 01:00:00,Boston Celtics,82
472,Cleveland Cavaliers,87,2014-01-03 00:00:00,Orlando Magic,81
473,Miami Heat,114,2014-01-03 00:30:00,Golden State Warriors,123
474,Oklahoma City Thunder,93,2014-01-03 01:00:00,Brooklyn Nets,95
475,Phoenix Suns,91,2014-01-03 02:00:00,Memphis Grizzlies,99
476,Portland Trail Blazers,134,2014-01-03 03:00:00,Charlotte Bobcats,104
477,Sacramento Kings,104,2014-01-03 03:00:00,Philadelphia 76ers,113
478,San Antonio Spurs,101,2014-01-03 01:30:00,New York Knicks,105
479,Utah Jazz,96,2014-01-03 02:00:00,Milwaukee Bucks,87
480,Atlanta Hawks,100,2014-01-04 00:30:00,Golden State Warriors,101
481,Boston Celtics,92,2014-01-04 00:30:00,New Orleans Pelicans,95
482,Dallas Mavericks,112,2014-01-04 01:30:00,Los Angeles Clippers,119
483,Denver Nuggets,111,2014-01-04 02:00:00,Memphis Grizzlies,108
484,Houston Rockets,102,2014-01-04 01:00:00,New York Knicks,100
485,Los Angeles Lakers,110,2014-01-04 03:30:00,Utah Jazz,99
486,Washington Wizards,88,2014-01-04 00:00:00,Toronto Raptors,101
487,Brooklyn Nets,89,2014-01-05 00:30:00,Cleveland Cavaliers,82
488,Chicago Bulls,91,2014-01-05 01:00:00,Atlanta Hawks,84
489,Indiana Pacers,99,2014-01-05 00:00:00,New Orleans Pelicans,82
490,Minnesota Timberwolves,111,2014-01-05 01:00:00,Oklahoma City Thunder,115
491,Orlando Magic,94,2014-01-05 00:00:00,Miami Heat,110
492,Phoenix Suns,116,2014-01-05 02:00:00,Milwaukee Bucks,100
493,Portland Trail Blazers,99,2014-01-05 03:00:00,Philadelphia 76ers,101
494,Sacramento Kings,103,2014-01-05 03:00:00,Charlotte Bobcats,113
495,San Antonio Spurs,116,2014-01-05 01:30:00,Los Angeles Clippers,92
496,Cleveland Cavaliers,78,2014-01-05 23:00:00,Indiana Pacers,82
497,Dallas Mavericks,80,2014-01-06 00:30:00,New York Knicks,92
498,Detroit Pistons,84,2014-01-05 18:00:00,Memphis Grizzlies,112
499,Los Angeles Lakers,115,2014-01-06 02:30:00,Denver Nuggets,137
500,Miami Heat,102,2014-01-05 23:00:00,Toronto Raptors,97
501,Oklahoma City Thunder,119,2014-01-06 00:00:00,Boston Celtics,96
502,Washington Wizards,96,2014-01-05 23:00:00,Golden State Warriors,112
503,Brooklyn Nets,91,2014-01-07 00:30:00,Atlanta Hawks,86
504,Los Angeles Clippers,101,2014-01-07 03:30:00,Orlando Magic,81
505,Philadelphia 76ers,95,2014-01-07 00:00:00,Minnesota Timberwolves,126
506,Charlotte Bobcats,83,2014-01-08 00:00:00,Washington Wizards,97
507,Chicago Bulls,92,2014-01-08 01:00:00,Phoenix Suns,87
508,Cleveland Cavaliers,111,2014-01-08 00:00:00,Philadelphia 76ers,93
509,Dallas Mavericks,110,2014-01-08 01:30:00,Los Angeles Lakers,97
510,Denver Nuggets,129,2014-01-08 02:00:00,Boston Celtics,98
511,Indiana Pacers,86,2014-01-08 00:00:00,Toronto Raptors,79
512,Memphis Grizzlies,108,2014-01-08 01:00:00,San Antonio Spurs,110
513,Miami Heat,107,2014-01-08 00:30:00,New Orleans Pelicans,88
514,Milwaukee Bucks,80,2014-01-08 01:00:00,Golden State Warriors,101
515,New York Knicks,89,2014-01-08 00:30:00,Detroit Pistons,85
516,Sacramento Kings,123,2014-01-08 03:00:00,Portland Trail Blazers,119
517,Utah Jazz,112,2014-01-08 02:00:00,Oklahoma City Thunder,101
518,Atlanta Hawks,97,2014-01-09 00:30:00,Indiana Pacers,87
519,Brooklyn Nets,102,2014-01-09 00:30:00,Golden State Warriors,98
520,Houston Rockets,113,2014-01-09 01:00:00,Los Angeles Lakers,99
521,Los Angeles Clippers,111,2014-01-09 03:30:00,Boston Celtics,105
522,Minnesota Timberwolves,103,2014-01-09 02:30:00,Phoenix Suns,104
523,New Orleans Pelicans,96,2014-01-09 01:00:00,Washington Wizards,102
524,Portland Trail Blazers,110,2014-01-09 03:00:00,Orlando Magic,94
525,San Antonio Spurs,112,2014-01-09 00:00:00,Dallas Mavericks,90
526,Toronto Raptors,112,2014-01-09 00:00:00,Detroit Pistons,91
527,Denver Nuggets,101,2014-01-10 03:30:00,Oklahoma City Thunder,88
528,New York Knicks,102,2014-01-10 01:00:00,Miami Heat,92
529,Atlanta Hawks,83,2014-01-11 00:30:00,Houston Rockets,80
530,Brooklyn Nets,104,2014-01-11 01:00:00,Miami Heat,95
531,Golden State Warriors,99,2014-01-11 03:30:00,Boston Celtics,97
532,Indiana Pacers,93,2014-01-11 00:00:00,Washington Wizards,66
533,Los Angeles Clippers,123,2014-01-11 03:30:00,Los Angeles Lakers,87
534,Memphis Grizzlies,104,2014-01-11 01:00:00,Phoenix Suns,99
535,Milwaukee Bucks,72,2014-01-11 01:30:00,Chicago Bulls,81
536,Minnesota Timberwolves,119,2014-01-11 01:00:00,Charlotte Bobcats,92
537,New Orleans Pelicans,90,2014-01-11 01:00:00,Dallas Mavericks,107
538,Philadelphia 76ers,104,2014-01-11 00:00:00,Detroit Pistons,114
539,Sacramento Kings,103,2014-01-11 03:00:00,Orlando Magic,83
540,Utah Jazz,102,2014-01-11 02:00:00,Cleveland Cavaliers,113
541,Chicago Bulls,103,2014-01-12 01:00:00,Charlotte Bobcats,97
542,Dallas Mavericks,110,2014-01-12 01:30:00,New Orleans Pelicans,107
543,Denver Nuggets,120,2014-01-12 02:00:00,Orlando Magic,94
544,Detroit Pistons,110,2014-01-12 00:30:00,Phoenix Suns,108
545,Oklahoma City Thunder,101,2014-01-12 01:00:00,Milwaukee Bucks,85
546,Philadelphia 76ers,92,2014-01-12 00:30:00,New York Knicks,102
547,Portland Trail Blazers,112,2014-01-12 03:00:00,Boston Celtics,104
548,Toronto Raptors,96,2014-01-12 00:00:00,Brooklyn Nets,80
549,Washington Wizards,107,2014-01-12 00:00:00,Houston Rockets,114
550,Memphis Grizzlies,108,2014-01-12 23:00:00,Atlanta Hawks,101
551,Sacramento Kings,124,2014-01-12 23:00:00,Cleveland Cavaliers,80
552,San Antonio Spurs,104,2014-01-13 00:00:00,Minnesota Timberwolves,86
553,Boston Celtics,92,2014-01-14 00:30:00,Houston Rockets,104
554,Chicago Bulls,88,2014-01-14 01:00:00,Washington Wizards,102
555,Dallas Mavericks,107,2014-01-14 01:30:00,Orlando Magic,88
556,New Orleans Pelicans,95,2014-01-14 01:00:00,San Antonio Spurs,101
557,New York Knicks,98,2014-01-14 00:30:00,Phoenix Suns,96
558,Toronto Raptors,116,2014-01-14 00:00:00,Milwaukee Bucks,94
559,Utah Jazz,118,2014-01-14 02:00:00,Denver Nuggets,103
560,Charlotte Bobcats,108,2014-01-15 00:00:00,New York Knicks,98
561,Indiana Pacers,116,2014-01-15 00:00:00,Sacramento Kings,92
562,Los Angeles Lakers,118,2014-01-15 03:30:00,Cleveland Cavaliers,120
563,Memphis Grizzlies,90,2014-01-15 01:00:00,Oklahoma City Thunder,87
564,Boston Celtics,88,2014-01-16 00:30:00,Toronto Raptors,83
565,Golden State Warriors,116,2014-01-16 03:30:00,Denver Nuggets,123
566,Los Angeles Clippers,129,2014-01-16 03:30:00,Dallas Mavericks,127
567,Milwaukee Bucks,77,2014-01-16 01:00:00,Memphis Grizzlies,82
568,Minnesota Timberwolves,108,2014-01-16 01:00:00,Sacramento Kings,111
569,New Orleans Pelicans,100,2014-01-16 01:00:00,Houston Rockets,103
570,Orlando Magic,125,2014-01-16 00:00:00,Chicago Bulls,128
571,Philadelphia 76ers,95,2014-01-16 00:00:00,Charlotte Bobcats,92
572,Phoenix Suns,121,2014-01-16 02:00:00,Los Angeles Lakers,114
573,Portland Trail Blazers,108,2014-01-16 03:00:00,Cleveland Cavaliers,96
574,San Antonio Spurs,109,2014-01-16 01:00:00,Utah Jazz,105
575,Washington Wizards,114,2014-01-16 00:00:00,Miami Heat,97
576,Atlanta Hawks,110,2014-01-16 20:00:00,Brooklyn Nets,127
577,Houston Rockets,92,2014-01-17 02:30:00,Oklahoma City Thunder,104
578,Indiana Pacers,117,2014-01-17 00:00:00,New York Knicks,89
579,Boston Celtics,104,2014-01-18 00:30:00,Los Angeles Lakers,107
580,Denver Nuggets,109,2014-01-18 02:00:00,Cleveland Cavaliers,117
581,Detroit Pistons,89,2014-01-18 00:30:00,Utah Jazz,110
582,Memphis Grizzlies,91,2014-01-18 01:00:00,Sacramento Kings,90
583,New York Knicks,95,2014-01-18 00:00:00,Los Angeles Clippers,109
584,Oklahoma City Thunder,127,2014-01-18 02:30:00,Golden State Warriors,121
585,Orlando Magic,101,2014-01-18 00:00:00,Charlotte Bobcats,111
586,Philadelphia 76ers,86,2014-01-18 00:00:00,Miami Heat,101
587,Phoenix Suns,107,2014-01-18 02:00:00,Dallas Mavericks,110
588,San Antonio Spurs,100,2014-01-18 01:30:00,Portland Trail Blazers,109
589,Toronto Raptors,94,2014-01-18 00:00:00,Minnesota Timberwolves,89
590,Washington Wizards,96,2014-01-18 00:00:00,Chicago Bulls,93
591,Charlotte Bobcats,96,2014-01-19 00:30:00,Miami Heat,104
592,Chicago Bulls,103,2014-01-19 01:00:00,Philadelphia 76ers,78
593,Dallas Mavericks,111,2014-01-19 01:30:00,Portland Trail Blazers,127
594,Houston Rockets,114,2014-01-19 01:00:00,Milwaukee Bucks,104
595,Indiana Pacers,106,2014-01-19 00:00:00,Los Angeles Clippers,92
596,Minnesota Timberwolves,98,2014-01-19 01:00:00,Utah Jazz,72
597,New Orleans Pelicans,87,2014-01-19 01:00:00,Golden State Warriors,97
598,Washington Wizards,98,2014-01-19 00:00:00,Detroit Pistons,104
599,Oklahoma City Thunder,108,2014-01-20 00:00:00,Sacramento Kings,93
600,Orlando Magic,93,2014-01-19 23:00:00,Boston Celtics,91
601,Phoenix Suns,117,2014-01-20 01:00:00,Denver Nuggets,103
602,San Antonio Spurs,110,2014-01-20 00:00:00,Milwaukee Bucks,82
603,Toronto Raptors,106,2014-01-19 18:00:00,Los Angeles Lakers,112
604,Atlanta Hawks,121,2014-01-20 22:30:00,Miami Heat,114
605,Charlotte Bobcats,100,2014-01-20 19:00:00,Toronto Raptors,95
606,Chicago Bulls,102,2014-01-21 01:00:00,Los Angeles Lakers,100
607,Cleveland Cavaliers,97,2014-01-20 18:00:00,Dallas Mavericks,102
608,Detroit Pistons,103,2014-01-20 18:00:00,Los Angeles Clippers,112
609,Golden State Warriors,94,2014-01-21 03:30:00,Indiana Pacers,102
610,Houston Rockets,126,2014-01-21 01:00:00,Portland Trail Blazers,113
611,Memphis Grizzlies,92,2014-01-20 22:00:00,New Orleans Pelicans,95
612,New York Knicks,80,2014-01-20 19:30:00,Brooklyn Nets,103
613,Washington Wizards,107,2014-01-20 19:00:00,Philadelphia 76ers,99
614,Brooklyn Nets,101,2014-01-22 00:30:00,Orlando Magic,90
615,Miami Heat,93,2014-01-22 00:30:00,Boston Celtics,86
616,New Orleans Pelicans,97,2014-01-22 01:00:00,Sacramento Kings,114
617,Oklahoma City Thunder,105,2014-01-22 01:00:00,Portland Trail Blazers,97
618,Utah Jazz,97,2014-01-22 02:00:00,Minnesota Timberwolves,112
619,Charlotte Bobcats,95,2014-01-23 00:00:00,Los Angeles Clippers,91
620,Cleveland Cavaliers,87,2014-01-23 00:00:00,Chicago Bulls,98
621,Houston Rockets,119,2014-01-23 01:00:00,Sacramento Kings,98
622,Milwaukee Bucks,104,2014-01-23 01:00:00,Detroit Pistons,101
623,New York Knicks,106,2014-01-23 00:30:00,Philadelphia 76ers,110
624,Orlando Magic,109,2014-01-23 00:00:00,Atlanta Hawks,112
625,Phoenix Suns,124,2014-01-23 03:30:00,Indiana Pacers,100
626,San Antonio Spurs,105,2014-01-23 01:00:00,Oklahoma City Thunder,111
627,Toronto Raptors,93,2014-01-23 00:00:00,Dallas Mavericks,85
628,Washington Wizards,111,2014-01-23 00:00:00,Boston Celtics,113
629,Miami Heat,109,2014-01-24 01:00:00,Los Angeles Lakers,102
630,Portland Trail Blazers,110,2014-01-24 03:30:00,Denver Nuggets,105
631,Atlanta Hawks,79,2014-01-25 00:30:00,San Antonio Spurs,105
632,Boston Celtics,83,2014-01-25 00:30:00,Oklahoma City Thunder,101
633,Brooklyn Nets,107,2014-01-25 00:30:00,Dallas Mavericks,106
634,Chicago Bulls,95,2014-01-25 01:00:00,Los Angeles Clippers,112
635,Cleveland Cavaliers,93,2014-01-25 00:30:00,Milwaukee Bucks,78
636,Detroit Pistons,101,2014-01-25 00:30:00,New Orleans Pelicans,103
637,Golden State Warriors,120,2014-01-25 03:30:00,Minnesota Timberwolves,121
638,Houston Rockets,87,2014-01-25 01:00:00,Memphis Grizzlies,88
639,New York Knicks,125,2014-01-25 00:30:00,Charlotte Bobcats,96
640,Orlando Magic,114,2014-01-25 00:00:00,Los Angeles Lakers,105
641,Philadelphia 76ers,95,2014-01-25 00:00:00,Toronto Raptors,104
642,Phoenix Suns,95,2014-01-25 02:00:00,Washington Wizards,101
643,Sacramento Kings,111,2014-01-25 03:00:00,Indiana Pacers,116
644,Charlotte Bobcats,87,2014-01-26 00:00:00,Chicago Bulls,89
645,Denver Nuggets,109,2014-01-26 02:00:00,Indiana Pacers,96
646,Memphis Grizzlies,99,2014-01-26 01:00:00,Houston Rockets,81
647,Milwaukee Bucks,87,2014-01-26 01:30:00,Atlanta Hawks,112
648,Philadelphia 76ers,91,2014-01-26 00:30:00,Oklahoma City Thunder,103
649,Portland Trail Blazers,115,2014-01-26 03:00:00,Minnesota Timberwolves,104
650,Toronto Raptors,118,2014-01-26 00:00:00,Los Angeles Clippers,126
651,Utah Jazz,104,2014-01-26 02:00:00,Washington Wizards,101
652,Boston Celtics,79,2014-01-26 23:30:00,Brooklyn Nets,85
653,Cleveland Cavaliers,90,2014-01-26 23:00:00,Phoenix Suns,99
654,Dallas Mavericks,116,2014-01-27 00:30:00,Detroit Pistons,106
655,Golden State Warriors,103,2014-01-27 02:00:00,Portland Trail Blazers,88
656,Miami Heat,113,2014-01-26 18:00:00,San Antonio Spurs,101
657,New Orleans Pelicans,100,2014-01-26 23:00:00,Orlando Magic,92
658,New York Knicks,110,2014-01-26 20:30:00,Los Angeles Lakers,103
659,Sacramento Kings,117,2014-01-27 02:00:00,Denver Nuggets,125
660,Brooklyn Nets,103,2014-01-28 00:30:00,Toronto Raptors,104
661,Chicago Bulls,86,2014-01-28 01:00:00,Minnesota Timberwolves,95
662,Milwaukee Bucks,86,2014-01-28 01:00:00,Los Angeles Clippers,114
663,Oklahoma City Thunder,111,2014-01-28 01:00:00,Atlanta Hawks,109
664,Philadelphia 76ers,113,2014-01-28 00:00:00,Phoenix Suns,124
665,Utah Jazz,106,2014-01-28 02:00:00,Sacramento Kings,99
666,Cleveland Cavaliers,89,2014-01-29 00:00:00,New Orleans Pelicans,100
667,Detroit Pistons,103,2014-01-29 00:30:00,Orlando Magic,87
668,Golden State Warriors,85,2014-01-29 03:30:00,Washington Wizards,88
669,Houston Rockets,97,2014-01-29 01:00:00,San Antonio Spurs,90
670,Los Angeles Lakers,92,2014-01-29 03:30:00,Indiana Pacers,104
671,New York Knicks,114,2014-01-29 00:30:00,Boston Celtics,88
672,Portland Trail Blazers,81,2014-01-29 03:00:00,Memphis Grizzlies,98
673,Boston Celtics,94,2014-01-30 00:30:00,Philadelphia 76ers,95
674,Dallas Mavericks,115,2014-01-30 01:30:00,Houston Rockets,117
675,Denver Nuggets,98,2014-01-30 02:00:00,Charlotte Bobcats,101
676,Los Angeles Clippers,110,2014-01-30 03:30:00,Washington Wizards,103
677,Miami Heat,95,2014-01-30 00:00:00,Oklahoma City Thunder,112
678,Milwaukee Bucks,117,2014-01-30 01:00:00,Phoenix Suns,126
679,Minnesota Timberwolves,88,2014-01-30 01:00:00,New Orleans Pelicans,77
680,Sacramento Kings,89,2014-01-30 03:00:00,Memphis Grizzlies,99
681,San Antonio Spurs,86,2014-01-30 02:30:00,Chicago Bulls,96
682,Toronto Raptors,98,2014-01-30 00:00:00,Orlando Magic,83
683,Golden State Warriors,111,2014-01-31 03:30:00,Los Angeles Clippers,92
684,Indiana Pacers,94,2014-01-31 00:00:00,Phoenix Suns,102
685,New York Knicks,117,2014-01-31 01:00:00,Cleveland Cavaliers,86
686,Brooklyn Nets,95,2014-02-01 01:00:00,Oklahoma City Thunder,120
687,Dallas Mavericks,107,2014-02-01 01:30:00,Sacramento Kings,103
688,Denver Nuggets,90,2014-02-01 02:00:00,Toronto Raptors,100
689,Los Angeles Lakers,100,2014-02-01 03:30:00,Charlotte Bobcats,110
690,Minnesota Timberwolves,90,2014-02-01 01:00:00,Memphis Grizzlies,94
691,Orlando Magic,113,2014-02-01 00:00:00,Milwaukee Bucks,102
692,Philadelphia 76ers,99,2014-02-01 00:30:00,Atlanta Hawks,125
693,Utah Jazz,90,2014-02-01 03:30:00,Golden State Warriors,95
694,Atlanta Hawks,120,2014-02-02 00:30:00,Minnesota Timberwolves,113
695,Detroit Pistons,113,2014-02-02 00:30:00,Philadelphia 76ers,96
696,Houston Rockets,106,2014-02-02 01:00:00,Cleveland Cavaliers,92
697,Indiana Pacers,97,2014-02-02 00:00:00,Brooklyn Nets,96
698,Los Angeles Clippers,102,2014-02-02 03:30:00,Utah Jazz,87
699,Memphis Grizzlies,99,2014-02-02 01:00:00,Milwaukee Bucks,90
700,New Orleans Pelicans,88,2014-02-02 01:00:00,Chicago Bulls,79
701,New York Knicks,91,2014-02-02 01:30:00,Miami Heat,106
702,Phoenix Suns,105,2014-02-02 02:00:00,Charlotte Bobcats,95
703,Portland Trail Blazers,106,2014-02-02 03:00:00,Toronto Raptors,103
704,San Antonio Spurs,95,2014-02-02 01:30:00,Sacramento Kings,93
705,Washington Wizards,96,2014-02-02 00:00:00,Oklahoma City Thunder,81
706,Boston Celtics,96,2014-02-02 18:00:00,Orlando Magic,89
707,Brooklyn Nets,108,2014-02-04 00:30:00,Philadelphia 76ers,102
708,Dallas Mavericks,124,2014-02-04 01:30:00,Cleveland Cavaliers,107
709,Denver Nuggets,116,2014-02-04 02:00:00,Los Angeles Clippers,115
710,Indiana Pacers,98,2014-02-04 00:00:00,Orlando Magic,79
711,Miami Heat,102,2014-02-04 00:30:00,Detroit Pistons,96
712,Milwaukee Bucks,101,2014-02-04 01:00:00,New York Knicks,98
713,New Orleans Pelicans,95,2014-02-04 01:00:00,San Antonio Spurs,102
714,Oklahoma City Thunder,86,2014-02-04 01:00:00,Memphis Grizzlies,77
715,Sacramento Kings,99,2014-02-04 03:00:00,Chicago Bulls,70
716,Utah Jazz,79,2014-02-04 02:00:00,Toronto Raptors,94
717,Washington Wizards,100,2014-02-04 00:00:00,Portland Trail Blazers,90
718,Atlanta Hawks,85,2014-02-05 00:30:00,Indiana Pacers,89
719,Golden State Warriors,75,2014-02-05 03:30:00,Charlotte Bobcats,91
720,Minnesota Timberwolves,109,2014-02-05 01:00:00,Los Angeles Lakers,99
721,Phoenix Suns,92,2014-02-05 02:00:00,Chicago Bulls,101
722,Cleveland Cavaliers,108,2014-02-06 00:00:00,Los Angeles Lakers,119
