,home_team_name,home_team_score,start_time,visiting_team_name,visiting_team_score
61,New Orleans Hornets,62,2012-11-08 00:00:00,Philadelphia 76ers,77
62,Sacramento Kings,105,2012-11-08 00:00:00,Detroit Pistons,103
63,Utah Jazz,95,2012-11-08 00:00:00,Los Angeles Lakers,86
64,Chicago Bulls,91,2012-11-09 00:00:00,Oklahoma City Thunder,97
65,Portland Trail Blazers,90,2012-11-09 00:30:00,Los Angeles Clippers,103
66,Atlanta Hawks,89,2012-11-10 00:30:00,Miami Heat,95
67,Boston Celtics,100,2012-11-10 00:30:00,Philadelphia 76ers,106
68,Denver Nuggets,104,2012-11-10 01:30:00,Utah Jazz,84
69,Los Angeles Lakers,101,2012-11-10 00:30:00,Golden State Warriors,77
70,Memphis Grizzlies,93,2012-11-10 00:00:00,Houston Rockets,85
71,Minnesota Timberwolves,96,2012-11-10 00:00:00,Indiana Pacers,94
72,New Orleans Hornets,107,2012-11-10 00:00:00,Charlotte Bobcats,99
73,New York Knicks,104,2012-11-10 00:30:00,Dallas Mavericks,94
74,Oklahoma City Thunder,105,2012-11-10 00:00:00,Detroit Pistons,94
75,Orlando Magic,68,2012-11-10 00:00:00,Brooklyn Nets,107
76,Phoenix Suns,107,2012-11-10 00:00:00,Cleveland Cavaliers,105
77,Sacramento Kings,86,2012-11-10 00:00:00,San Antonio Spurs,97
78,Washington Wizards,91,2012-11-10 00:00:00,Milwaukee Bucks,101
79,Charlotte Bobcats,101,2012-11-11 00:30:00,Dallas Mavericks,97
80,Chicago Bulls,87,2012-11-11 00:00:00,Minnesota Timberwolves,80
81,Golden State Warriors,101,2012-11-11 00:30:00,Denver Nuggets,107
82,Houston Rockets,96,2012-11-11 00:00:00,Detroit Pistons,82
83,Indiana Pacers,89,2012-11-11 00:00:00,Washington Wizards,85
84,Milwaukee Bucks,92,2012-11-11 00:30:00,Boston Celtics,96
85,Portland Trail Blazers,109,2012-11-11 00:00:00,San Antonio Spurs,112
86,Toronto Raptors,83,2012-11-11 00:00:00,Philadelphia 76ers,93
87,Utah Jazz,94,2012-11-11 00:00:00,Phoenix Suns,81
88,Brooklyn Nets,82,2012-11-11 20:00:00,Orlando Magic,74
89,Los Angeles Clippers,89,2012-11-11 17:30:00,Atlanta Hawks,76
90,Los Angeles Lakers,103,2012-11-11 23:30:00,Sacramento Kings,90
91,Memphis Grizzlies,104,2012-11-11 22:00:00,Miami Heat,86
92,Oklahoma City Thunder,106,2012-11-11 23:00:00,Cleveland Cavaliers,91
93,Chicago Bulls,95,2012-11-13 00:00:00,Boston Celtics,101
94,Dallas Mavericks,82,2012-11-13 00:30:00,Minnesota Timberwolves,90
95,Detroit Pistons,90,2012-11-13 00:30:00,Oklahoma City Thunder,92
96,Houston Rockets,110,2012-11-13 00:00:00,Miami Heat,113
97,Philadelphia 76ers,96,2012-11-13 00:00:00,Milwaukee Bucks,105
98,Phoenix Suns,110,2012-11-13 00:00:00,Denver Nuggets,100
99,Portland Trail Blazers,87,2012-11-13 00:00:00,Atlanta Hawks,95
100,Toronto Raptors,133,2012-11-13 00:00:00,Utah Jazz,140
101,Brooklyn Nets,114,2012-11-14 00:30:00,Cleveland Cavaliers,101
102,Charlotte Bobcats,92,2012-11-14 00:00:00,Washington Wizards,76
103,Indiana Pacers,72,2012-11-14 00:00:00,Toronto Raptors,74
104,Los Angeles Lakers,82,2012-11-14 00:30:00,San Antonio Spurs,84
105,Orlando Magic,89,2012-11-14 00:00:00,New York Knicks,99
106,Sacramento Kings,86,2012-11-14 00:00:00,Portland Trail Blazers,103
107,Boston Celtics,98,2012-11-15 00:30:00,Utah Jazz,93
108,Dallas Mavericks,107,2012-11-15 00:30:00,Washington Wizards,101
109,Golden State Warriors,92,2012-11-15 00:30:00,Atlanta Hawks,88
110,Houston Rockets,100,2012-11-15 00:00:00,New Orleans Hornets,96
111,Los Angeles Clippers,107,2012-11-15 00:30:00,Miami Heat,100
112,Milwaukee Bucks,99,2012-11-15 00:00:00,Indiana Pacers,85
113,Minnesota Timberwolves,87,2012-11-15 00:00:00,Charlotte Bobcats,89
114,Oklahoma City Thunder,97,2012-11-15 00:00:00,Memphis Grizzlies,107
115,Philadelphia 76ers,76,2012-11-15 00:00:00,Detroit Pistons,94
116,Phoenix Suns,106,2012-11-15 00:00:00,Chicago Bulls,112
117,Brooklyn Nets,102,2012-11-16 01:00:00,Boston Celtics,97
118,Denver Nuggets,93,2012-11-16 01:30:00,Miami Heat,98
119,San Antonio Spurs,100,2012-11-16 00:30:00,New York Knicks,104
120,Detroit Pistons,106,2012-11-17 00:30:00,Orlando Magic,110
121,Indiana Pacers,103,2012-11-17 00:00:00,Dallas Mavericks,83
122,Los Angeles Lakers,114,2012-11-17 00:30:00,Phoenix Suns,102
123,Memphis Grizzlies,105,2012-11-17 01:30:00,New York Knicks,95
124,Minnesota Timberwolves,98,2012-11-17 00:00:00,Golden State Warriors,106
125,New Orleans Hornets,95,2012-11-17 00:00:00,Oklahoma City Thunder,110
126,Philadelphia 76ers,99,2012-11-17 00:00:00,Utah Jazz,93
127,Portland Trail Blazers,119,2012-11-17 00:00:00,Houston Rockets,117
128,Sacramento Kings,96,2012-11-17 00:00:00,Atlanta Hawks,112
129,Boston Celtics,107,2012-11-17 17:30:00,Toronto Raptors,89
130,Charlotte Bobcats,87,2012-11-18 00:30:00,Memphis Grizzlies,94
131,Cleveland Cavaliers,95,2012-11-18 00:30:00,Dallas Mavericks,103
132,Los Angeles Clippers,101,2012-11-17 23:00:00,Chicago Bulls,80
133,Milwaukee Bucks,117,2012-11-18 00:30:00,New Orleans Hornets,113
134,Phoenix Suns,88,2012-11-18 00:00:00,Miami Heat,97
135,San Antonio Spurs,126,2012-11-18 00:30:00,Denver Nuggets,100
136,Washington Wizards,76,2012-11-18 00:00:00,Utah Jazz,83
137,Detroit Pistons,103,2012-11-19 00:30:00,Boston Celtics,83
138,Los Angeles Lakers,119,2012-11-18 23:30:00,Houston Rockets,108
139,New York Knicks,88,2012-11-18 17:00:00,Indiana Pacers,76
140,Oklahoma City Thunder,119,2012-11-18 23:00:00,Golden State Warriors,109
141,Philadelphia 76ers,86,2012-11-18 23:00:00,Cleveland Cavaliers,79
142,Portland Trail Blazers,102,2012-11-18 23:00:00,Chicago Bulls,94
143,Sacramento Kings,90,2012-11-18 20:00:00,Brooklyn Nets,99
144,Toronto Raptors,97,2012-11-18 18:00:00,Orlando Magic,86
145,Atlanta Hawks,81,2012-11-20 00:30:00,Orlando Magic,72
146,Charlotte Bobcats,102,2012-11-20 00:00:00,Milwaukee Bucks,98
147,Dallas Mavericks,101,2012-11-20 00:30:00,Golden State Warriors,105
148,Memphis Grizzlies,92,2012-11-20 00:00:00,Denver Nuggets,97
149,San Antonio Spurs,87,2012-11-20 00:30:00,Los Angeles Clippers,92
150,Utah Jazz,102,2012-11-20 00:00:00,Houston Rockets,91
151,Washington Wizards,89,2012-11-20 00:00:00,Indiana Pacers,96
152,Los Angeles Lakers,95,2012-11-21 00:30:00,Brooklyn Nets,90
153,New Orleans Hornets,80,2012-11-21 00:00:00,New York Knicks,102
154,Philadelphia 76ers,106,2012-11-21 00:00:00,Toronto Raptors,98
155,Atlanta Hawks,101,2012-11-22 00:30:00,Washington Wizards,100
156,Boston Celtics,100,2012-11-22 00:30:00,San Antonio Spurs,112
157,Charlotte Bobcats,98,2012-11-22 00:00:00,Toronto Raptors,97
158,Cleveland Cavaliers,92,2012-11-22 00:00:00,Philadelphia 76ers,83
159,Dallas Mavericks,114,2012-11-22 00:30:00,New York Knicks,111
160,Golden State Warriors,102,2012-11-22 00:30:00,Brooklyn Nets,93
161,Houston Rockets,93,2012-11-22 00:00:00,Chicago Bulls,89
162,Indiana Pacers,115,2012-11-22 00:00:00,New Orleans Hornets,107
163,Miami Heat,113,2012-11-22 00:30:00,Milwaukee Bucks,106
164,Minnesota Timberwolves,94,2012-11-22 00:00:00,Denver Nuggets,101
165,Oklahoma City Thunder,117,2012-11-21 23:30:00,Los Angeles Clippers,111
166,Orlando Magic,90,2012-11-22 00:00:00,Detroit Pistons,74
167,Phoenix Suns,114,2012-11-22 00:00:00,Portland Trail Blazers,87
168,Sacramento Kings,113,2012-11-22 00:00:00,Los Angeles Lakers,97
169,Boston Celtics,108,2012-11-24 00:30:00,Oklahoma City Thunder,100
170,Brooklyn Nets,86,2012-11-24 00:30:00,Los Angeles Clippers,76
171,Charlotte Bobcats,91,2012-11-24 00:00:00,Atlanta Hawks,101
172,Denver Nuggets,102,2012-11-24 00:00:00,Golden State Warriors,91
173,Detroit Pistons,91,2012-11-24 00:30:00,Toronto Raptors,90
174,Houston Rockets,131,2012-11-24 00:00:00,New York Knicks,103
175,Indiana Pacers,97,2012-11-24 01:00:00,San Antonio Spurs,104
176,Memphis Grizzlies,106,2012-11-24 00:00:00,Los Angeles Lakers,98
177,Orlando Magic,108,2012-11-24 00:00:00,Cleveland Cavaliers,104
178,Phoenix Suns,111,2012-11-24 00:00:00,New Orleans Hornets,108
179,Portland Trail Blazers,103,2012-11-24 00:00:00,Minnesota Timberwolves,95
180,Utah Jazz,104,2012-11-24 00:00:00,Sacramento Kings,102
181,Atlanta Hawks,104,2012-11-25 00:00:00,Los Angeles Clippers,93
182,Dallas Mavericks,89,2012-11-25 00:30:00,Los Angeles Lakers,115
183,Golden State Warriors,96,2012-11-25 00:30:00,Minnesota Timberwolves,85
184,Miami Heat,110,2012-11-25 00:30:00,Cleveland Cavaliers,108
185,Milwaukee Bucks,86,2012-11-25 01:00:00,Chicago Bulls,93
186,Philadelphia 76ers,109,2012-11-25 00:00:00,Oklahoma City Thunder,116
187,Sacramento Kings,108,2012-11-25 00:00:00,Utah Jazz,97
188,Washington Wizards,106,2012-11-25 00:00:00,Charlotte Bobcats,108
189,Brooklyn Nets,98,2012-11-25 20:00:00,Portland Trail Blazers,85
190,Denver Nuggets,102,2012-11-25 23:00:00,New Orleans Hornets,84
191,New York Knicks,121,2012-11-25 18:00:00,Detroit Pistons,100
192,Orlando Magic,110,2012-11-25 23:00:00,Boston Celtics,116
193,Philadelphia 76ers,104,2012-11-25 23:00:00,Phoenix Suns,101
194,Toronto Raptors,106,2012-11-25 18:00:00,San Antonio Spurs,111
195,Brooklyn Nets,96,2012-11-27 00:00:00,New York Knicks,89
196,Chicago Bulls,92,2012-11-27 00:00:00,Milwaukee Bucks,93
197,Detroit Pistons,108,2012-11-27 00:30:00,Portland Trail Blazers,101
198,Los Angeles Clippers,98,2012-11-27 00:30:00,New Orleans Hornets,105
199,Memphis Grizzlies,84,2012-11-27 00:00:00,Cleveland Cavaliers,78
200,Oklahoma City Thunder,114,2012-11-27 00:00:00,Charlotte Bobcats,69
201,Utah Jazz,105,2012-11-27 00:00:00,Denver Nuggets,103
202,Washington Wizards,92,2012-11-27 00:00:00,San Antonio Spurs,118
203,Cleveland Cavaliers,78,2012-11-28 00:00:00,Phoenix Suns,91
204,Houston Rockets,117,2012-11-28 00:00:00,Toronto Raptors,101
205,Los Angeles Lakers,77,2012-11-28 00:30:00,Indiana Pacers,79
206,Philadelphia 76ers,100,2012-11-28 00:00:00,Dallas Mavericks,98
207,Sacramento Kings,89,2012-11-28 00:00:00,Minnesota Timberwolves,97
208,Atlanta Hawks,94,2012-11-29 00:30:00,Charlotte Bobcats,91
209,Boston Celtics,83,2012-11-29 00:30:00,Brooklyn Nets,95
210,Chicago Bulls,101,2012-11-29 00:00:00,Dallas Mavericks,78
211,Detroit Pistons,117,2012-11-29 00:30:00,Phoenix Suns,77
212,Los Angeles Clippers,101,2012-11-29 00:30:00,Minnesota Timberwolves,95
213,Memphis Grizzlies,103,2012-11-29 00:00:00,Toronto Raptors,82
214,Milwaukee Bucks,88,2012-11-29 00:00:00,New York Knicks,102
215,New Orleans Hornets,84,2012-11-29 00:00:00,Utah Jazz,96
216,Oklahoma City Thunder,120,2012-11-29 00:00:00,Houston Rockets,98
217,Orlando Magic,89,2012-11-29 00:00:00,San Antonio Spurs,110
218,Washington Wizards,84,2012-11-29 00:00:00,Portland Trail Blazers,82
219,Golden State Warriors,106,2012-11-30 00:30:00,Denver Nuggets,105
220,Miami Heat,105,2012-11-30 01:00:00,San Antonio Spurs,100
221,Atlanta Hawks,111,2012-12-01 00:30:00,Cleveland Cavaliers,113
222,Boston Celtics,96,2012-12-01 00:30:00,Portland Trail Blazers,78
223,Charlotte Bobcats,98,2012-12-01 00:00:00,Philadelphia 76ers,104
224,Los Angeles Lakers,122,2012-12-01 00:30:00,Denver Nuggets,103
225,Memphis Grizzlies,90,2012-12-01 00:00:00,Detroit Pistons,78
226,Minnesota Timberwolves,95,2012-12-01 00:00:00,Milwaukee Bucks,85
227,New York Knicks,108,2012-12-01 00:30:00,Washington Wizards,87
228,Oklahoma City Thunder,106,2012-12-01 00:00:00,Utah Jazz,94
229,Orlando Magic,86,2012-12-01 00:00:00,Brooklyn Nets,98
230,Sacramento Kings,92,2012-12-01 00:00:00,Indiana Pacers,97
231,Toronto Raptors,101,2012-12-01 00:00:00,Phoenix Suns,97
232,Chicago Bulls,93,2012-12-02 00:00:00,Philadelphia 76ers,88
233,Cleveland Cavaliers,117,2012-12-02 00:30:00,Portland Trail Blazers,118
234,Dallas Mavericks,92,2012-12-02 01:00:00,Detroit Pistons,77
235,Golden State Warriors,103,2012-12-02 00:30:00,Indiana Pacers,92
236,Houston Rockets,124,2012-12-02 00:00:00,Utah Jazz,116
237,Los Angeles Clippers,116,2012-12-02 00:30:00,Sacramento Kings,81
238,Miami Heat,102,2012-12-02 00:30:00,Brooklyn Nets,89
239,Milwaukee Bucks,91,2012-12-02 00:30:00,Boston Celtics,88
240,New Orleans Hornets,79,2012-12-02 00:00:00,Oklahoma City Thunder,100
241,San Antonio Spurs,99,2012-12-02 00:30:00,Memphis Grizzlies,95
242,Los Angeles Lakers,103,2012-12-02 23:30:00,Orlando Magic,113
243,New York Knicks,106,2012-12-02 17:00:00,Phoenix Suns,99
244,Charlotte Bobcats,112,2012-12-04 00:00:00,Portland Trail Blazers,118
245,Denver Nuggets,113,2012-12-04 00:00:00,Toronto Raptors,110
246,Detroit Pistons,89,2012-12-04 00:30:00,Cleveland Cavaliers,79
247,Golden State Warriors,94,2012-12-04 00:30:00,Orlando Magic,102
248,New Orleans Hornets,102,2012-12-04 00:00:00,Milwaukee Bucks,81
249,Utah Jazz,104,2012-12-04 00:00:00,Los Angeles Clippers,105
250,Brooklyn Nets,111,2012-12-05 00:30:00,Oklahoma City Thunder,117
251,Chicago Bulls,76,2012-12-05 00:00:00,Indiana Pacers,80
252,Houston Rockets,107,2012-12-05 00:00:00,Los Angeles Lakers,105
253,Memphis Grizzlies,108,2012-12-05 00:00:00,Phoenix Suns,98
254,Philadelphia 76ers,88,2012-12-05 00:00:00,Minnesota Timberwolves,105
255,Washington Wizards,105,2012-12-05 00:00:00,Miami Heat,101
256,Atlanta Hawks,108,2012-12-06 01:00:00,Denver Nuggets,104
257,Boston Celtics,104,2012-12-06 00:30:00,Minnesota Timberwolves,94
258,Charlotte Bobcats,98,2012-12-06 00:00:00,New York Knicks,100
259,Cleveland Cavaliers,85,2012-12-06 01:00:00,Chicago Bulls,95
260,Detroit Pistons,97,2012-12-06 00:30:00,Golden State Warriors,104
261,Indiana Pacers,99,2012-12-06 00:00:00,Portland Trail Blazers,92
262,Los Angeles Clippers,112,2012-12-06 00:30:00,Dallas Mavericks,90
263,New Orleans Hornets,87,2012-12-06 00:00:00,Los Angeles Lakers,103
264,Sacramento Kings,107,2012-12-06 00:00:00,Toronto Raptors,100
265,San Antonio Spurs,110,2012-12-06 00:30:00,Milwaukee Bucks,99
266,Utah Jazz,87,2012-12-06 00:00:00,Orlando Magic,81
267,Miami Heat,92,2012-12-07 01:00:00,New York Knicks,112
268,Phoenix Suns,94,2012-12-07 01:30:00,Dallas Mavericks,97
269,Atlanta Hawks,104,2012-12-08 00:30:00,Washington Wizards,95
270,Brooklyn Nets,102,2012-12-08 00:30:00,Golden State Warriors,109
271,Detroit Pistons,104,2012-12-08 00:30:00,Chicago Bulls,108
272,Indiana Pacers,89,2012-12-08 00:00:00,Denver Nuggets,92
273,Milwaukee Bucks,108,2012-12-08 00:30:00,Charlotte Bobcats,93
274,Minnesota Timberwolves,91,2012-12-08 00:00:00,Cleveland Cavaliers,73
275,New Orleans Hornets,89,2012-12-08 00:00:00,Memphis Grizzlies,96
276,Oklahoma City Thunder,114,2012-12-08 01:30:00,Los Angeles Lakers,108
277,Philadelphia 76ers,95,2012-12-08 00:00:00,Boston Celtics,94
278,Sacramento Kings,91,2012-12-08 00:00:00,Orlando Magic,82
279,San Antonio Spurs,114,2012-12-08 00:30:00,Houston Rockets,92
280,Utah Jazz,131,2012-12-08 00:00:00,Toronto Raptors,99
281,Boston Celtics,92,2012-12-09 00:30:00,Philadelphia 76ers,79
282,Charlotte Bobcats,102,2012-12-09 00:00:00,San Antonio Spurs,132
283,Chicago Bulls,93,2012-12-09 00:00:00,New York Knicks,85
284,Cleveland Cavaliers,97,2012-12-09 00:30:00,Detroit Pistons,104
285,Houston Rockets,109,2012-12-09 00:00:00,Dallas Mavericks,116
286,Los Angeles Clippers,117,2012-12-08 17:30:00,Phoenix Suns,99
287,Memphis Grizzlies,83,2012-12-09 00:00:00,Atlanta Hawks,93
288,Miami Heat,106,2012-12-09 00:30:00,New Orleans Hornets,90
289,Portland Trail Blazers,80,2012-12-09 00:00:00,Sacramento Kings,99
290,Washington Wizards,97,2012-12-09 00:00:00,Golden State Warriors,101
291,Brooklyn Nets,88,2012-12-09 23:00:00,Milwaukee Bucks,97
292,Los Angeles Clippers,102,2012-12-09 17:30:00,Toronto Raptors,83
293,Los Angeles Lakers,110,2012-12-09 23:30:00,Utah Jazz,117
294,New York Knicks,112,2012-12-10 00:30:00,Denver Nuggets,106
295,Oklahoma City Thunder,104,2012-12-09 23:00:00,Indiana Pacers,93
296,Phoenix Suns,90,2012-12-09 23:00:00,Orlando Magic,98
297,Charlotte Bobcats,96,2012-12-11 00:00:00,Golden State Warriors,104
298,Dallas Mavericks,119,2012-12-11 00:30:00,Sacramento Kings,96
299,Houston Rockets,126,2012-12-11 00:00:00,San Antonio Spurs,134
300,Miami Heat,101,2012-12-11 00:30:00,Atlanta Hawks,92
301,Philadelphia 76ers,104,2012-12-11 00:00:00,Detroit Pistons,97
302,Portland Trail Blazers,92,2012-12-11 00:00:00,Toronto Raptors,74
303,Brooklyn Nets,97,2012-12-12 00:00:00,New York Knicks,100
304,Chicago Bulls,89,2012-12-12 01:30:00,Los Angeles Clippers,94
305,Cleveland Cavaliers,100,2012-12-12 00:00:00,Los Angeles Lakers,94
306,Detroit Pistons,94,2012-12-12 00:30:00,Denver Nuggets,101
307,New Orleans Hornets,70,2012-12-12 00:00:00,Washington Wizards,77
308,Boston Celtics,117,2012-12-13 01:00:00,Dallas Mavericks,115
309,Charlotte Bobcats,94,2012-12-13 00:30:00,Los Angeles Clippers,100
310,Houston Rockets,99,2012-12-13 00:00:00,Washington Wizards,93
311,Indiana Pacers,96,2012-12-13 00:00:00,Cleveland Cavaliers,81
312,Miami Heat,95,2012-12-13 00:30:00,Golden State Warriors,97
313,Milwaukee Bucks,98,2012-12-13 00:00:00,Sacramento Kings,85
314,Minnesota Timberwolves,108,2012-12-13 00:00:00,Denver Nuggets,105
315,Oklahoma City Thunder,92,2012-12-13 00:00:00,New Orleans Hornets,88
316,Orlando Magic,80,2012-12-13 00:00:00,Atlanta Hawks,86
317,Philadelphia 76ers,89,2012-12-13 00:30:00,Chicago Bulls,96
318,Phoenix Suns,82,2012-12-13 00:00:00,Memphis Grizzlies,80
319,Toronto Raptors,88,2012-12-13 00:00:00,Brooklyn Nets,94
320,Utah Jazz,99,2012-12-13 01:30:00,San Antonio Spurs,96
321,Atlanta Hawks,113,2012-12-14 00:30:00,Charlotte Bobcats,90
322,New York Knicks,116,2012-12-14 01:00:00,Los Angeles Lakers,107
323,Portland Trail Blazers,98,2012-12-14 00:30:00,San Antonio Spurs,90
324,Brooklyn Nets,107,2012-12-15 00:30:00,Detroit Pistons,105
325,Cleveland Cavaliers,86,2012-12-15 00:30:00,Milwaukee Bucks,90
326,Denver Nuggets,99,2012-12-15 01:30:00,Memphis Grizzlies,94
327,Houston Rockets,101,2012-12-15 00:00:00,Boston Celtics,89
328,Indiana Pacers,95,2012-12-15 00:00:00,Philadelphia 76ers,85
329,New Orleans Hornets,102,2012-12-15 00:00:00,Minnesota Timberwolves,113
330,Oklahoma City Thunder,113,2012-12-15 00:00:00,Sacramento Kings,103
331,Orlando Magic,99,2012-12-15 00:00:00,Golden State Warriors,85
332,Phoenix Suns,99,2012-12-15 00:00:00,Utah Jazz,84
333,Toronto Raptors,95,2012-12-15 00:00:00,Dallas Mavericks,74
334,Washington Wizards,96,2012-12-15 00:00:00,Los Angeles Lakers,102
335,Atlanta Hawks,93,2012-12-16 00:00:00,Golden State Warriors,115
336,Charlotte Bobcats,98,2012-12-16 00:30:00,Orlando Magic,107
337,Chicago Bulls,83,2012-12-16 00:00:00,Brooklyn Nets,82
338,Detroit Pistons,77,2012-12-16 00:30:00,Indiana Pacers,88
339,Miami Heat,102,2012-12-16 00:30:00,Washington Wizards,72
340,Milwaukee Bucks,85,2012-12-16 00:30:00,Los Angeles Clippers,111
341,Minnesota Timberwolves,114,2012-12-16 00:00:00,Dallas Mavericks,106
342,New York Knicks,103,2012-12-16 00:30:00,Cleveland Cavaliers,102
343,San Antonio Spurs,103,2012-12-16 00:30:00,Boston Celtics,88
344,Utah Jazz,86,2012-12-16 00:00:00,Memphis Grizzlies,99
345,Philadelphia 76ers,98,2012-12-16 23:00:00,Los Angeles Lakers,111
346,Portland Trail Blazers,95,2012-12-16 23:00:00,New Orleans Hornets,94
347,Sacramento Kings,97,2012-12-16 20:00:00,Denver Nuggets,122
348,Toronto Raptors,103,2012-12-16 18:00:00,Houston Rockets,96
349,Detroit Pistons,76,2012-12-18 00:30:00,Los Angeles Clippers,88
350,Memphis Grizzlies,80,2012-12-18 00:00:00,Chicago Bulls,71
351,New York Knicks,96,2012-12-18 00:30:00,Houston Rockets,109
352,Oklahoma City Thunder,107,2012-12-18 00:00:00,San Antonio Spurs,93
353,Orlando Magic,102,2012-12-18 00:00:00,Minnesota Timberwolves,93
354,Phoenix Suns,101,2012-12-18 00:00:00,Sacramento Kings,90
355,Brooklyn Nets,90,2012-12-19 00:30:00,Utah Jazz,92
356,Chicago Bulls,100,2012-12-19 00:00:00,Boston Celtics,89
357,Cleveland Cavaliers,99,2012-12-19 00:00:00,Toronto Raptors,113
358,Dallas Mavericks,107,2012-12-19 00:30:00,Philadelphia 76ers,100
359,Denver Nuggets,112,2012-12-19 00:00:00,San Antonio Spurs,106
360,Golden State Warriors,103,2012-12-19 00:30:00,New Orleans Hornets,96
361,Los Angeles Lakers,101,2012-12-19 00:30:00,Charlotte Bobcats,100
362,Miami Heat,103,2012-12-19 00:30:00,Minnesota Timberwolves,92
363,Milwaukee Bucks,98,2012-12-19 00:00:00,Indiana Pacers,93
