,home_team_name,home_team_score,start_time,visiting_team_name,visiting_team_score
364,Washington Wizards,95,2012-12-19 00:00:00,Atlanta Hawks,100
365,Atlanta Hawks,92,2012-12-20 00:30:00,Oklahoma City Thunder,100
366,Boston Celtics,103,2012-12-20 00:30:00,Cleveland Cavaliers,91
367,Houston Rockets,125,2012-12-20 00:00:00,Philadelphia 76ers,103
368,Indiana Pacers,104,2012-12-20 00:00:00,Utah Jazz,84
369,Los Angeles Clippers,93,2012-12-20 00:30:00,New Orleans Hornets,77
370,Memphis Grizzlies,90,2012-12-20 01:30:00,Milwaukee Bucks,80
371,New York Knicks,100,2012-12-20 00:00:00,Brooklyn Nets,86
372,Orlando Magic,90,2012-12-20 00:00:00,Washington Wizards,83
373,Phoenix Suns,121,2012-12-20 00:00:00,Charlotte Bobcats,104
374,Sacramento Kings,131,2012-12-20 00:00:00,Golden State Warriors,127
375,Toronto Raptors,97,2012-12-20 00:00:00,Detroit Pistons,91
376,Dallas Mavericks,95,2012-12-21 01:30:00,Miami Heat,110
377,Minnesota Timberwolves,99,2012-12-20 23:00:00,Oklahoma City Thunder,93
378,Portland Trail Blazers,101,2012-12-21 00:00:00,Denver Nuggets,93
379,Boston Celtics,94,2012-12-22 00:30:00,Milwaukee Bucks,99
380,Cleveland Cavaliers,89,2012-12-22 00:30:00,Indiana Pacers,99
381,Detroit Pistons,100,2012-12-22 00:30:00,Washington Wizards,68
382,Golden State Warriors,115,2012-12-22 00:30:00,Charlotte Bobcats,100
383,Los Angeles Clippers,97,2012-12-22 00:30:00,Sacramento Kings,85
384,Memphis Grizzlies,92,2012-12-22 00:00:00,Dallas Mavericks,82
385,New York Knicks,106,2012-12-22 00:30:00,Chicago Bulls,110
386,Philadelphia 76ers,99,2012-12-22 00:00:00,Atlanta Hawks,80
387,San Antonio Spurs,99,2012-12-22 00:30:00,New Orleans Hornets,94
388,Toronto Raptors,93,2012-12-22 00:00:00,Orlando Magic,90
389,Atlanta Hawks,92,2012-12-23 00:00:00,Chicago Bulls,75
390,Denver Nuggets,110,2012-12-23 00:00:00,Charlotte Bobcats,88
391,Golden State Warriors,115,2012-12-23 00:30:00,Los Angeles Lakers,118
392,Houston Rockets,121,2012-12-23 00:00:00,Memphis Grizzlies,96
393,Miami Heat,105,2012-12-23 00:30:00,Utah Jazz,89
394,Milwaukee Bucks,82,2012-12-23 00:30:00,Cleveland Cavaliers,94
395,New Orleans Hornets,75,2012-12-23 00:00:00,Indiana Pacers,81
396,Portland Trail Blazers,96,2012-12-23 00:00:00,Phoenix Suns,93
397,Washington Wizards,87,2012-12-23 00:00:00,Detroit Pistons,96
398,Brooklyn Nets,95,2012-12-23 20:00:00,Philadelphia 76ers,92
399,New York Knicks,94,2012-12-23 22:00:00,Minnesota Timberwolves,91
400,Orlando Magic,93,2012-12-23 23:00:00,Utah Jazz,97
401,Phoenix Suns,77,2012-12-23 23:00:00,Los Angeles Clippers,103
402,Sacramento Kings,108,2012-12-23 23:00:00,Portland Trail Blazers,96
403,San Antonio Spurs,129,2012-12-23 23:00:00,Dallas Mavericks,91
404,Brooklyn Nets,76,2012-12-25 17:00:00,Boston Celtics,93
405,Chicago Bulls,97,2012-12-26 00:00:00,Houston Rockets,120
406,Los Angeles Clippers,112,2012-12-26 00:30:00,Denver Nuggets,100
407,Los Angeles Lakers,100,2012-12-25 17:00:00,New York Knicks,94
408,Miami Heat,103,2012-12-25 22:30:00,Oklahoma City Thunder,97
409,Atlanta Hawks,126,2012-12-27 00:30:00,Detroit Pistons,119
410,Charlotte Bobcats,92,2012-12-27 00:00:00,Miami Heat,105
411,Denver Nuggets,126,2012-12-27 00:00:00,Los Angeles Lakers,114
412,Memphis Grizzlies,89,2012-12-27 00:00:00,Philadelphia 76ers,99
413,Milwaukee Bucks,108,2012-12-27 00:00:00,Brooklyn Nets,93
414,Minnesota Timberwolves,84,2012-12-27 00:00:00,Houston Rockets,87
415,Orlando Magic,94,2012-12-27 00:00:00,New Orleans Hornets,97
416,Phoenix Suns,97,2012-12-27 00:00:00,New York Knicks,99
417,Portland Trail Blazers,109,2012-12-27 00:00:00,Sacramento Kings,91
418,San Antonio Spurs,100,2012-12-27 00:30:00,Toronto Raptors,80
419,Utah Jazz,83,2012-12-27 00:00:00,Golden State Warriors,94
420,Washington Wizards,84,2012-12-27 00:00:00,Cleveland Cavaliers,87
421,Los Angeles Clippers,106,2012-12-28 00:30:00,Boston Celtics,77
422,Oklahoma City Thunder,111,2012-12-28 00:00:00,Dallas Mavericks,105
423,Brooklyn Nets,97,2012-12-29 00:30:00,Charlotte Bobcats,81
424,Cleveland Cavaliers,94,2012-12-29 00:30:00,Atlanta Hawks,102
425,Dallas Mavericks,85,2012-12-29 00:30:00,Denver Nuggets,106
426,Detroit Pistons,109,2012-12-29 00:30:00,Miami Heat,99
427,Golden State Warriors,96,2012-12-29 00:30:00,Philadelphia 76ers,89
428,Indiana Pacers,97,2012-12-29 00:00:00,Phoenix Suns,91
429,Los Angeles Lakers,104,2012-12-29 00:30:00,Portland Trail Blazers,87
430,New Orleans Hornets,97,2012-12-29 00:00:00,Toronto Raptors,104
431,Sacramento Kings,106,2012-12-29 00:00:00,New York Knicks,105
432,San Antonio Spurs,122,2012-12-29 00:30:00,Houston Rockets,116
433,Utah Jazz,114,2012-12-29 00:00:00,Los Angeles Clippers,116
434,Washington Wizards,105,2012-12-29 00:00:00,Orlando Magic,97
435,Atlanta Hawks,109,2012-12-30 00:00:00,Indiana Pacers,100
436,Brooklyn Nets,103,2012-12-30 00:30:00,Cleveland Cavaliers,100
437,Charlotte Bobcats,95,2012-12-30 00:00:00,New Orleans Hornets,98
438,Chicago Bulls,87,2012-12-30 00:00:00,Washington Wizards,77
439,Golden State Warriors,101,2012-12-30 00:30:00,Boston Celtics,83
440,Houston Rockets,94,2012-12-30 00:00:00,Oklahoma City Thunder,124
441,Memphis Grizzlies,81,2012-12-30 00:00:00,Denver Nuggets,72
442,Milwaukee Bucks,104,2012-12-30 00:30:00,Miami Heat,85
443,Minnesota Timberwolves,111,2012-12-30 00:00:00,Phoenix Suns,107
444,Orlando Magic,88,2012-12-30 00:00:00,Toronto Raptors,123
445,Portland Trail Blazers,89,2012-12-30 00:00:00,Philadelphia 76ers,85
446,Dallas Mavericks,86,2012-12-30 23:30:00,San Antonio Spurs,111
447,Detroit Pistons,96,2012-12-31 00:30:00,Milwaukee Bucks,94
448,Los Angeles Clippers,107,2012-12-30 23:30:00,Utah Jazz,96
449,Sacramento Kings,118,2012-12-30 23:00:00,Boston Celtics,96
450,Chicago Bulls,81,2012-12-31 19:00:00,Charlotte Bobcats,91
451,Houston Rockets,123,2012-12-31 23:00:00,Atlanta Hawks,104
452,Indiana Pacers,88,2012-12-31 20:00:00,Memphis Grizzlies,83
453,Oklahoma City Thunder,114,2013-01-01 00:00:00,Phoenix Suns,96
454,Orlando Magic,110,2012-12-31 22:00:00,Miami Heat,112
455,San Antonio Spurs,104,2012-12-31 23:00:00,Brooklyn Nets,73
456,Denver Nuggets,92,2013-01-02 00:00:00,Los Angeles Clippers,78
457,Detroit Pistons,103,2013-01-02 00:30:00,Sacramento Kings,97
458,Los Angeles Lakers,99,2013-01-02 00:30:00,Philadelphia 76ers,103
459,New Orleans Hornets,86,2013-01-02 00:00:00,Atlanta Hawks,95
460,New York Knicks,100,2013-01-02 00:30:00,Portland Trail Blazers,105
461,Washington Wizards,94,2013-01-01 23:00:00,Dallas Mavericks,103
462,Boston Celtics,83,2013-01-03 00:30:00,Memphis Grizzlies,93
463,Cleveland Cavaliers,94,2013-01-03 00:00:00,Sacramento Kings,97
464,Golden State Warriors,115,2013-01-03 00:30:00,Los Angeles Clippers,94
465,Houston Rockets,104,2013-01-03 00:00:00,New Orleans Hornets,92
466,Indiana Pacers,89,2013-01-03 00:00:00,Washington Wizards,81
467,Miami Heat,119,2013-01-03 00:30:00,Dallas Mavericks,109
468,Milwaukee Bucks,110,2013-01-03 00:00:00,San Antonio Spurs,117
469,Oklahoma City Thunder,93,2013-01-03 00:00:00,Brooklyn Nets,110
470,Orlando Magic,94,2013-01-03 00:00:00,Chicago Bulls,96
471,Phoenix Suns,95,2013-01-03 00:00:00,Philadelphia 76ers,89
472,Toronto Raptors,102,2013-01-03 00:00:00,Portland Trail Blazers,79
473,Utah Jazz,106,2013-01-03 00:00:00,Minnesota Timberwolves,84
474,Denver Nuggets,97,2013-01-04 00:00:00,Minnesota Timberwolves,101
475,New York Knicks,100,2013-01-04 00:30:00,San Antonio Spurs,83
476,Boston Celtics,94,2013-01-05 01:00:00,Indiana Pacers,75
477,Charlotte Bobcats,104,2013-01-05 00:00:00,Cleveland Cavaliers,106
478,Detroit Pistons,85,2013-01-05 00:30:00,Atlanta Hawks,84
479,Los Angeles Clippers,107,2013-01-05 00:30:00,Los Angeles Lakers,102
480,Memphis Grizzlies,84,2013-01-05 00:00:00,Portland Trail Blazers,86
481,Miami Heat,89,2013-01-05 01:00:00,Chicago Bulls,96
482,Milwaukee Bucks,101,2013-01-05 00:30:00,Houston Rockets,115
483,Oklahoma City Thunder,109,2013-01-05 00:00:00,Philadelphia 76ers,85
484,Phoenix Suns,80,2013-01-05 00:00:00,Utah Jazz,87
485,Toronto Raptors,96,2013-01-05 00:00:00,Sacramento Kings,105
486,Washington Wizards,113,2013-01-05 00:00:00,Brooklyn Nets,115
487,Atlanta Hawks,81,2013-01-06 00:00:00,Boston Celtics,89
488,Brooklyn Nets,113,2013-01-06 00:30:00,Sacramento Kings,93
489,Cleveland Cavaliers,104,2013-01-06 00:30:00,Houston Rockets,112
490,Dallas Mavericks,96,2013-01-06 00:30:00,New Orleans Hornets,99
491,Denver Nuggets,110,2013-01-06 00:00:00,Utah Jazz,91
492,Indiana Pacers,95,2013-01-06 00:00:00,Milwaukee Bucks,80
493,Los Angeles Clippers,115,2013-01-06 00:30:00,Golden State Warriors,89
494,Minnesota Timberwolves,97,2013-01-06 00:00:00,Portland Trail Blazers,102
495,Orlando Magic,106,2013-01-06 00:00:00,New York Knicks,114
496,San Antonio Spurs,109,2013-01-06 00:30:00,Philadelphia 76ers,86
497,Detroit Pistons,101,2013-01-07 00:30:00,Charlotte Bobcats,108
498,Los Angeles Lakers,105,2013-01-06 23:30:00,Denver Nuggets,112
499,Miami Heat,99,2013-01-06 23:00:00,Washington Wizards,71
500,Phoenix Suns,81,2013-01-06 23:00:00,Memphis Grizzlies,92
501,Toronto Raptors,92,2013-01-06 18:00:00,Oklahoma City Thunder,104
502,Chicago Bulls,118,2013-01-08 00:00:00,Cleveland Cavaliers,92
503,New Orleans Hornets,95,2013-01-08 00:00:00,San Antonio Spurs,88
504,New York Knicks,96,2013-01-08 00:30:00,Boston Celtics,102
505,Portland Trail Blazers,125,2013-01-08 00:00:00,Orlando Magic,119
506,Sacramento Kings,81,2013-01-08 00:00:00,Memphis Grizzlies,113
507,Utah Jazz,100,2013-01-08 00:00:00,Dallas Mavericks,94
508,Washington Wizards,101,2013-01-08 00:00:00,Oklahoma City Thunder,99
509,Houston Rockets,125,2013-01-09 00:00:00,Los Angeles Lakers,112
510,Indiana Pacers,87,2013-01-09 00:00:00,Miami Heat,77
511,Milwaukee Bucks,108,2013-01-09 00:00:00,Phoenix Suns,99
512,Minnesota Timberwolves,108,2013-01-09 00:00:00,Atlanta Hawks,103
513,Philadelphia 76ers,89,2013-01-09 00:00:00,Brooklyn Nets,109
514,Boston Celtics,87,2013-01-10 00:30:00,Phoenix Suns,79
515,Charlotte Bobcats,102,2013-01-10 00:00:00,Utah Jazz,112
516,Chicago Bulls,96,2013-01-10 00:00:00,Milwaukee Bucks,104
517,Cleveland Cavaliers,99,2013-01-10 00:00:00,Atlanta Hawks,83
518,Denver Nuggets,108,2013-01-10 00:00:00,Orlando Magic,105
519,Golden State Warriors,87,2013-01-10 00:30:00,Memphis Grizzlies,94
520,Los Angeles Clippers,99,2013-01-10 00:30:00,Dallas Mavericks,93
521,New Orleans Hornets,88,2013-01-10 00:00:00,Houston Rockets,79
522,Oklahoma City Thunder,106,2013-01-10 00:00:00,Minnesota Timberwolves,84
523,San Antonio Spurs,108,2013-01-10 00:00:00,Los Angeles Lakers,105
524,Toronto Raptors,90,2013-01-10 00:00:00,Philadelphia 76ers,72
525,Indiana Pacers,81,2013-01-11 01:00:00,New York Knicks,76
526,Portland Trail Blazers,92,2013-01-11 00:30:00,Miami Heat,90
527,Sacramento Kings,112,2013-01-11 00:00:00,Dallas Mavericks,117
528,Atlanta Hawks,103,2013-01-12 00:30:00,Utah Jazz,95
529,Boston Celtics,103,2013-01-12 00:30:00,Houston Rockets,91
530,Brooklyn Nets,99,2013-01-12 00:30:00,Phoenix Suns,79
531,Denver Nuggets,98,2013-01-12 00:00:00,Cleveland Cavaliers,91
532,Golden State Warriors,103,2013-01-12 00:30:00,Portland Trail Blazers,97
533,Los Angeles Lakers,101,2013-01-12 00:30:00,Oklahoma City Thunder,116
534,Memphis Grizzlies,101,2013-01-12 00:00:00,San Antonio Spurs,98
535,Milwaukee Bucks,87,2013-01-12 00:30:00,Detroit Pistons,103
536,New Orleans Hornets,104,2013-01-12 00:00:00,Minnesota Timberwolves,92
537,New York Knicks,101,2013-01-12 01:00:00,Chicago Bulls,108
538,Toronto Raptors,99,2013-01-12 00:00:00,Charlotte Bobcats,78
539,Chicago Bulls,81,2013-01-13 00:00:00,Phoenix Suns,97
540,Dallas Mavericks,104,2013-01-13 01:00:00,Memphis Grizzlies,83
541,Detroit Pistons,87,2013-01-13 00:30:00,Utah Jazz,90
542,Indiana Pacers,96,2013-01-13 00:00:00,Charlotte Bobcats,88
543,Los Angeles Clippers,101,2013-01-12 17:30:00,Orlando Magic,104
544,Philadelphia 76ers,107,2013-01-13 00:30:00,Houston Rockets,100
545,Sacramento Kings,99,2013-01-13 00:00:00,Miami Heat,128
546,Washington Wizards,93,2013-01-13 00:00:00,Atlanta Hawks,83
547,Brooklyn Nets,97,2013-01-13 23:00:00,Indiana Pacers,86
548,Denver Nuggets,116,2013-01-13 23:00:00,Golden State Warriors,105
549,Los Angeles Lakers,113,2013-01-13 23:30:00,Cleveland Cavaliers,93
550,New York Knicks,100,2013-01-13 17:00:00,New Orleans Hornets,87
551,Portland Trail Blazers,83,2013-01-13 23:00:00,Oklahoma City Thunder,87
552,San Antonio Spurs,106,2013-01-13 23:00:00,Minnesota Timberwolves,88
553,Toronto Raptors,96,2013-01-13 18:00:00,Milwaukee Bucks,107
554,Boston Celtics,100,2013-01-15 00:30:00,Charlotte Bobcats,89
555,Chicago Bulls,97,2013-01-15 00:00:00,Atlanta Hawks,58
556,Dallas Mavericks,113,2013-01-15 00:30:00,Minnesota Timberwolves,98
557,Memphis Grizzlies,73,2013-01-15 00:00:00,Los Angeles Clippers,99
558,Phoenix Suns,90,2013-01-15 00:00:00,Oklahoma City Thunder,102
559,Sacramento Kings,124,2013-01-15 00:00:00,Cleveland Cavaliers,118
560,Utah Jazz,104,2013-01-15 00:00:00,Miami Heat,97
561,Washington Wizards,120,2013-01-15 00:00:00,Orlando Magic,91
562,Brooklyn Nets,113,2013-01-16 00:30:00,Toronto Raptors,106
563,Charlotte Bobcats,76,2013-01-16 00:00:00,Indiana Pacers,103
564,Denver Nuggets,115,2013-01-16 00:00:00,Portland Trail Blazers,111
565,Houston Rockets,109,2013-01-16 00:00:00,Los Angeles Clippers,117
566,Los Angeles Lakers,104,2013-01-16 00:30:00,Milwaukee Bucks,88
567,Philadelphia 76ers,99,2013-01-16 00:00:00,New Orleans Hornets,111
568,Atlanta Hawks,109,2013-01-17 00:30:00,Brooklyn Nets,95
569,Boston Celtics,78,2013-01-17 01:00:00,New Orleans Hornets,90
570,Dallas Mavericks,105,2013-01-17 00:00:00,Houston Rockets,100
571,Golden State Warriors,75,2013-01-17 00:30:00,Miami Heat,92
572,Oklahoma City Thunder,117,2013-01-17 00:00:00,Denver Nuggets,97
573,Orlando Magic,97,2013-01-17 00:00:00,Indiana Pacers,86
574,Portland Trail Blazers,88,2013-01-17 00:00:00,Cleveland Cavaliers,93
575,Sacramento Kings,95,2013-01-17 00:00:00,Washington Wizards,94
576,San Antonio Spurs,103,2013-01-17 00:30:00,Memphis Grizzlies,82
577,Toronto Raptors,105,2013-01-17 00:00:00,Chicago Bulls,107
578,Detroit Pistons,87,2013-01-18 01:00:00,New York Knicks,102
579,Los Angeles Lakers,90,2013-01-18 00:30:00,Miami Heat,99
580,Minnesota Timberwolves,77,2013-01-18 00:00:00,Los Angeles Clippers,90
581,Phoenix Suns,94,2013-01-18 00:00:00,Milwaukee Bucks,98
582,Boston Celtics,99,2013-01-19 00:00:00,Chicago Bulls,100
583,Brooklyn Nets,94,2013-01-19 00:30:00,Atlanta Hawks,89
584,Dallas Mavericks,114,2013-01-19 01:30:00,Oklahoma City Thunder,117
585,Denver Nuggets,108,2013-01-19 00:00:00,Washington Wizards,112
586,Indiana Pacers,105,2013-01-19 00:00:00,Houston Rockets,95
587,Memphis Grizzlies,85,2013-01-19 00:00:00,Sacramento Kings,69
588,Orlando Magic,100,2013-01-19 00:00:00,Charlotte Bobcats,106
589,Philadelphia 76ers,108,2013-01-19 00:00:00,Toronto Raptors,101
590,San Antonio Spurs,95,2013-01-19 00:30:00,Golden State Warriors,88
591,Atlanta Hawks,93,2013-01-20 00:00:00,San Antonio Spurs,98
592,Charlotte Bobcats,93,2013-01-20 00:00:00,Sacramento Kings,97
593,Chicago Bulls,82,2013-01-20 00:00:00,Memphis Grizzlies,85
594,Los Angeles Clippers,94,2013-01-20 00:30:00,Washington Wizards,87
595,Minnesota Timberwolves,92,2013-01-20 00:00:00,Houston Rockets,79
596,New Orleans Hornets,112,2013-01-20 00:00:00,Golden State Warriors,116
597,Portland Trail Blazers,104,2013-01-20 00:00:00,Milwaukee Bucks,110
598,Utah Jazz,109,2013-01-20 00:00:00,Cleveland Cavaliers,98
599,Denver Nuggets,121,2013-01-20 23:00:00,Oklahoma City Thunder,118
600,Detroit Pistons,103,2013-01-21 00:30:00,Boston Celtics,88
601,Orlando Magic,105,2013-01-20 23:00:00,Dallas Mavericks,111
602,Toronto Raptors,108,2013-01-20 18:00:00,Los Angeles Lakers,103
603,Atlanta Hawks,104,2013-01-21 19:00:00,Minnesota Timberwolves,96
604,Charlotte Bobcats,94,2013-01-21 19:00:00,Houston Rockets,100
605,Chicago Bulls,95,2013-01-22 01:30:00,Los Angeles Lakers,83
606,Golden State Warriors,106,2013-01-21 18:00:00,Los Angeles Clippers,99
607,Memphis Grizzlies,81,2013-01-21 17:00:00,Indiana Pacers,82
608,New Orleans Hornets,114,2013-01-21 17:00:00,Sacramento Kings,105
609,New York Knicks,85,2013-01-21 20:30:00,Brooklyn Nets,88
610,Philadelphia 76ers,85,2013-01-22 00:00:00,San Antonio Spurs,90
611,Portland Trail Blazers,95,2013-01-22 00:00:00,Washington Wizards,98
612,Cleveland Cavaliers,95,2013-01-23 00:00:00,Boston Celtics,90
613,Detroit Pistons,105,2013-01-23 00:30:00,Orlando Magic,90
614,Los Angeles Clippers,97,2013-01-23 00:30:00,Oklahoma City Thunder,109
615,Milwaukee Bucks,110,2013-01-23 00:00:00,Philadelphia 76ers,102
616,Charlotte Bobcats,92,2013-01-24 00:00:00,Atlanta Hawks,104
617,Chicago Bulls,85,2013-01-24 00:00:00,Detroit Pistons,82
618,Golden State Warriors,104,2013-01-24 00:30:00,Oklahoma City Thunder,99
619,Houston Rockets,95,2013-01-24 00:00:00,Denver Nuggets,105
620,Memphis Grizzlies,106,2013-01-24 00:00:00,Los Angeles Lakers,93
621,Miami Heat,123,2013-01-24 00:30:00,Toronto Raptors,116
622,Minnesota Timberwolves,83,2013-01-24 00:00:00,Brooklyn Nets,91
623,Portland Trail Blazers,100,2013-01-24 00:00:00,Indiana Pacers,80
624,Sacramento Kings,96,2013-01-24 00:00:00,Phoenix Suns,106
625,San Antonio Spurs,106,2013-01-24 00:30:00,New Orleans Hornets,102
626,Utah Jazz,92,2013-01-24 00:00:00,Washington Wizards,88
627,Boston Celtics,86,2013-01-25 01:00:00,New York Knicks,89
628,Orlando Magic,95,2013-01-25 00:00:00,Toronto Raptors,97
629,Phoenix Suns,93,2013-01-25 01:30:00,Los Angeles Clippers,88
630,Atlanta Hawks,123,2013-01-26 00:30:00,Boston Celtics,111
631,Chicago Bulls,103,2013-01-26 00:00:00,Golden State Warriors,87
632,Cleveland Cavaliers,113,2013-01-26 00:30:00,Milwaukee Bucks,108
633,Dallas Mavericks,107,2013-01-26 00:00:00,San Antonio Spurs,113
634,Los Angeles Lakers,102,2013-01-26 00:30:00,Utah Jazz,84
635,Memphis Grizzlies,101,2013-01-26 00:00:00,Brooklyn Nets,77
636,Miami Heat,110,2013-01-26 00:30:00,Detroit Pistons,88
637,New Orleans Hornets,82,2013-01-26 00:00:00,Houston Rockets,100
638,Sacramento Kings,95,2013-01-26 00:00:00,Oklahoma City Thunder,105
639,Washington Wizards,114,2013-01-26 00:00:00,Minnesota Timberwolves,101
640,Charlotte Bobcats,102,2013-01-27 00:30:00,Minnesota Timberwolves,101
641,Denver Nuggets,121,2013-01-27 00:00:00,Sacramento Kings,93
642,Houston Rockets,119,2013-01-27 00:00:00,Brooklyn Nets,106
643,Milwaukee Bucks,109,2013-01-27 00:30:00,Golden State Warriors,102
644,Philadelphia 76ers,97,2013-01-27 00:00:00,New York Knicks,80
645,Portland Trail Blazers,101,2013-01-27 00:00:00,Los Angeles Clippers,100
646,San Antonio Spurs,108,2013-01-27 00:30:00,Phoenix Suns,99
647,Toronto Raptors,98,2013-01-27 00:00:00,Cleveland Cavaliers,99
648,Utah Jazz,114,2013-01-27 00:30:00,Indiana Pacers,110
649,Washington Wizards,86,2013-01-27 00:00:00,Chicago Bulls,73
650,Boston Celtics,100,2013-01-27 18:00:00,Miami Heat,98
651,Dallas Mavericks,110,2013-01-27 23:30:00,Phoenix Suns,95
652,Los Angeles Clippers,96,2013-01-27 23:30:00,Portland Trail Blazers,83
653,Los Angeles Lakers,105,2013-01-27 17:30:00,Oklahoma City Thunder,96
654,Memphis Grizzlies,83,2013-01-27 22:00:00,New Orleans Hornets,91
655,New York Knicks,106,2013-01-27 23:30:00,Atlanta Hawks,104
656,Orlando Magic,102,2013-01-27 23:00:00,Detroit Pistons,104
657,Brooklyn Nets,97,2013-01-29 00:30:00,Orlando Magic,77
658,Chicago Bulls,93,2013-01-29 00:00:00,Charlotte Bobcats,85
659,Denver Nuggets,102,2013-01-29 00:00:00,Indiana Pacers,101
660,Philadelphia 76ers,100,2013-01-29 00:00:00,Memphis Grizzlies,103
661,Toronto Raptors,102,2013-01-29 00:00:00,Golden State Warriors,114
662,Utah Jazz,80,2013-01-29 00:00:00,Houston Rockets,125
663,Washington Wizards,94,2013-01-29 00:00:00,Sacramento Kings,96
664,Cleveland Cavaliers,95,2013-01-30 00:00:00,Golden State Warriors,108
665,Detroit Pistons,90,2013-01-30 00:30:00,Milwaukee Bucks,117
666,Los Angeles Lakers,111,2013-01-30 00:30:00,New Orleans Hornets,106
667,Portland Trail Blazers,106,2013-01-30 00:00:00,Dallas Mavericks,104
668,Atlanta Hawks,93,2013-01-31 00:30:00,Toronto Raptors,92
669,Boston Celtics,99,2013-01-31 00:30:00,Sacramento Kings,81
670,Brooklyn Nets,85,2013-01-31 01:00:00,Miami Heat,105
671,Denver Nuggets,118,2013-01-31 00:00:00,Houston Rockets,110
672,Indiana Pacers,98,2013-01-31 00:00:00,Detroit Pistons,79
673,Milwaukee Bucks,88,2013-01-31 00:00:00,Chicago Bulls,104
674,Minnesota Timberwolves,90,2013-01-31 00:00:00,Los Angeles Clippers,96
675,New York Knicks,113,2013-01-31 00:30:00,Orlando Magic,97
676,Philadelphia 76ers,92,2013-01-31 00:00:00,Washington Wizards,84
677,Phoenix Suns,92,2013-01-31 01:30:00,Los Angeles Lakers,86
678,San Antonio Spurs,102,2013-01-31 00:30:00,Charlotte Bobcats,78
679,Utah Jazz,104,2013-01-31 00:00:00,New Orleans Hornets,99
680,Golden State Warriors,100,2013-02-01 00:30:00,Dallas Mavericks,97
681,Oklahoma City Thunder,106,2013-02-01 00:00:00,Memphis Grizzlies,89
682,Boston Celtics,97,2013-02-02 00:30:00,Orlando Magic,84
683,Brooklyn Nets,93,2013-02-02 00:30:00,Chicago Bulls,89
684,Denver Nuggets,113,2013-02-02 00:00:00,New Orleans Hornets,98
685,Detroit Pistons,117,2013-02-02 00:30:00,Cleveland Cavaliers,99
686,Indiana Pacers,102,2013-02-02 00:00:00,Miami Heat,89
687,Memphis Grizzlies,85,2013-02-02 00:00:00,Washington Wizards,76
688,Minnesota Timberwolves,100,2013-02-02 01:30:00,Los Angeles Lakers,111
689,New York Knicks,96,2013-02-02 00:30:00,Milwaukee Bucks,86
690,Philadelphia 76ers,89,2013-02-02 00:30:00,Sacramento Kings,80
691,Phoenix Suns,99,2013-02-02 00:00:00,Dallas Mavericks,109
692,Toronto Raptors,98,2013-02-02 00:00:00,Los Angeles Clippers,73
693,Utah Jazz,86,2013-02-02 00:00:00,Portland Trail Blazers,77
694,Atlanta Hawks,76,2013-02-03 00:00:00,Chicago Bulls,93
695,Cleveland Cavaliers,115,2013-02-03 00:30:00,Oklahoma City Thunder,110
696,Golden State Warriors,113,2013-02-03 00:30:00,Phoenix Suns,93
697,Houston Rockets,109,2013-02-03 00:00:00,Charlotte Bobcats,95
698,Milwaukee Bucks,107,2013-02-03 00:30:00,Orlando Magic,98
699,Minnesota Timberwolves,115,2013-02-03 00:00:00,New Orleans Hornets,86
700,New York Knicks,120,2013-02-03 00:30:00,Sacramento Kings,81
701,Portland Trail Blazers,105,2013-02-03 00:00:00,Utah Jazz,99
702,San Antonio Spurs,96,2013-02-03 00:30:00,Washington Wizards,86
703,Boston Celtics,106,2013-02-03 18:00:00,Los Angeles Clippers,104
704,Detroit Pistons,97,2013-02-03 18:00:00,Los Angeles Lakers,98
705,Toronto Raptors,85,2013-02-03 19:00:00,Miami Heat,100
706,Indiana Pacers,111,2013-02-05 00:00:00,Chicago Bulls,101
707,Miami Heat,99,2013-02-05 00:30:00,Charlotte Bobcats,94
708,Minnesota Timberwolves,98,2013-02-05 00:00:00,Portland Trail Blazers,100
709,New York Knicks,99,2013-02-05 00:30:00,Detroit Pistons,85
710,Oklahoma City Thunder,112,2013-02-05 00:00:00,Dallas Mavericks,91
711,Philadelphia 76ers,78,2013-02-05 00:00:00,Orlando Magic,61
712,Utah Jazz,98,2013-02-05 00:00:00,Sacramento Kings,91
713,Washington Wizards,98,2013-02-05 00:00:00,Los Angeles Clippers,90
714,Brooklyn Nets,83,2013-02-06 00:30:00,Los Angeles Lakers,92
715,Denver Nuggets,112,2013-02-06 00:00:00,Milwaukee Bucks,104
716,Houston Rockets,140,2013-02-06 00:00:00,Golden State Warriors,109
717,Indiana Pacers,114,2013-02-06 00:00:00,Atlanta Hawks,103
718,Memphis Grizzlies,90,2013-02-06 00:00:00,Phoenix Suns,96
719,Atlanta Hawks,103,2013-02-07 00:30:00,Memphis Grizzlies,92
720,Cleveland Cavaliers,122,2013-02-07 00:00:00,Charlotte Bobcats,95
721,Dallas Mavericks,105,2013-02-07 00:30:00,Portland Trail Blazers,99
722,Detroit Pistons,90,2013-02-07 00:30:00,Brooklyn Nets,93
723,Miami Heat,114,2013-02-07 00:30:00,Houston Rockets,108
724,Minnesota Timberwolves,94,2013-02-07 01:00:00,San Antonio Spurs,104
725,New Orleans Hornets,93,2013-02-07 00:00:00,Phoenix Suns,84
726,Oklahoma City Thunder,119,2013-02-07 00:00:00,Golden State Warriors,98
727,Orlando Magic,76,2013-02-07 00:00:00,Los Angeles Clippers,86
