,home_team_name,home_team_score,start_time,visiting_team_name,visiting_team_score
364,Portland Trail Blazers,105,2015-12-15 03:00:00,New Orleans Pelicans,101
365,San Antonio Spurs,118,2015-12-15 01:30:00,Utah Jazz,81
366,Boston Celtics,77,2015-12-16 00:30:00,Cleveland Cavaliers,89
367,Los Angeles Lakers,113,2015-12-16 03:30:00,Milwaukee Bucks,95
368,Minnesota Timberwolves,100,2015-12-16 01:00:00,Denver Nuggets,112
369,Sacramento Kings,107,2015-12-16 03:00:00,Houston Rockets,97
370,Atlanta Hawks,127,2015-12-17 01:00:00,Philadelphia 76ers,106
371,Brooklyn Nets,98,2015-12-17 00:30:00,Miami Heat,104
372,Chicago Bulls,98,2015-12-17 01:00:00,Memphis Grizzlies,85
373,Detroit Pistons,119,2015-12-17 00:30:00,Boston Celtics,116
374,Golden State Warriors,128,2015-12-17 03:30:00,Phoenix Suns,103
375,Indiana Pacers,107,2015-12-17 00:00:00,Dallas Mavericks,81
376,Los Angeles Clippers,103,2015-12-17 03:30:00,Milwaukee Bucks,90
377,New York Knicks,107,2015-12-17 00:30:00,Minnesota Timberwolves,102
378,Oklahoma City Thunder,106,2015-12-17 01:00:00,Portland Trail Blazers,90
379,Orlando Magic,113,2015-12-17 00:00:00,Charlotte Hornets,98
380,San Antonio Spurs,114,2015-12-17 01:30:00,Washington Wizards,95
381,Utah Jazz,94,2015-12-17 02:00:00,New Orleans Pelicans,104
382,Charlotte Hornets,109,2015-12-18 00:00:00,Toronto Raptors,99
383,Cleveland Cavaliers,104,2015-12-18 01:00:00,Oklahoma City Thunder,100
384,Los Angeles Lakers,87,2015-12-18 03:30:00,Houston Rockets,107
385,Boston Celtics,101,2015-12-19 00:30:00,Atlanta Hawks,109
386,Chicago Bulls,144,2015-12-19 01:00:00,Detroit Pistons,147
387,Dallas Mavericks,97,2015-12-19 01:30:00,Memphis Grizzlies,88
388,Golden State Warriors,121,2015-12-19 03:30:00,Milwaukee Bucks,112
389,Indiana Pacers,104,2015-12-19 00:00:00,Brooklyn Nets,97
390,Miami Heat,94,2015-12-19 01:00:00,Toronto Raptors,108
391,Minnesota Timberwolves,99,2015-12-19 01:00:00,Sacramento Kings,95
392,Orlando Magic,102,2015-12-19 00:00:00,Portland Trail Blazers,94
393,Philadelphia 76ers,97,2015-12-19 00:00:00,New York Knicks,107
394,Phoenix Suns,104,2015-12-19 03:30:00,New Orleans Pelicans,88
395,San Antonio Spurs,115,2015-12-19 01:00:00,Los Angeles Clippers,107
396,Utah Jazz,97,2015-12-19 02:00:00,Denver Nuggets,88
397,Houston Rockets,107,2015-12-20 01:00:00,Los Angeles Clippers,97
398,Memphis Grizzlies,96,2015-12-20 01:00:00,Indiana Pacers,84
399,New York Knicks,107,2015-12-20 00:30:00,Chicago Bulls,91
400,Oklahoma City Thunder,118,2015-12-19 22:00:00,Los Angeles Lakers,78
401,Washington Wizards,109,2015-12-20 00:00:00,Charlotte Hornets,101
402,Brooklyn Nets,85,2015-12-20 18:00:00,Minnesota Timberwolves,100
403,Cleveland Cavaliers,108,2015-12-20 20:30:00,Philadelphia 76ers,86
404,Denver Nuggets,125,2015-12-21 01:00:00,New Orleans Pelicans,130
405,Miami Heat,116,2015-12-20 18:00:00,Portland Trail Blazers,109
406,Orlando Magic,100,2015-12-20 23:00:00,Atlanta Hawks,103
407,Phoenix Suns,95,2015-12-20 22:00:00,Milwaukee Bucks,101
408,Toronto Raptors,94,2015-12-20 23:00:00,Sacramento Kings,104
409,Atlanta Hawks,106,2015-12-22 01:00:00,Portland Trail Blazers,97
410,Boston Celtics,113,2015-12-22 00:30:00,Minnesota Timberwolves,99
411,Chicago Bulls,102,2015-12-22 01:00:00,Brooklyn Nets,105
412,Houston Rockets,102,2015-12-22 01:00:00,Charlotte Hornets,95
413,Los Angeles Clippers,99,2015-12-22 03:30:00,Oklahoma City Thunder,100
414,New York Knicks,99,2015-12-22 00:30:00,Orlando Magic,107
415,San Antonio Spurs,106,2015-12-22 01:30:00,Indiana Pacers,92
416,Utah Jazz,110,2015-12-22 02:00:00,Phoenix Suns,89
417,Washington Wizards,113,2015-12-22 00:00:00,Sacramento Kings,99
418,Denver Nuggets,107,2015-12-23 02:00:00,Los Angeles Lakers,111
419,Miami Heat,92,2015-12-23 00:30:00,Detroit Pistons,93
420,Philadelphia 76ers,90,2015-12-23 00:00:00,Memphis Grizzlies,104
421,Toronto Raptors,103,2015-12-23 00:30:00,Dallas Mavericks,99
422,Atlanta Hawks,107,2015-12-24 01:00:00,Detroit Pistons,100
423,Brooklyn Nets,118,2015-12-24 00:30:00,Dallas Mavericks,119
424,Charlotte Hornets,89,2015-12-24 00:00:00,Boston Celtics,102
425,Cleveland Cavaliers,91,2015-12-24 00:00:00,New York Knicks,84
426,Golden State Warriors,103,2015-12-24 03:30:00,Utah Jazz,85
427,Indiana Pacers,106,2015-12-24 00:00:00,Sacramento Kings,108
428,Los Angeles Lakers,85,2015-12-24 03:30:00,Oklahoma City Thunder,120
429,Milwaukee Bucks,113,2015-12-24 01:00:00,Philadelphia 76ers,100
430,Minnesota Timberwolves,83,2015-12-24 01:00:00,San Antonio Spurs,108
431,New Orleans Pelicans,115,2015-12-24 01:00:00,Portland Trail Blazers,89
432,Orlando Magic,104,2015-12-24 00:00:00,Houston Rockets,101
433,Phoenix Suns,96,2015-12-24 02:00:00,Denver Nuggets,104
434,Washington Wizards,100,2015-12-24 00:00:00,Memphis Grizzlies,91
435,Golden State Warriors,89,2015-12-25 22:00:00,Cleveland Cavaliers,83
436,Houston Rockets,88,2015-12-26 01:00:00,San Antonio Spurs,84
437,Los Angeles Lakers,84,2015-12-26 03:30:00,Los Angeles Clippers,94
438,Miami Heat,94,2015-12-25 17:00:00,New Orleans Pelicans,88
439,Oklahoma City Thunder,96,2015-12-25 19:30:00,Chicago Bulls,105
440,Atlanta Hawks,117,2015-12-27 00:30:00,New York Knicks,98
441,Brooklyn Nets,96,2015-12-26 21:00:00,Washington Wizards,111
442,Charlotte Hornets,98,2015-12-27 00:00:00,Memphis Grizzlies,92
443,Dallas Mavericks,118,2015-12-27 01:30:00,Chicago Bulls,111
444,Detroit Pistons,93,2015-12-27 00:30:00,Boston Celtics,99
445,Milwaukee Bucks,90,2015-12-26 22:00:00,Toronto Raptors,111
446,Minnesota Timberwolves,88,2015-12-27 01:00:00,Indiana Pacers,102
447,New Orleans Pelicans,110,2015-12-27 00:00:00,Houston Rockets,108
448,Orlando Magic,101,2015-12-27 00:00:00,Miami Heat,108
449,Phoenix Suns,104,2015-12-27 02:00:00,Philadelphia 76ers,111
450,Portland Trail Blazers,105,2015-12-27 03:00:00,Cleveland Cavaliers,76
451,San Antonio Spurs,101,2015-12-27 01:30:00,Denver Nuggets,86
452,Utah Jazz,104,2015-12-27 02:00:00,Los Angeles Clippers,109
453,Boston Celtics,100,2015-12-28 00:00:00,New York Knicks,91
454,Memphis Grizzlies,112,2015-12-27 23:00:00,Los Angeles Lakers,96
455,Oklahoma City Thunder,122,2015-12-28 00:00:00,Denver Nuggets,112
456,Sacramento Kings,94,2015-12-28 02:00:00,Portland Trail Blazers,98
457,Chicago Bulls,104,2015-12-29 01:00:00,Toronto Raptors,97
458,Charlotte Hornets,108,2015-12-29 00:00:00,Los Angeles Lakers,98
459,Dallas Mavericks,103,2015-12-29 01:30:00,Milwaukee Bucks,93
460,Golden State Warriors,122,2015-12-29 03:30:00,Sacramento Kings,103
461,Indiana Pacers,93,2015-12-29 00:00:00,Atlanta Hawks,87
462,Miami Heat,105,2015-12-29 00:30:00,Brooklyn Nets,111
463,Orlando Magic,104,2015-12-29 00:00:00,New Orleans Pelicans,89
464,Phoenix Suns,97,2015-12-29 02:00:00,Cleveland Cavaliers,101
465,San Antonio Spurs,101,2015-12-29 01:30:00,Minnesota Timberwolves,95
466,Utah Jazz,95,2015-12-29 02:00:00,Philadelphia 76ers,91
467,Washington Wizards,91,2015-12-29 00:00:00,Los Angeles Clippers,108
468,Denver Nuggets,87,2015-12-30 02:00:00,Cleveland Cavaliers,93
469,Houston Rockets,115,2015-12-30 01:00:00,Atlanta Hawks,121
470,Memphis Grizzlies,99,2015-12-30 01:00:00,Miami Heat,90
471,New York Knicks,108,2015-12-30 00:30:00,Detroit Pistons,96
472,Oklahoma City Thunder,131,2015-12-30 01:00:00,Milwaukee Bucks,123
473,Boston Celtics,104,2015-12-31 00:30:00,Los Angeles Lakers,112
474,Chicago Bulls,102,2015-12-31 01:00:00,Indiana Pacers,100
475,Charlotte Hornets,117,2015-12-31 00:00:00,Los Angeles Clippers,122
476,Dallas Mavericks,114,2015-12-31 01:30:00,Golden State Warriors,91
477,Minnesota Timberwolves,94,2015-12-31 01:00:00,Utah Jazz,80
478,Orlando Magic,100,2015-12-31 00:00:00,Brooklyn Nets,93
479,Portland Trail Blazers,110,2015-12-31 03:00:00,Denver Nuggets,103
480,Sacramento Kings,105,2015-12-31 03:00:00,Philadelphia 76ers,110
481,San Antonio Spurs,112,2015-12-31 01:30:00,Phoenix Suns,79
482,Toronto Raptors,94,2015-12-31 00:30:00,Washington Wizards,91
483,Detroit Pistons,115,2015-12-31 23:00:00,Minnesota Timberwolves,90
484,Houston Rockets,110,2016-01-01 00:00:00,Golden State Warriors,114
485,Indiana Pacers,116,2015-12-31 23:00:00,Milwaukee Bucks,120
486,New Orleans Pelicans,89,2016-01-01 01:00:00,Los Angeles Clippers,95
487,Oklahoma City Thunder,110,2016-01-01 01:00:00,Phoenix Suns,106
488,Utah Jazz,109,2016-01-01 02:00:00,Portland Trail Blazers,96
489,Chicago Bulls,108,2016-01-02 01:00:00,New York Knicks,81
490,Los Angeles Lakers,93,2016-01-02 03:30:00,Philadelphia 76ers,84
491,Miami Heat,106,2016-01-02 00:30:00,Dallas Mavericks,82
492,Toronto Raptors,104,2016-01-02 00:30:00,Charlotte Hornets,94
493,Washington Wizards,103,2016-01-02 00:00:00,Orlando Magic,91
494,Boston Celtics,97,2016-01-02 20:00:00,Brooklyn Nets,100
495,Charlotte Hornets,90,2016-01-03 00:00:00,Oklahoma City Thunder,109
496,Cleveland Cavaliers,104,2016-01-03 00:30:00,Orlando Magic,79
497,Dallas Mavericks,98,2016-01-03 01:30:00,New Orleans Pelicans,105
498,Golden State Warriors,111,2016-01-03 03:30:00,Denver Nuggets,108
499,Indiana Pacers,94,2016-01-03 00:00:00,Detroit Pistons,82
500,Los Angeles Clippers,130,2016-01-03 03:30:00,Philadelphia 76ers,99
501,Minnesota Timberwolves,85,2016-01-03 01:00:00,Milwaukee Bucks,95
502,Sacramento Kings,142,2016-01-02 22:00:00,Phoenix Suns,119
503,San Antonio Spurs,121,2016-01-03 01:30:00,Houston Rockets,103
504,Utah Jazz,92,2016-01-03 02:00:00,Memphis Grizzlies,87
505,Denver Nuggets,106,2016-01-04 02:00:00,Portland Trail Blazers,112
506,Los Angeles Lakers,97,2016-01-04 02:30:00,Phoenix Suns,77
507,New York Knicks,111,2016-01-03 20:30:00,Atlanta Hawks,97
508,Toronto Raptors,113,2016-01-03 20:30:00,Chicago Bulls,115
509,Washington Wizards,75,2016-01-03 23:00:00,Miami Heat,97
510,Brooklyn Nets,94,2016-01-05 00:30:00,Boston Celtics,103
511,Cleveland Cavaliers,122,2016-01-05 00:00:00,Toronto Raptors,100
512,Detroit Pistons,115,2016-01-05 00:30:00,Orlando Magic,89
513,Golden State Warriors,111,2016-01-05 03:30:00,Charlotte Hornets,101
514,Miami Heat,103,2016-01-05 00:30:00,Indiana Pacers,100
515,Milwaukee Bucks,98,2016-01-05 01:00:00,San Antonio Spurs,123
516,Oklahoma City Thunder,104,2016-01-05 01:00:00,Sacramento Kings,116
517,Philadelphia 76ers,109,2016-01-05 00:00:00,Minnesota Timberwolves,99
518,Portland Trail Blazers,78,2016-01-05 03:00:00,Memphis Grizzlies,91
519,Utah Jazz,91,2016-01-05 02:00:00,Houston Rockets,93
520,Atlanta Hawks,101,2016-01-06 01:00:00,New York Knicks,107
521,Chicago Bulls,117,2016-01-06 01:00:00,Milwaukee Bucks,106
522,Dallas Mavericks,117,2016-01-06 01:30:00,Sacramento Kings,116
523,Los Angeles Lakers,88,2016-01-06 03:30:00,Golden State Warriors,109
524,Boston Celtics,94,2016-01-07 00:30:00,Detroit Pistons,99
525,Brooklyn Nets,74,2016-01-07 00:30:00,Toronto Raptors,91
526,Miami Heat,90,2016-01-07 00:00:00,New York Knicks,98
527,Minnesota Timberwolves,74,2016-01-07 01:00:00,Denver Nuggets,78
528,New Orleans Pelicans,91,2016-01-07 01:00:00,Dallas Mavericks,100
529,Oklahoma City Thunder,112,2016-01-07 02:30:00,Memphis Grizzlies,94
530,Orlando Magic,86,2016-01-07 00:00:00,Indiana Pacers,95
531,Phoenix Suns,111,2016-01-07 02:00:00,Charlotte Hornets,102
532,Portland Trail Blazers,98,2016-01-07 03:00:00,Los Angeles Clippers,109
533,San Antonio Spurs,123,2016-01-07 01:30:00,Utah Jazz,98
534,Washington Wizards,115,2016-01-07 00:00:00,Cleveland Cavaliers,121
535,Chicago Bulls,101,2016-01-08 01:00:00,Boston Celtics,92
536,Houston Rockets,103,2016-01-08 01:00:00,Utah Jazz,94
537,Philadelphia 76ers,98,2016-01-08 00:00:00,Atlanta Hawks,126
538,Sacramento Kings,118,2016-01-08 03:30:00,Los Angeles Lakers,115
539,Brooklyn Nets,77,2016-01-09 00:30:00,Orlando Magic,83
540,Los Angeles Lakers,113,2016-01-09 03:30:00,Oklahoma City Thunder,117
541,Memphis Grizzlies,91,2016-01-09 01:00:00,Denver Nuggets,84
542,Milwaukee Bucks,96,2016-01-09 01:00:00,Dallas Mavericks,95
543,Minnesota Timberwolves,99,2016-01-09 01:00:00,Cleveland Cavaliers,125
544,New Orleans Pelicans,86,2016-01-09 01:00:00,Indiana Pacers,91
545,Phoenix Suns,95,2016-01-09 02:30:00,Miami Heat,103
546,Portland Trail Blazers,108,2016-01-09 03:00:00,Golden State Warriors,128
547,San Antonio Spurs,100,2016-01-09 01:30:00,New York Knicks,99
548,Washington Wizards,88,2016-01-09 00:00:00,Toronto Raptors,97
549,Atlanta Hawks,120,2016-01-09 22:00:00,Chicago Bulls,105
550,Detroit Pistons,103,2016-01-10 00:30:00,Brooklyn Nets,89
551,Los Angeles Clippers,97,2016-01-09 20:30:00,Charlotte Hornets,83
552,Orlando Magic,99,2016-01-10 00:00:00,Washington Wizards,105
553,Philadelphia 76ers,95,2016-01-10 00:30:00,Toronto Raptors,108
554,Sacramento Kings,116,2016-01-10 03:00:00,Golden State Warriors,128
555,Utah Jazz,98,2016-01-10 02:00:00,Miami Heat,83
556,Denver Nuggets,95,2016-01-11 01:00:00,Charlotte Hornets,92
557,Houston Rockets,107,2016-01-11 00:00:00,Indiana Pacers,103
558,Los Angeles Clippers,114,2016-01-10 20:30:00,New Orleans Pelicans,111
559,Los Angeles Lakers,74,2016-01-11 02:30:00,Utah Jazz,86
560,Memphis Grizzlies,101,2016-01-10 23:00:00,Boston Celtics,98
561,Minnesota Timberwolves,87,2016-01-10 22:00:00,Dallas Mavericks,93
562,New York Knicks,100,2016-01-11 00:30:00,Milwaukee Bucks,88
563,Philadelphia 76ers,85,2016-01-10 23:00:00,Cleveland Cavaliers,95
564,Portland Trail Blazers,115,2016-01-11 02:00:00,Oklahoma City Thunder,110
565,Brooklyn Nets,79,2016-01-12 00:30:00,San Antonio Spurs,106
566,Chicago Bulls,100,2016-01-12 01:00:00,Washington Wizards,114
567,Golden State Warriors,111,2016-01-12 03:30:00,Miami Heat,103
568,Dallas Mavericks,107,2016-01-13 01:30:00,Cleveland Cavaliers,110
569,Detroit Pistons,99,2016-01-13 00:30:00,San Antonio Spurs,109
570,Indiana Pacers,116,2016-01-13 00:00:00,Phoenix Suns,97
571,Los Angeles Lakers,95,2016-01-13 03:30:00,New Orleans Pelicans,91
572,Memphis Grizzlies,91,2016-01-13 01:00:00,Houston Rockets,107
573,Milwaukee Bucks,106,2016-01-13 01:00:00,Chicago Bulls,101
574,Minnesota Timberwolves,96,2016-01-13 01:00:00,Oklahoma City Thunder,101
575,New York Knicks,120,2016-01-13 00:30:00,Boston Celtics,114
576,Boston Celtics,103,2016-01-14 01:00:00,Indiana Pacers,94
577,Brooklyn Nets,110,2016-01-14 00:30:00,New York Knicks,104
578,Charlotte Hornets,107,2016-01-14 00:00:00,Atlanta Hawks,84
579,Denver Nuggets,112,2016-01-14 02:00:00,Golden State Warriors,110
580,Houston Rockets,107,2016-01-14 01:00:00,Minnesota Timberwolves,104
581,Los Angeles Clippers,104,2016-01-14 03:30:00,Miami Heat,90
582,Oklahoma City Thunder,108,2016-01-14 01:00:00,Dallas Mavericks,89
583,Portland Trail Blazers,99,2016-01-14 03:00:00,Utah Jazz,85
584,Sacramento Kings,97,2016-01-14 03:00:00,New Orleans Pelicans,109
585,Washington Wizards,106,2016-01-14 00:00:00,Milwaukee Bucks,101
586,Golden State Warriors,116,2016-01-15 03:30:00,Los Angeles Lakers,98
587,Memphis Grizzlies,103,2016-01-15 01:00:00,Detroit Pistons,101
588,Orlando Magic,103,2016-01-14 20:00:00,Toronto Raptors,106
589,Philadelphia 76ers,111,2016-01-15 00:00:00,Chicago Bulls,115
590,San Antonio Spurs,99,2016-01-15 01:00:00,Cleveland Cavaliers,95
591,Utah Jazz,101,2016-01-15 02:00:00,Sacramento Kings,103
592,Boston Celtics,117,2016-01-16 00:30:00,Phoenix Suns,103
593,Brooklyn Nets,104,2016-01-16 00:30:00,Portland Trail Blazers,116
594,Chicago Bulls,77,2016-01-16 01:00:00,Dallas Mavericks,83
595,Denver Nuggets,95,2016-01-16 02:00:00,Miami Heat,98
596,Houston Rockets,77,2016-01-16 02:30:00,Cleveland Cavaliers,91
597,Indiana Pacers,104,2016-01-16 00:00:00,Washington Wizards,118
598,Milwaukee Bucks,108,2016-01-16 01:00:00,Atlanta Hawks,101
599,New Orleans Pelicans,109,2016-01-16 01:00:00,Charlotte Hornets,107
600,Oklahoma City Thunder,113,2016-01-16 00:00:00,Minnesota Timberwolves,93
601,Atlanta Hawks,114,2016-01-17 00:30:00,Brooklyn Nets,86
602,Charlotte Hornets,92,2016-01-17 00:00:00,Milwaukee Bucks,105
603,Detroit Pistons,113,2016-01-17 00:30:00,Golden State Warriors,95
604,Los Angeles Clippers,103,2016-01-17 03:30:00,Sacramento Kings,110
605,Memphis Grizzlies,103,2016-01-17 01:00:00,New York Knicks,95
606,Philadelphia 76ers,114,2016-01-17 00:30:00,Portland Trail Blazers,89
607,Utah Jazz,109,2016-01-17 02:00:00,Los Angeles Lakers,82
608,Washington Wizards,117,2016-01-17 00:30:00,Boston Celtics,119
609,Denver Nuggets,129,2016-01-18 01:00:00,Indiana Pacers,126
610,Los Angeles Lakers,95,2016-01-18 02:30:00,Houston Rockets,112
611,Minnesota Timberwolves,117,2016-01-17 20:30:00,Phoenix Suns,87
612,Oklahoma City Thunder,99,2016-01-18 00:00:00,Miami Heat,74
613,San Antonio Spurs,112,2016-01-18 00:00:00,Dallas Mavericks,83
614,Atlanta Hawks,98,2016-01-18 22:00:00,Orlando Magic,81
615,Charlotte Hornets,124,2016-01-18 19:00:00,Utah Jazz,119
616,Cleveland Cavaliers,98,2016-01-19 01:00:00,Golden State Warriors,132
617,Dallas Mavericks,118,2016-01-19 01:30:00,Boston Celtics,113
618,Detroit Pistons,101,2016-01-18 20:30:00,Chicago Bulls,111
619,Los Angeles Clippers,140,2016-01-19 03:30:00,Houston Rockets,132
620,Memphis Grizzlies,101,2016-01-18 19:30:00,New Orleans Pelicans,99
621,New York Knicks,119,2016-01-18 18:00:00,Philadelphia 76ers,113
622,Toronto Raptors,112,2016-01-19 00:30:00,Brooklyn Nets,100
623,Washington Wizards,98,2016-01-18 19:00:00,Portland Trail Blazers,108
624,Denver Nuggets,104,2016-01-20 02:00:00,Oklahoma City Thunder,110
625,Miami Heat,79,2016-01-20 00:30:00,Milwaukee Bucks,91
626,New Orleans Pelicans,114,2016-01-20 01:00:00,Minnesota Timberwolves,99
627,Phoenix Suns,94,2016-01-20 02:00:00,Indiana Pacers,97
628,Brooklyn Nets,78,2016-01-21 00:30:00,Cleveland Cavaliers,91
629,Chicago Bulls,94,2016-01-21 01:00:00,Golden State Warriors,125
630,Dallas Mavericks,106,2016-01-21 01:30:00,Minnesota Timberwolves,94
631,Houston Rockets,114,2016-01-21 01:00:00,Detroit Pistons,123
632,Los Angeles Lakers,93,2016-01-21 03:30:00,Sacramento Kings,112
633,New York Knicks,118,2016-01-21 00:30:00,Utah Jazz,111
634,Oklahoma City Thunder,109,2016-01-21 01:00:00,Charlotte Hornets,95
635,Orlando Magic,87,2016-01-21 00:00:00,Philadelphia 76ers,96
636,Portland Trail Blazers,98,2016-01-21 03:30:00,Atlanta Hawks,104
637,Toronto Raptors,115,2016-01-21 00:30:00,Boston Celtics,109
638,Washington Wizards,106,2016-01-21 00:00:00,Miami Heat,87
639,Cleveland Cavaliers,115,2016-01-22 01:00:00,Los Angeles Clippers,102
640,Denver Nuggets,101,2016-01-22 02:00:00,Memphis Grizzlies,102
641,New Orleans Pelicans,115,2016-01-22 01:00:00,Detroit Pistons,99
642,Phoenix Suns,89,2016-01-22 03:30:00,San Antonio Spurs,117
643,Sacramento Kings,91,2016-01-22 03:00:00,Atlanta Hawks,88
644,Boston Celtics,110,2016-01-23 00:30:00,Chicago Bulls,101
645,Brooklyn Nets,86,2016-01-23 00:30:00,Utah Jazz,108
646,Dallas Mavericks,106,2016-01-23 01:30:00,Oklahoma City Thunder,109
647,Golden State Warriors,122,2016-01-23 03:30:00,Indiana Pacers,110
648,Houston Rockets,102,2016-01-23 01:00:00,Milwaukee Bucks,98
649,Los Angeles Lakers,95,2016-01-23 03:30:00,San Antonio Spurs,108
650,New York Knicks,88,2016-01-23 00:30:00,Los Angeles Clippers,116
651,Orlando Magic,116,2016-01-23 00:00:00,Charlotte Hornets,120
652,Toronto Raptors,101,2016-01-23 01:00:00,Miami Heat,81
653,Charlotte Hornets,97,2016-01-24 00:00:00,New York Knicks,84
654,Cleveland Cavaliers,83,2016-01-24 01:30:00,Chicago Bulls,96
655,Denver Nuggets,104,2016-01-24 02:30:00,Detroit Pistons,101
656,Minnesota Timberwolves,106,2016-01-24 01:00:00,Memphis Grizzlies,101
657,New Orleans Pelicans,116,2016-01-24 00:00:00,Milwaukee Bucks,99
658,Phoenix Suns,98,2016-01-24 02:00:00,Atlanta Hawks,95
659,Portland Trail Blazers,121,2016-01-24 03:30:00,Los Angeles Lakers,103
660,Sacramento Kings,108,2016-01-24 03:30:00,Indiana Pacers,97
661,Brooklyn Nets,116,2016-01-25 00:30:00,Oklahoma City Thunder,106
662,Houston Rockets,115,2016-01-24 20:30:00,Dallas Mavericks,104
663,Philadelphia 76ers,92,2016-01-25 00:00:00,Boston Celtics,112
664,Toronto Raptors,112,2016-01-24 23:00:00,Los Angeles Clippers,94
665,Chicago Bulls,84,2016-01-26 01:00:00,Miami Heat,89
666,Cleveland Cavaliers,114,2016-01-26 00:00:00,Minnesota Timberwolves,107
667,Denver Nuggets,105,2016-01-26 02:00:00,Atlanta Hawks,119
668,Golden State Warriors,120,2016-01-26 03:30:00,San Antonio Spurs,90
669,Memphis Grizzlies,108,2016-01-26 01:00:00,Orlando Magic,102
670,New Orleans Pelicans,111,2016-01-26 01:00:00,Houston Rockets,112
671,Sacramento Kings,128,2016-01-26 03:00:00,Charlotte Hornets,129
672,Utah Jazz,92,2016-01-26 02:00:00,Detroit Pistons,95
673,Washington Wizards,91,2016-01-26 00:00:00,Boston Celtics,116
674,Brooklyn Nets,98,2016-01-27 00:30:00,Miami Heat,102
675,Indiana Pacers,89,2016-01-27 00:00:00,Los Angeles Clippers,91
676,Los Angeles Lakers,90,2016-01-27 03:30:00,Dallas Mavericks,92
677,Milwaukee Bucks,107,2016-01-27 01:00:00,Orlando Magic,100
678,New York Knicks,122,2016-01-27 00:30:00,Oklahoma City Thunder,128
679,Philadelphia 76ers,113,2016-01-27 00:00:00,Phoenix Suns,103
680,Portland Trail Blazers,112,2016-01-27 03:00:00,Sacramento Kings,97
681,Toronto Raptors,106,2016-01-27 00:30:00,Washington Wizards,89
682,Atlanta Hawks,83,2016-01-28 01:00:00,Los Angeles Clippers,85
683,Boston Celtics,111,2016-01-28 00:30:00,Denver Nuggets,103
684,Cleveland Cavaliers,115,2016-01-28 00:00:00,Phoenix Suns,93
685,Detroit Pistons,110,2016-01-28 00:30:00,Philadelphia 76ers,97
686,Golden State Warriors,127,2016-01-28 03:30:00,Dallas Mavericks,107
687,Minnesota Timberwolves,123,2016-01-28 01:00:00,Oklahoma City Thunder,126
688,San Antonio Spurs,130,2016-01-28 01:00:00,Houston Rockets,99
689,Utah Jazz,102,2016-01-28 02:00:00,Charlotte Hornets,73
690,Indiana Pacers,111,2016-01-29 00:00:00,Atlanta Hawks,92
691,Los Angeles Lakers,91,2016-01-29 03:30:00,Chicago Bulls,114
692,Memphis Grizzlies,103,2016-01-29 01:00:00,Milwaukee Bucks,83
693,New Orleans Pelicans,114,2016-01-29 01:00:00,Sacramento Kings,105
694,Toronto Raptors,103,2016-01-29 01:00:00,New York Knicks,93
695,Washington Wizards,113,2016-01-29 00:00:00,Denver Nuggets,117
696,Boston Celtics,113,2016-01-30 00:30:00,Orlando Magic,94
697,Dallas Mavericks,91,2016-01-30 01:30:00,Brooklyn Nets,79
698,Detroit Pistons,106,2016-01-30 00:30:00,Cleveland Cavaliers,114
699,Los Angeles Clippers,105,2016-01-30 03:30:00,Los Angeles Lakers,93
700,Milwaukee Bucks,103,2016-01-30 01:00:00,Miami Heat,107
701,New York Knicks,102,2016-01-30 00:30:00,Phoenix Suns,84
702,Oklahoma City Thunder,116,2016-01-30 01:00:00,Houston Rockets,108
703,Portland Trail Blazers,109,2016-01-30 03:00:00,Charlotte Hornets,91
704,Utah Jazz,103,2016-01-30 02:00:00,Minnesota Timberwolves,90
705,Cleveland Cavaliers,117,2016-01-31 01:30:00,San Antonio Spurs,103
706,Houston Rockets,122,2016-01-31 01:00:00,Washington Wizards,123
707,Indiana Pacers,109,2016-01-31 00:00:00,Denver Nuggets,105
708,Memphis Grizzlies,121,2016-01-31 01:00:00,Sacramento Kings,117
709,New Orleans Pelicans,105,2016-01-31 00:00:00,Brooklyn Nets,103
710,Philadelphia 76ers,105,2016-01-30 22:00:00,Golden State Warriors,108
711,Toronto Raptors,111,2016-01-30 23:30:00,Detroit Pistons,107
712,Dallas Mavericks,91,2016-02-01 00:00:00,Phoenix Suns,78
713,Los Angeles Clippers,120,2016-01-31 20:30:00,Chicago Bulls,93
714,Los Angeles Lakers,82,2016-02-01 02:30:00,Charlotte Hornets,101
715,Miami Heat,105,2016-01-31 23:00:00,Atlanta Hawks,87
716,New York Knicks,95,2016-02-01 00:30:00,Golden State Warriors,116
717,Orlando Magic,119,2016-01-31 23:00:00,Boston Celtics,114
718,Portland Trail Blazers,96,2016-02-01 02:00:00,Minnesota Timberwolves,93
719,Atlanta Hawks,112,2016-02-02 01:00:00,Dallas Mavericks,97
720,Brooklyn Nets,100,2016-02-02 00:30:00,Detroit Pistons,105
721,Denver Nuggets,112,2016-02-02 02:00:00,Toronto Raptors,93
722,Indiana Pacers,106,2016-02-02 00:00:00,Cleveland Cavaliers,111
723,New Orleans Pelicans,95,2016-02-02 01:00:00,Memphis Grizzlies,110
724,Oklahoma City Thunder,114,2016-02-02 01:00:00,Washington Wizards,98
725,Sacramento Kings,111,2016-02-02 03:00:00,Milwaukee Bucks,104
726,San Antonio Spurs,107,2016-02-02 01:30:00,Orlando Magic,92
727,Utah Jazz,105,2016-02-02 02:00:00,Chicago Bulls,96
