,home_team_name,home_team_score,start_time,visiting_team_name,visiting_team_score
116,Denver Nuggets,103,2015-11-12 02:00:00,Milwaukee Bucks,102
117,Houston Rockets,98,2015-11-12 01:00:00,Brooklyn Nets,106
118,Memphis Grizzlies,84,2015-11-12 01:00:00,Golden State Warriors,100
119,Orlando Magic,101,2015-11-12 00:00:00,Los Angeles Lakers,99
120,Philadelphia 76ers,103,2015-11-12 00:00:00,Toronto Raptors,119
121,Portland Trail Blazers,101,2015-11-12 03:30:00,San Antonio Spurs,113
122,Sacramento Kings,101,2015-11-12 03:00:00,Detroit Pistons,92
123,Miami Heat,92,2015-11-13 00:30:00,Utah Jazz,91
124,Minnesota Timberwolves,116,2015-11-13 01:00:00,Golden State Warriors,129
125,Phoenix Suns,118,2015-11-13 03:30:00,Los Angeles Clippers,104
126,Boston Celtics,106,2015-11-14 00:30:00,Atlanta Hawks,93
127,Chicago Bulls,102,2015-11-14 01:00:00,Charlotte Hornets,97
128,Dallas Mavericks,90,2015-11-14 01:30:00,Los Angeles Lakers,82
129,Denver Nuggets,107,2015-11-14 02:00:00,Houston Rockets,98
130,Indiana Pacers,107,2015-11-14 00:00:00,Minnesota Timberwolves,103
131,Memphis Grizzlies,101,2015-11-14 01:00:00,Portland Trail Blazers,100
132,New York Knicks,84,2015-11-14 00:30:00,Cleveland Cavaliers,90
133,Oklahoma City Thunder,102,2015-11-14 01:00:00,Philadelphia 76ers,85
134,Orlando Magic,102,2015-11-14 00:00:00,Utah Jazz,93
135,Sacramento Kings,111,2015-11-14 03:00:00,Brooklyn Nets,109
136,Toronto Raptors,100,2015-11-14 00:30:00,New Orleans Pelicans,81
137,Golden State Warriors,107,2015-11-15 03:30:00,Brooklyn Nets,99
138,Houston Rockets,98,2015-11-15 01:00:00,Dallas Mavericks,110
139,Los Angeles Clippers,101,2015-11-14 20:30:00,Detroit Pistons,96
140,Milwaukee Bucks,108,2015-11-15 01:30:00,Cleveland Cavaliers,105
141,Phoenix Suns,105,2015-11-15 02:00:00,Denver Nuggets,81
142,San Antonio Spurs,92,2015-11-15 01:30:00,Philadelphia 76ers,83
143,Washington Wizards,108,2015-11-15 00:00:00,Orlando Magic,99
144,Atlanta Hawks,96,2015-11-15 23:00:00,Utah Jazz,97
145,Charlotte Hornets,106,2015-11-15 22:00:00,Portland Trail Blazers,94
146,Los Angeles Lakers,97,2015-11-16 02:30:00,Detroit Pistons,85
147,Minnesota Timberwolves,106,2015-11-15 20:30:00,Memphis Grizzlies,114
148,New York Knicks,95,2015-11-15 17:00:00,New Orleans Pelicans,87
149,Oklahoma City Thunder,85,2015-11-16 00:00:00,Boston Celtics,100
150,Sacramento Kings,107,2015-11-16 02:00:00,Toronto Raptors,101
151,Chicago Bulls,96,2015-11-17 01:00:00,Indiana Pacers,95
152,Houston Rockets,95,2015-11-17 01:00:00,Boston Celtics,111
153,Memphis Grizzlies,122,2015-11-17 01:00:00,Oklahoma City Thunder,114
154,Philadelphia 76ers,86,2015-11-17 00:00:00,Dallas Mavericks,92
155,Phoenix Suns,120,2015-11-17 02:00:00,Los Angeles Lakers,101
156,San Antonio Spurs,93,2015-11-17 01:30:00,Portland Trail Blazers,80
157,Brooklyn Nets,90,2015-11-18 00:30:00,Atlanta Hawks,88
158,Detroit Pistons,104,2015-11-18 00:30:00,Cleveland Cavaliers,99
159,Golden State Warriors,115,2015-11-18 03:30:00,Toronto Raptors,110
160,Miami Heat,91,2015-11-18 00:30:00,Minnesota Timberwolves,103
161,New Orleans Pelicans,98,2015-11-18 01:00:00,Denver Nuggets,115
162,New York Knicks,102,2015-11-18 00:30:00,Charlotte Hornets,94
163,Washington Wizards,115,2015-11-18 00:00:00,Milwaukee Bucks,86
164,Atlanta Hawks,103,2015-11-19 01:00:00,Sacramento Kings,97
165,Boston Celtics,102,2015-11-19 00:30:00,Dallas Mavericks,106
166,Charlotte Hornets,116,2015-11-19 00:00:00,Brooklyn Nets,111
167,Houston Rockets,108,2015-11-19 01:00:00,Portland Trail Blazers,103
168,Oklahoma City Thunder,110,2015-11-19 01:00:00,New Orleans Pelicans,103
169,Orlando Magic,104,2015-11-19 00:00:00,Minnesota Timberwolves,101
170,Philadelphia 76ers,85,2015-11-19 00:00:00,Indiana Pacers,112
171,Phoenix Suns,97,2015-11-19 03:30:00,Chicago Bulls,103
172,San Antonio Spurs,109,2015-11-19 01:30:00,Denver Nuggets,98
173,Utah Jazz,93,2015-11-19 02:00:00,Toronto Raptors,89
174,Cleveland Cavaliers,115,2015-11-20 01:00:00,Milwaukee Bucks,100
175,Los Angeles Clippers,117,2015-11-20 03:30:00,Golden State Warriors,124
176,Miami Heat,116,2015-11-20 00:30:00,Sacramento Kings,109
177,Boston Celtics,120,2015-11-21 00:30:00,Brooklyn Nets,95
178,Charlotte Hornets,113,2015-11-21 00:00:00,Philadelphia 76ers,88
179,Dallas Mavericks,102,2015-11-21 01:30:00,Utah Jazz,93
180,Denver Nuggets,107,2015-11-21 02:00:00,Phoenix Suns,114
181,Golden State Warriors,106,2015-11-21 03:30:00,Chicago Bulls,94
182,Los Angeles Lakers,91,2015-11-21 03:30:00,Toronto Raptors,102
183,Memphis Grizzlies,96,2015-11-21 01:00:00,Houston Rockets,84
184,Minnesota Timberwolves,86,2015-11-21 01:00:00,Detroit Pistons,96
185,New Orleans Pelicans,104,2015-11-21 01:00:00,San Antonio Spurs,90
186,Oklahoma City Thunder,90,2015-11-21 01:00:00,New York Knicks,93
187,Portland Trail Blazers,102,2015-11-21 03:00:00,Los Angeles Clippers,91
188,Cleveland Cavaliers,109,2015-11-22 00:30:00,Atlanta Hawks,97
189,Detroit Pistons,95,2015-11-22 00:30:00,Washington Wizards,97
190,Houston Rockets,102,2015-11-22 01:00:00,New York Knicks,107
191,Indiana Pacers,123,2015-11-22 00:00:00,Milwaukee Bucks,86
192,Miami Heat,96,2015-11-22 01:00:00,Philadelphia 76ers,91
193,Orlando Magic,91,2015-11-21 22:00:00,Sacramento Kings,97
194,San Antonio Spurs,92,2015-11-22 01:30:00,Memphis Grizzlies,82
195,Brooklyn Nets,111,2015-11-22 23:00:00,Boston Celtics,101
196,Denver Nuggets,105,2015-11-23 01:00:00,Golden State Warriors,118
197,Los Angeles Clippers,80,2015-11-22 20:30:00,Toronto Raptors,91
198,Los Angeles Lakers,93,2015-11-23 02:30:00,Portland Trail Blazers,107
199,New Orleans Pelicans,122,2015-11-22 23:00:00,Phoenix Suns,116
200,Oklahoma City Thunder,117,2015-11-23 00:00:00,Dallas Mavericks,114
201,Charlotte Hornets,127,2015-11-24 00:00:00,Sacramento Kings,122
202,Cleveland Cavaliers,117,2015-11-24 00:00:00,Orlando Magic,103
203,Miami Heat,95,2015-11-24 00:30:00,New York Knicks,78
204,Milwaukee Bucks,109,2015-11-24 01:00:00,Detroit Pistons,88
205,Minnesota Timberwolves,100,2015-11-24 01:00:00,Philadelphia 76ers,95
206,San Antonio Spurs,98,2015-11-24 01:30:00,Phoenix Suns,84
207,Utah Jazz,89,2015-11-24 02:00:00,Oklahoma City Thunder,111
208,Atlanta Hawks,121,2015-11-25 01:00:00,Boston Celtics,97
209,Denver Nuggets,94,2015-11-25 02:00:00,Los Angeles Clippers,111
210,Golden State Warriors,111,2015-11-25 03:30:00,Los Angeles Lakers,77
211,Memphis Grizzlies,110,2015-11-25 01:00:00,Dallas Mavericks,96
212,Portland Trail Blazers,88,2015-11-25 03:00:00,Chicago Bulls,93
213,Washington Wizards,106,2015-11-25 00:00:00,Indiana Pacers,123
214,Boston Celtics,84,2015-11-26 00:30:00,Philadelphia 76ers,80
215,Charlotte Hornets,101,2015-11-26 00:00:00,Washington Wizards,87
216,Detroit Pistons,104,2015-11-26 00:30:00,Miami Heat,81
217,Houston Rockets,93,2015-11-26 01:00:00,Memphis Grizzlies,102
218,Los Angeles Clippers,91,2015-11-26 03:30:00,Utah Jazz,102
219,Milwaukee Bucks,118,2015-11-26 01:00:00,Sacramento Kings,129
220,Minnesota Timberwolves,99,2015-11-26 01:00:00,Atlanta Hawks,95
221,Oklahoma City Thunder,110,2015-11-26 01:00:00,Brooklyn Nets,99
222,Orlando Magic,100,2015-11-26 00:00:00,New York Knicks,91
223,Phoenix Suns,114,2015-11-26 02:00:00,New Orleans Pelicans,120
224,San Antonio Spurs,88,2015-11-26 01:30:00,Dallas Mavericks,83
225,Toronto Raptors,103,2015-11-26 00:30:00,Cleveland Cavaliers,99
226,Boston Celtics,111,2015-11-28 00:30:00,Washington Wizards,78
227,Charlotte Hornets,90,2015-11-28 00:00:00,Cleveland Cavaliers,95
228,Denver Nuggets,80,2015-11-28 02:00:00,San Antonio Spurs,91
229,Houston Rockets,116,2015-11-28 01:00:00,Philadelphia 76ers,114
230,Indiana Pacers,104,2015-11-28 01:00:00,Chicago Bulls,92
231,Los Angeles Clippers,111,2015-11-28 03:30:00,New Orleans Pelicans,90
232,Memphis Grizzlies,101,2015-11-28 01:00:00,Atlanta Hawks,116
233,New York Knicks,78,2015-11-28 00:30:00,Miami Heat,97
234,Oklahoma City Thunder,103,2015-11-28 01:00:00,Detroit Pistons,87
235,Orlando Magic,114,2015-11-28 00:00:00,Milwaukee Bucks,90
236,Phoenix Suns,116,2015-11-28 02:30:00,Golden State Warriors,135
237,Sacramento Kings,91,2015-11-28 03:00:00,Minnesota Timberwolves,101
238,Cleveland Cavaliers,90,2015-11-29 00:30:00,Brooklyn Nets,88
239,Dallas Mavericks,92,2015-11-29 01:30:00,Denver Nuggets,81
240,Golden State Warriors,120,2015-11-29 03:30:00,Sacramento Kings,101
241,Portland Trail Blazers,108,2015-11-29 03:00:00,Los Angeles Lakers,96
242,San Antonio Spurs,108,2015-11-29 01:30:00,Atlanta Hawks,88
243,Utah Jazz,101,2015-11-29 02:00:00,New Orleans Pelicans,87
244,Washington Wizards,82,2015-11-29 00:00:00,Toronto Raptors,84
245,Brooklyn Nets,87,2015-11-29 23:00:00,Detroit Pistons,83
246,Charlotte Hornets,87,2015-11-29 19:00:00,Milwaukee Bucks,82
247,Los Angeles Clippers,107,2015-11-29 20:30:00,Minnesota Timberwolves,99
248,Los Angeles Lakers,103,2015-11-30 02:30:00,Indiana Pacers,107
249,Memphis Grizzlies,92,2015-11-29 23:00:00,Philadelphia 76ers,84
250,New York Knicks,111,2015-11-30 00:30:00,Houston Rockets,116
251,Orlando Magic,110,2015-11-29 23:00:00,Boston Celtics,91
252,Toronto Raptors,102,2015-11-29 23:00:00,Phoenix Suns,107
253,Atlanta Hawks,106,2015-12-01 01:00:00,Oklahoma City Thunder,100
254,Chicago Bulls,92,2015-12-01 01:00:00,San Antonio Spurs,89
255,Detroit Pistons,116,2015-12-01 00:30:00,Houston Rockets,105
256,Los Angeles Clippers,102,2015-12-01 03:30:00,Portland Trail Blazers,87
257,Miami Heat,95,2015-12-01 00:30:00,Boston Celtics,105
258,Milwaukee Bucks,92,2015-12-01 01:00:00,Denver Nuggets,74
259,Sacramento Kings,112,2015-12-01 03:00:00,Dallas Mavericks,98
260,Utah Jazz,103,2015-12-01 02:00:00,Golden State Warriors,106
261,Brooklyn Nets,94,2015-12-02 00:30:00,Phoenix Suns,91
262,Cleveland Cavaliers,85,2015-12-02 00:00:00,Washington Wizards,97
263,Minnesota Timberwolves,93,2015-12-02 01:00:00,Orlando Magic,96
264,New Orleans Pelicans,104,2015-12-02 01:00:00,Memphis Grizzlies,113
265,Philadelphia 76ers,103,2015-12-02 00:00:00,Los Angeles Lakers,91
266,Portland Trail Blazers,112,2015-12-02 03:00:00,Dallas Mavericks,115
267,Atlanta Hawks,86,2015-12-03 01:00:00,Toronto Raptors,96
268,Chicago Bulls,99,2015-12-03 01:00:00,Denver Nuggets,90
269,Charlotte Hornets,99,2015-12-03 00:00:00,Golden State Warriors,116
270,Detroit Pistons,127,2015-12-03 00:30:00,Phoenix Suns,122
271,Houston Rockets,108,2015-12-03 01:00:00,New Orleans Pelicans,101
272,Los Angeles Clippers,91,2015-12-03 03:30:00,Indiana Pacers,103
273,New York Knicks,99,2015-12-03 00:30:00,Philadelphia 76ers,87
274,San Antonio Spurs,95,2015-12-03 01:30:00,Milwaukee Bucks,70
275,Washington Wizards,104,2015-12-03 00:00:00,Los Angeles Lakers,108
276,Memphis Grizzlies,83,2015-12-04 02:30:00,San Antonio Spurs,103
277,Miami Heat,97,2015-12-04 00:00:00,Oklahoma City Thunder,95
278,Portland Trail Blazers,123,2015-12-04 03:00:00,Indiana Pacers,111
279,Sacramento Kings,97,2015-12-04 03:00:00,Boston Celtics,114
280,Toronto Raptors,105,2015-12-04 00:30:00,Denver Nuggets,106
281,Utah Jazz,94,2015-12-04 02:00:00,Orlando Magic,103
282,Atlanta Hawks,100,2015-12-05 01:00:00,Los Angeles Lakers,87
283,Dallas Mavericks,96,2015-12-05 01:30:00,Houston Rockets,100
284,Detroit Pistons,102,2015-12-05 00:30:00,Milwaukee Bucks,95
285,New Orleans Pelicans,114,2015-12-05 02:30:00,Cleveland Cavaliers,108
286,New York Knicks,108,2015-12-05 00:00:00,Brooklyn Nets,91
287,Washington Wizards,109,2015-12-05 00:00:00,Phoenix Suns,106
288,Chicago Bulls,96,2015-12-06 01:00:00,Charlotte Hornets,102
289,Houston Rockets,120,2015-12-06 01:00:00,Sacramento Kings,113
290,Los Angeles Clippers,103,2015-12-06 03:30:00,Orlando Magic,101
291,Miami Heat,99,2015-12-06 01:00:00,Cleveland Cavaliers,84
292,Milwaukee Bucks,106,2015-12-06 01:30:00,New York Knicks,91
293,Minnesota Timberwolves,103,2015-12-06 01:00:00,Portland Trail Blazers,109
294,Philadelphia 76ers,105,2015-12-05 18:00:00,Denver Nuggets,108
295,San Antonio Spurs,108,2015-12-06 01:30:00,Boston Celtics,105
296,Toronto Raptors,109,2015-12-05 22:00:00,Golden State Warriors,112
297,Utah Jazz,122,2015-12-06 02:00:00,Indiana Pacers,119
298,Brooklyn Nets,98,2015-12-06 23:00:00,Golden State Warriors,114
299,Detroit Pistons,111,2015-12-06 23:00:00,Los Angeles Lakers,91
300,Memphis Grizzlies,95,2015-12-06 20:30:00,Phoenix Suns,93
301,Oklahoma City Thunder,98,2015-12-07 00:00:00,Sacramento Kings,95
302,Washington Wizards,104,2015-12-06 23:00:00,Dallas Mavericks,116
303,Chicago Bulls,101,2015-12-08 01:00:00,Phoenix Suns,103
304,Charlotte Hornets,104,2015-12-08 00:00:00,Detroit Pistons,84
305,Miami Heat,103,2015-12-08 00:30:00,Washington Wizards,114
306,Milwaukee Bucks,90,2015-12-08 01:00:00,Portland Trail Blazers,88
307,Minnesota Timberwolves,106,2015-12-08 01:00:00,Los Angeles Clippers,110
308,New Orleans Pelicans,93,2015-12-08 01:00:00,Boston Celtics,111
309,New York Knicks,97,2015-12-08 00:30:00,Dallas Mavericks,104
310,Philadelphia 76ers,68,2015-12-08 00:00:00,San Antonio Spurs,119
311,Toronto Raptors,102,2015-12-08 00:30:00,Los Angeles Lakers,93
312,Brooklyn Nets,110,2015-12-09 00:30:00,Houston Rockets,105
313,Cleveland Cavaliers,105,2015-12-09 00:00:00,Portland Trail Blazers,100
314,Denver Nuggets,74,2015-12-09 02:00:00,Orlando Magic,85
315,Indiana Pacers,123,2015-12-09 00:00:00,Golden State Warriors,131
316,Memphis Grizzlies,88,2015-12-09 01:00:00,Oklahoma City Thunder,125
317,Sacramento Kings,114,2015-12-09 03:00:00,Utah Jazz,106
318,Boston Celtics,105,2015-12-10 00:00:00,Chicago Bulls,100
319,Charlotte Hornets,99,2015-12-10 00:00:00,Miami Heat,81
320,Dallas Mavericks,95,2015-12-10 02:30:00,Atlanta Hawks,98
321,Detroit Pistons,92,2015-12-10 00:30:00,Memphis Grizzlies,93
322,Milwaukee Bucks,95,2015-12-10 01:00:00,Los Angeles Clippers,109
323,Minnesota Timberwolves,123,2015-12-10 01:00:00,Los Angeles Lakers,122
324,Phoenix Suns,107,2015-12-10 02:00:00,Orlando Magic,104
325,Toronto Raptors,97,2015-12-10 00:30:00,San Antonio Spurs,94
326,Utah Jazz,106,2015-12-10 02:00:00,New York Knicks,85
327,Washington Wizards,103,2015-12-10 00:00:00,Houston Rockets,109
328,Brooklyn Nets,100,2015-12-11 00:30:00,Philadelphia 76ers,91
329,Chicago Bulls,83,2015-12-11 01:00:00,Los Angeles Clippers,80
330,Oklahoma City Thunder,107,2015-12-11 01:00:00,Atlanta Hawks,94
331,Sacramento Kings,99,2015-12-11 03:30:00,New York Knicks,97
332,Boston Celtics,119,2015-12-12 00:30:00,Golden State Warriors,124
333,Denver Nuggets,111,2015-12-12 02:00:00,Minnesota Timberwolves,108
334,Indiana Pacers,96,2015-12-12 00:00:00,Miami Heat,83
335,Memphis Grizzlies,99,2015-12-12 01:00:00,Charlotte Hornets,123
336,New Orleans Pelicans,107,2015-12-12 01:00:00,Washington Wizards,105
337,Orlando Magic,76,2015-12-12 00:00:00,Cleveland Cavaliers,111
338,Philadelphia 76ers,95,2015-12-12 00:00:00,Detroit Pistons,107
339,Phoenix Suns,96,2015-12-12 02:30:00,Portland Trail Blazers,106
340,San Antonio Spurs,109,2015-12-12 02:30:00,Los Angeles Lakers,87
341,Toronto Raptors,90,2015-12-12 00:30:00,Milwaukee Bucks,83
342,Utah Jazz,90,2015-12-12 02:00:00,Oklahoma City Thunder,94
343,Atlanta Hawks,78,2015-12-13 01:00:00,San Antonio Spurs,103
344,Brooklyn Nets,100,2015-12-12 22:00:00,Los Angeles Clippers,105
345,Chicago Bulls,98,2015-12-13 01:00:00,New Orleans Pelicans,94
346,Charlotte Hornets,93,2015-12-13 00:00:00,Boston Celtics,98
347,Dallas Mavericks,111,2015-12-13 01:30:00,Washington Wizards,114
348,Detroit Pistons,118,2015-12-13 00:30:00,Indiana Pacers,96
349,Houston Rockets,126,2015-12-13 01:00:00,Los Angeles Lakers,97
350,Milwaukee Bucks,108,2015-12-13 01:30:00,Golden State Warriors,95
351,Portland Trail Blazers,110,2015-12-13 03:00:00,New York Knicks,112
352,Miami Heat,100,2015-12-13 23:00:00,Memphis Grizzlies,97
353,Oklahoma City Thunder,104,2015-12-14 00:00:00,Utah Jazz,98
354,Phoenix Suns,108,2015-12-13 20:30:00,Minnesota Timberwolves,101
355,Toronto Raptors,96,2015-12-13 23:00:00,Philadelphia 76ers,76
356,Atlanta Hawks,88,2015-12-15 01:00:00,Miami Heat,100
357,Brooklyn Nets,82,2015-12-15 00:30:00,Orlando Magic,105
358,Chicago Bulls,115,2015-12-15 01:00:00,Philadelphia 76ers,96
359,Dallas Mavericks,104,2015-12-15 01:30:00,Phoenix Suns,94
360,Denver Nuggets,114,2015-12-15 02:00:00,Houston Rockets,108
361,Detroit Pistons,103,2015-12-15 00:30:00,Los Angeles Clippers,105
362,Indiana Pacers,106,2015-12-15 00:00:00,Toronto Raptors,90
363,Memphis Grizzlies,112,2015-12-15 01:00:00,Washington Wizards,95
