,assists,blocks,date,defensive_rebounds,field_goal_attempts,field_goals,first_name,free_throw_attempts,free_throws,is_home,last_name,offensive_rebounds,opponent,personal_fouls,points,seconds_played,steals,team,three_point_field_goal_attempts,three_point_field_goals,total_rebounds,turnovers
51,1,0,2014-10-28,1,0,0,John,0,0,True,Salmons,1,ORL,3,0,572.0,0,NOP,0,0,2,0
52,0,0,2014-10-28,1,1,0,Willie,0,0,False,Green,1,NOP,0,0,247.0,0,ORL,0,0,2,0
53,1,0,2014-10-28,4,8,1,Ben,4,3,False,Gordon,0,NOP,3,5,1381.0,0,ORL,2,0,4,0
54,0,0,2014-10-28,0,0,0,Luke,0,0,True,Babbitt,0,ORL,0,0,149.0,0,NOP,0,0,0,0
55,0,0,2014-10-28,2,2,1,Tarik,0,0,False,Black,0,LAL,4,2,1453.0,0,HOU,0,0,2,0
56,0,0,2014-10-28,0,0,0,Greg,0,0,False,Smith,0,SAS,1,0,131.0,0,DAL,0,0,0,0
57,0,0,2014-10-28,1,1,0,Jeff,0,0,True,Withey,0,ORL,0,0,149.0,0,NOP,0,0,1,0
58,0,0,2014-10-28,0,5,1,Robert,0,0,True,Sacre,0,HOU,1,2,427.0,1,LAL,0,0,0,0
59,2,0,2014-10-28,0,6,0,Jimmer,2,2,True,Fredette,0,ORL,3,2,1068.0,1,NOP,3,0,0,0
60,1,0,2014-10-28,2,3,0,Luke,2,2,False,Ridnour,0,NOP,2,2,1034.0,0,ORL,0,0,2,2
61,0,0,2014-10-28,1,2,0,Al-Farouq,0,0,False,Aminu,1,SAS,1,0,329.0,0,DAL,2,0,2,1
62,0,0,2014-10-28,0,3,1,Julius,2,0,True,Randle,0,HOU,1,2,814.0,0,LAL,0,0,0,1
63,0,0,2014-10-28,2,2,0,Matt,0,0,True,Bonner,0,DAL,3,0,872.0,0,SAS,1,0,2,0
64,0,0,2014-10-28,0,5,0,Troy,2,2,False,Daniels,0,LAL,2,2,523.0,0,HOU,5,0,0,0
65,3,2,2014-10-29,7,17,12,Marc,10,8,True,Gasol,2,MIN,1,32,2215.0,2,MEM,0,0,9,3
66,6,0,2014-10-29,1,26,11,Russell,16,15,False,Westbrook,2,POR,3,38,1959.0,3,OKC,2,1,3,2
67,4,1,2014-10-29,11,18,9,Chris,5,5,True,Bosh,4,WAS,1,26,2348.0,1,MIA,4,3,15,3
68,1,1,2014-10-29,5,12,10,Taj,4,2,False,Gibson,3,NYK,1,22,1691.0,1,CHI,0,0,8,0
69,4,0,2014-10-29,2,18,10,Thaddeus,4,4,False,Young,2,MEM,2,26,2046.0,2,MIN,3,2,4,1
70,0,7,2014-10-29,5,8,6,Roy,13,10,True,Hibbert,3,PHI,2,22,1937.0,0,IND,0,0,8,3
71,4,0,2014-10-29,10,12,8,Kenneth,8,6,True,Faried,7,DET,4,22,1661.0,0,DEN,0,0,17,3
72,5,0,2014-10-29,9,17,7,Stephen,9,8,False,Curry,1,SAC,5,24,2192.0,6,GSW,9,2,10,4
73,1,1,2014-10-29,7,16,12,Zach,1,1,True,Randolph,6,MIN,3,25,2077.0,1,MEM,0,0,13,5
74,3,0,2014-10-29,3,25,11,Kobe,7,7,False,Bryant,1,PHO,2,31,1673.0,2,LAL,4,2,4,2
75,2,2,2014-10-29,2,19,10,LaMarcus,8,6,True,Aldridge,1,OKC,0,27,2046.0,1,POR,1,1,3,2
76,9,0,2014-10-29,5,7,5,Eric,3,3,True,Bledsoe,1,LAL,2,16,1568.0,0,PHO,4,3,6,1
77,0,0,2014-10-29,7,11,7,Pau,8,7,False,Gasol,4,NYK,1,21,1750.0,0,CHI,0,0,11,1
78,13,1,2014-10-29,8,17,5,Brandon,10,10,False,Knight,0,CHO,3,22,2327.0,0,MIL,4,2,8,4
79,2,1,2014-10-29,3,12,8,Wesley,2,1,True,Matthews,1,OKC,3,22,2078.0,0,POR,9,5,4,0
80,1,0,2014-10-29,4,10,7,Trevor,3,2,False,Ariza,1,UTA,1,20,2198.0,2,HOU,7,4,5,1
81,3,3,2014-10-29,5,8,6,Michael,6,5,True,Kidd-Gilchrist,3,MIL,4,17,2022.0,0,CHO,0,0,8,1
82,2,4,2014-10-29,2,10,7,Derrick,3,2,True,Favors,5,HOU,4,16,1632.0,3,UTA,0,0,7,3
83,3,0,2014-10-29,1,11,9,Isaiah,2,0,True,Thomas,0,LAL,1,23,1217.0,0,PHO,7,5,1,2
84,1,2,2014-10-29,4,11,8,Mirza,0,0,False,Teletovic,2,BOS,1,20,1401.0,0,BRK,6,4,6,2
85,7,0,2014-10-29,7,21,9,Tony,8,3,False,Wroten,1,IND,2,22,2110.0,3,PHI,4,1,8,1
86,2,3,2014-10-29,2,10,7,Kyle,0,0,False,Korver,0,TOR,1,20,2009.0,0,ATL,7,6,2,2
87,5,0,2014-10-29,6,10,6,Paul,5,4,False,Pierce,0,MIA,3,17,1962.0,2,WAS,3,1,6,1
88,8,0,2014-10-29,3,12,8,Jeff,4,3,False,Teague,0,TOR,2,20,1946.0,3,ATL,1,1,3,6
89,3,0,2014-10-29,2,12,8,Marvin,0,0,True,Williams,2,MIL,0,19,1991.0,1,CHO,6,3,4,2
90,3,2,2014-10-29,3,10,6,Ed,5,2,False,Davis,6,PHO,5,14,1958.0,2,LAL,0,0,9,0
91,0,1,2014-10-29,5,5,4,Jonas,10,9,True,Valanciunas,3,ATL,3,17,1240.0,0,TOR,0,0,8,1
92,2,4,2014-10-29,5,15,7,Amir,2,2,True,Johnson,5,ATL,2,16,1881.0,0,TOR,0,0,10,0
93,5,1,2014-10-29,4,26,9,Kemba,11,5,True,Walker,2,MIL,1,26,2339.0,1,CHO,9,3,6,0
94,12,1,2014-10-29,7,9,6,Rajon,4,0,True,Rondo,0,BRK,1,13,1785.0,1,BOS,3,1,7,3
95,10,1,2014-10-29,3,11,3,Kyle,7,5,True,Lowry,3,ATL,3,11,2058.0,3,TOR,3,0,6,0
96,8,1,2014-10-29,4,12,4,Darren,6,4,True,Collison,0,GSW,2,13,2172.0,5,SAC,4,1,4,1
97,2,0,2014-10-29,2,14,8,Kelly,2,2,True,Olynyk,4,BRK,4,19,1712.0,1,BOS,2,1,6,1
98,3,0,2014-10-29,4,10,4,Jeff,9,7,True,Green,2,BRK,5,17,2138.0,2,BOS,3,2,6,0
99,5,0,2014-10-29,2,11,5,Alexey,6,5,False,Shved,1,IND,4,18,1436.0,0,PHI,6,3,3,0
100,2,0,2014-10-29,3,15,9,Norris,2,2,True,Cole,0,WAS,1,23,1667.0,0,MIA,7,3,3,3
101,1,0,2014-10-29,0,14,8,Marcus,0,0,True,Morris,1,LAL,2,21,1747.0,1,PHO,9,5,1,1
102,8,1,2014-10-29,3,16,6,Deron,7,7,False,Williams,0,BOS,1,19,2343.0,2,BRK,3,0,3,4
103,6,0,2014-10-29,2,5,4,Aaron,4,4,False,Brooks,0,NYK,3,13,1419.0,1,CHI,1,1,2,1
104,3,0,2014-10-29,1,16,8,Dwyane,3,3,True,Wade,0,WAS,2,21,1886.0,2,MIA,3,2,1,2
105,5,0,2014-10-29,3,9,5,Rodney,6,4,True,Stuckey,0,PHI,2,16,971.0,1,IND,2,2,3,1
106,1,0,2014-10-29,4,11,8,Mike,0,0,False,Scott,0,TOR,5,20,1235.0,0,ATL,6,4,4,1
107,6,1,2014-10-29,5,12,5,Nicolas,4,4,True,Batum,0,OKC,2,16,2052.0,1,POR,5,2,5,2
108,2,0,2014-10-29,5,12,6,Goran,6,6,True,Dragic,0,LAL,2,18,1572.0,1,PHO,2,0,5,1
109,3,2,2014-10-29,4,22,9,Josh,11,7,False,Smith,1,DEN,5,25,2150.0,1,DET,3,0,5,2
110,3,1,2014-10-29,2,10,6,O.J.,2,2,False,Mayo,1,CHO,4,17,1454.0,0,MIL,6,3,3,1
111,4,1,2014-10-29,2,7,4,Kostas,0,0,False,Papanikolaou,0,UTA,0,12,1334.0,1,HOU,6,4,2,0
112,4,0,2014-10-29,0,9,6,Mo,4,4,False,Williams,0,MEM,3,18,1546.0,1,MIN,3,2,0,3
113,2,0,2014-10-29,2,11,6,Alec,6,5,True,Burks,1,HOU,2,18,2155.0,1,UTA,2,1,3,2
114,3,3,2014-10-29,9,15,6,Al,0,0,False,Horford,4,TOR,2,12,1866.0,1,ATL,0,0,13,1
115,6,0,2014-10-29,8,13,6,Donald,4,3,True,Sloan,2,PHI,3,16,2052.0,1,IND,4,1,10,4
116,11,0,2014-10-29,3,13,6,John,4,4,False,Wall,0,MIA,3,16,2241.0,2,WAS,2,0,3,6
117,0,1,2014-10-29,6,14,7,Marcin,5,4,False,Gortat,1,MIA,3,18,2414.0,0,WAS,0,0,7,0
118,0,2,2014-10-29,7,16,10,Dwight,3,2,False,Howard,3,UTA,6,22,1914.0,1,HOU,0,0,10,6
119,6,1,2014-10-29,2,14,4,Klay,10,9,False,Thompson,0,SAC,1,19,2279.0,2,GSW,8,2,2,5
120,1,0,2014-10-29,3,11,8,Drew,4,1,False,Gooden,2,MIA,3,18,2018.0,0,WAS,2,1,5,2
121,1,1,2014-10-29,4,2,2,Chris,4,3,True,Andersen,2,WAS,0,7,1450.0,2,MIA,0,0,6,0
122,6,0,2014-10-29,0,14,7,Mike,3,1,True,Conley,1,MIN,3,16,2039.0,1,MEM,4,1,1,1
123,2,4,2014-10-29,8,15,6,Al,3,2,True,Jefferson,2,MIL,4,14,2429.0,2,CHO,0,0,10,2
124,0,2,2014-10-29,3,11,4,Robin,4,3,True,Lopez,7,OKC,2,11,1944.0,1,POR,0,0,10,0
125,2,0,2014-10-29,1,7,3,Marcus,3,3,True,Smart,1,BRK,2,10,1669.0,4,BOS,4,1,2,0
126,2,0,2014-10-29,2,10,7,Lance,0,0,False,Thomas,1,POR,2,14,1871.0,0,OKC,0,0,3,0
127,5,0,2014-10-29,3,7,3,Derrick,8,7,False,Rose,0,NYK,2,13,1281.0,2,CHI,3,0,3,3
128,3,1,2014-10-29,3,11,5,Terrence,0,0,True,Ross,0,ATL,2,13,1697.0,1,TOR,5,3,3,0
129,0,0,2014-10-29,3,7,4,Otto,6,4,False,Porter,1,MIA,1,13,1410.0,1,WAS,3,1,4,0
130,1,0,2014-10-29,4,10,5,Shabazz,4,2,False,Muhammad,3,MEM,1,13,1355.0,1,MIN,2,1,7,1
131,0,1,2014-10-29,5,9,5,Amar'e,2,2,True,Stoudemire,3,CHI,3,12,1435.0,1,NYK,0,0,8,1
132,3,0,2014-10-29,8,16,4,DeMar,10,7,True,DeRozan,3,ATL,3,15,2098.0,6,TOR,1,0,11,5
133,2,2,2014-10-29,4,9,5,Jared,3,2,True,Sullinger,0,BRK,2,13,1697.0,0,BOS,3,1,4,1
134,2,0,2014-10-29,4,9,5,Doug,0,0,False,McDermott,1,NYK,2,12,1458.0,1,CHI,5,2,5,1
135,0,0,2014-10-29,1,9,6,Wayne,0,0,False,Ellington,0,PHO,1,13,1475.0,1,LAL,3,1,1,0
136,3,1,2014-10-29,0,11,5,Courtney,2,2,True,Lee,1,MIN,2,14,2130.0,2,MEM,4,2,1,3
137,2,0,2014-10-29,3,13,8,Marreese,0,0,False,Speights,2,SAC,2,16,1069.0,0,GSW,0,0,5,3
138,0,0,2014-10-29,3,10,6,Trevor,2,2,True,Booker,2,HOU,2,14,1392.0,0,UTA,1,0,5,1
139,1,3,2014-10-29,4,4,3,Gorgui,0,0,False,Dieng,4,MEM,1,6,1154.0,0,MIN,0,0,8,1
140,3,0,2014-10-29,4,19,7,Joe,5,3,False,Johnson,2,BOS,4,19,2067.0,1,BRK,5,2,6,2
141,3,0,2014-10-29,6,10,5,D.J.,4,3,False,Augustin,0,DEN,2,15,1692.0,0,DET,6,2,6,3
142,1,1,2014-10-29,4,8,5,Larry,0,0,False,Sanders,1,CHO,5,10,1569.0,2,MIL,0,0,5,0
143,10,1,2014-10-29,6,18,6,James,6,5,False,Harden,1,UTA,5,18,2291.0,0,HOU,5,1,7,6
144,0,2,2014-10-29,7,11,5,Timofey,5,3,True,Mozgov,4,DET,3,13,1527.0,0,DEN,2,0,11,2
145,1,1,2014-10-29,5,6,3,Giannis,3,3,False,Antetokounmpo,0,CHO,1,10,1440.0,0,MIL,1,1,5,0
146,2,0,2014-10-29,2,10,5,Markieff,1,1,True,Morris,1,LAL,3,12,1552.0,1,PHO,4,1,3,0
147,0,1,2014-10-29,4,7,5,Miles,0,0,True,Plumlee,2,LAL,5,10,1488.0,1,PHO,0,0,6,0
148,7,0,2014-10-29,6,11,3,Gordon,2,2,True,Hayward,2,HOU,1,8,2288.0,1,UTA,3,0,8,1
149,3,0,2014-10-29,8,7,4,Draymond,4,2,False,Green,2,SAC,2,12,2062.0,1,GSW,2,2,10,5
150,1,0,2014-10-29,1,11,5,Brandon,2,2,False,Davies,4,IND,3,12,1078.0,1,PHI,2,0,5,1
151,2,0,2014-10-29,2,9,5,Jarrett,2,1,False,Jack,0,BOS,1,11,1805.0,2,BRK,0,0,2,1
152,2,1,2014-10-29,5,10,6,Chris,0,0,True,Kaman,1,OKC,2,12,1290.0,0,POR,0,0,6,2
153,2,0,2014-10-29,5,9,4,Patrick,0,0,True,Patterson,0,ATL,1,10,1427.0,1,TOR,7,2,5,0
154,5,1,2014-10-29,6,9,5,Evan,1,0,True,Turner,1,BRK,3,10,1417.0,1,BOS,1,0,7,3
155,1,1,2014-10-29,6,10,5,Andre,4,1,False,Drummond,3,DEN,6,11,1623.0,2,DET,0,0,9,1
156,3,0,2014-10-29,2,13,5,Carmelo,4,3,True,Anthony,2,CHI,1,14,1728.0,1,NYK,3,1,4,3
157,1,1,2014-10-29,2,8,4,Luol,5,4,True,Deng,2,WAS,2,12,1818.0,0,MIA,2,0,4,2
158,5,0,2014-10-29,5,13,4,Paul,9,5,False,Millsap,5,TOR,3,13,1928.0,1,ATL,2,0,10,4
159,2,1,2014-10-29,5,15,7,Khris,5,3,False,Middleton,1,CHO,2,17,2156.0,0,MIL,2,0,6,4
160,0,1,2014-10-29,3,3,2,Kendrick,0,0,False,Perkins,5,POR,2,4,1235.0,1,OKC,0,0,8,0
161,2,1,2014-10-29,1,7,2,Wesley,5,5,False,Johnson,0,PHO,1,9,1701.0,1,LAL,1,0,1,0
162,2,2,2014-10-29,4,5,3,Lavoy,0,0,True,Allen,1,PHI,4,6,1207.0,1,IND,0,0,5,0
163,1,0,2014-10-29,8,14,4,DeMarcus,18,12,True,Cousins,3,GSW,5,20,1847.0,1,SAC,0,0,11,6
164,1,2,2014-10-29,2,5,4,Terrence,0,0,False,Jones,1,UTA,5,9,1573.0,0,HOU,1,1,3,1
165,0,0,2014-10-29,2,5,3,Carl,2,2,True,Landry,5,GSW,1,8,1043.0,0,SAC,0,0,7,2
166,3,0,2014-10-29,2,11,5,Greivis,0,0,True,Vasquez,0,ATL,4,12,1039.0,0,TOR,6,2,2,0
167,1,0,2014-10-29,3,16,6,Arron,3,1,True,Afflalo,1,DET,1,15,2389.0,1,DEN,5,2,4,1
168,0,1,2014-10-29,0,6,4,Marcus,1,1,True,Thornton,0,BRK,2,10,858.0,0,BOS,2,1,0,0
169,0,0,2014-10-29,1,2,2,Cory,6,4,False,Jefferson,1,BOS,1,8,529.0,0,BRK,0,0,2,0
170,2,0,2014-10-29,5,4,3,Steven,3,2,False,Adams,2,POR,3,8,1597.0,2,OKC,0,0,7,4
171,5,0,2014-10-29,3,7,2,Ronnie,2,1,False,Price,0,PHO,2,6,1777.0,2,LAL,3,1,3,0
172,2,3,2014-10-29,2,5,2,Samuel,2,2,True,Dalembert,2,CHI,2,6,1191.0,0,NYK,0,0,4,1
173,2,0,2014-10-29,6,7,2,Jordan,2,2,False,Hill,5,PHO,4,6,1526.0,0,LAL,0,0,11,0
174,2,0,2014-10-29,2,5,2,Hollis,0,0,False,Thompson,1,IND,5,5,1710.0,4,PHI,2,1,3,0
175,4,0,2014-10-29,0,16,6,Trey,4,3,True,Burke,1,HOU,1,15,2303.0,0,UTA,4,0,1,2
176,5,0,2014-10-29,3,8,4,Tony,0,0,True,Allen,0,MIN,4,8,1993.0,3,MEM,0,0,3,3
177,0,0,2014-10-29,1,6,3,Cody,5,5,True,Zeller,1,MIL,3,11,1189.0,1,CHO,0,0,2,2
178,5,0,2014-10-29,2,10,3,Damian,2,2,True,Lillard,0,OKC,4,10,1778.0,1,POR,7,2,2,1
179,3,0,2014-10-29,2,4,1,Pablo,3,2,True,Prigioni,0,CHI,1,4,1039.0,3,NYK,3,0,2,0
180,8,0,2014-10-29,10,12,3,Lance,2,1,True,Stephenson,3,MIL,4,7,2395.0,0,CHO,2,0,13,2
181,0,0,2014-10-29,2,7,4,DeMarre,0,0,False,Carroll,1,TOR,4,10,1912.0,0,ATL,3,2,3,0
182,1,0,2014-10-29,1,10,5,Chris,2,1,False,Johnson,0,IND,1,12,1932.0,1,PHI,4,1,1,2
183,0,1,2014-10-29,7,15,5,Rudy,5,4,True,Gay,2,GSW,3,14,2010.0,1,SAC,2,0,9,3
184,0,1,2014-10-29,1,3,3,Ersan,0,0,False,Ilyasova,0,CHO,5,6,706.0,2,MIL,0,0,1,0
185,2,1,2014-10-29,2,1,1,Jared,0,0,False,Dudley,0,CHO,1,3,1570.0,2,MIL,1,1,2,1
186,2,1,2014-10-29,2,11,4,Chris,2,1,True,Copeland,0,PHI,1,11,1571.0,0,IND,7,2,2,1
187,0,0,2014-10-29,0,13,7,Avery,0,0,True,Bradley,0,BRK,5,15,1813.0,0,BOS,3,1,0,1
188,2,0,2014-10-29,3,9,5,Luis,2,0,True,Scola,3,PHI,4,10,1484.0,2,IND,0,0,6,4
189,3,0,2014-10-29,6,8,5,Kevin,0,0,False,Garnett,0,BOS,2,10,1361.0,0,BRK,0,0,6,4
190,3,0,2014-10-29,2,6,2,Shane,2,2,True,Larkin,0,CHI,2,6,1535.0,1,NYK,2,0,2,0
191,7,0,2014-10-29,3,12,5,Ricky,3,2,False,Rubio,3,MEM,4,12,2148.0,1,MIN,0,0,6,7
192,1,0,2014-10-29,1,7,4,Brandon,0,0,True,Bass,1,BRK,0,8,949.0,2,BOS,1,0,2,3
193,1,0,2014-10-29,4,9,3,Jabari,2,2,False,Parker,0,CHO,1,8,2213.0,1,MIL,0,0,4,0
194,2,0,2014-10-29,6,4,3,Andre,0,0,False,Roberson,1,POR,5,6,2096.0,1,OKC,0,0,7,2
195,0,4,2014-10-29,5,2,2,Andrew,0,0,False,Bogut,0,SAC,4,4,1084.0,0,GSW,0,0,5,1
196,1,0,2014-10-29,7,2,1,Nikola,2,2,False,Mirotic,0,NYK,2,5,917.0,1,CHI,2,1,7,2
197,0,0,2014-10-29,5,2,2,Anthony,2,1,True,Tolliver,1,LAL,3,7,706.0,0,PHO,2,2,6,2
198,1,0,2014-10-29,1,4,3,Tyler,0,0,True,Zeller,0,BRK,1,6,362.0,0,BOS,0,0,1,0
199,0,1,2014-10-29,1,2,2,Tyler,1,1,True,Hansbrough,1,ATL,3,5,1212.0,0,TOR,0,0,2,0
200,2,2,2014-10-29,4,3,1,Solomon,0,0,True,Hill,2,PHI,2,3,1350.0,0,IND,2,1,6,1
201,1,1,2014-10-29,6,4,2,Ian,0,0,True,Mahinmi,3,PHI,1,4,948.0,0,IND,0,0,9,2
202,0,2,2014-10-29,0,3,2,John,2,1,False,Henson,0,CHO,0,5,744.0,0,MIL,0,0,0,0
203,0,0,2014-10-29,1,10,4,Kirk,1,1,False,Hinrich,0,NYK,3,12,1422.0,1,CHI,7,3,1,2
204,3,0,2014-10-29,0,4,2,Brian,0,0,True,Roberts,0,MIL,1,4,841.0,1,CHO,1,0,0,0
205,2,0,2014-10-29,1,17,6,C.J.,1,1,True,Miles,0,PHI,4,15,1991.0,0,IND,8,2,1,1
206,1,0,2014-10-29,3,6,1,Wilson,4,4,True,Chandler,0,DET,1,7,1422.0,2,DEN,4,1,3,2
207,1,0,2014-10-29,0,3,2,Dante,0,0,True,Exum,0,HOU,0,5,577.0,1,UTA,1,1,0,1
208,2,1,2014-10-29,3,8,1,Danilo,4,4,True,Gallinari,0,DET,1,7,1098.0,1,DEN,5,1,3,1
209,2,0,2014-10-29,3,2,1,Cole,0,0,True,Aldrich,4,CHI,2,2,1019.0,0,NYK,0,0,7,1
210,4,0,2014-10-29,4,7,3,Mario,1,1,True,Chalmers,0,WAS,5,8,1529.0,1,MIA,3,1,4,3
211,0,0,2014-10-29,3,9,4,Henry,2,2,False,Sims,1,IND,4,10,1409.0,0,PHI,0,0,4,1
212,1,1,2014-10-29,5,8,2,Garrett,0,0,False,Temple,2,MIA,1,6,1855.0,2,WAS,6,2,7,3
213,1,0,2014-10-29,1,4,2,Robert,2,2,False,Sacre,0,PHO,0,6,720.0,0,LAL,0,0,1,1
214,1,0,2014-10-29,4,10,3,Harrison,5,3,False,Barnes,2,SAC,2,9,1730.0,0,GSW,3,0,6,1
215,2,4,2014-10-29,6,11,4,Serge,2,1,False,Ibaka,2,POR,5,10,1712.0,0,OKC,3,1,8,5
216,2,0,2014-10-29,2,6,3,Patrick,0,0,False,Beverley,0,UTA,3,7,1839.0,1,HOU,3,1,2,2
