,home_team_name,home_team_score,start_time,visiting_team_name,visiting_team_score
361,Toronto Raptors,95,2014-12-16 00:30:00,Orlando Magic,82
362,Brooklyn Nets,91,2014-12-17 00:30:00,Miami Heat,95
363,Memphis Grizzlies,105,2014-12-17 01:00:00,Golden State Warriors,98
364,New Orleans Pelicans,119,2014-12-17 01:00:00,Utah Jazz,111
365,New York Knicks,87,2014-12-17 01:00:00,Dallas Mavericks,107
366,Sacramento Kings,92,2014-12-17 03:30:00,Oklahoma City Thunder,104
367,Washington Wizards,109,2014-12-17 00:00:00,Minnesota Timberwolves,95
368,Boston Celtics,109,2014-12-18 00:30:00,Orlando Magic,92
369,Charlotte Hornets,106,2014-12-18 00:00:00,Phoenix Suns,111
370,Cleveland Cavaliers,98,2014-12-18 00:00:00,Atlanta Hawks,127
371,Denver Nuggets,111,2014-12-18 03:30:00,Houston Rockets,115
372,Detroit Pistons,106,2014-12-18 00:30:00,Dallas Mavericks,117
373,Los Angeles Clippers,102,2014-12-18 03:30:00,Indiana Pacers,100
374,Miami Heat,87,2014-12-18 00:30:00,Utah Jazz,105
375,Portland Trail Blazers,104,2014-12-18 03:00:00,Milwaukee Bucks,97
376,San Antonio Spurs,116,2014-12-18 01:30:00,Memphis Grizzlies,117
377,Toronto Raptors,105,2014-12-18 01:00:00,Brooklyn Nets,89
378,Chicago Bulls,103,2014-12-19 01:00:00,New York Knicks,97
379,Golden State Warriors,114,2014-12-19 03:30:00,Oklahoma City Thunder,109
380,Houston Rockets,90,2014-12-19 01:30:00,New Orleans Pelicans,99
381,Sacramento Kings,107,2014-12-19 03:00:00,Milwaukee Bucks,108
382,Boston Celtics,114,2014-12-20 00:30:00,Minnesota Timberwolves,98
383,Cleveland Cavaliers,95,2014-12-20 00:30:00,Brooklyn Nets,91
384,Denver Nuggets,109,2014-12-20 02:00:00,Los Angeles Clippers,106
385,Detroit Pistons,100,2014-12-20 00:30:00,Toronto Raptors,110
386,Los Angeles Lakers,103,2014-12-20 03:30:00,Oklahoma City Thunder,104
387,Memphis Grizzlies,97,2014-12-20 01:00:00,Chicago Bulls,103
388,Miami Heat,103,2014-12-20 00:30:00,Washington Wizards,105
389,Orlando Magic,94,2014-12-20 00:00:00,Utah Jazz,101
390,Philadelphia 76ers,91,2014-12-20 00:00:00,Charlotte Hornets,109
391,San Antonio Spurs,119,2014-12-20 01:00:00,Portland Trail Blazers,129
392,Charlotte Hornets,104,2014-12-21 00:00:00,Utah Jazz,86
393,Dallas Mavericks,99,2014-12-21 01:30:00,San Antonio Spurs,93
394,Denver Nuggets,76,2014-12-21 02:00:00,Indiana Pacers,73
395,Houston Rockets,97,2014-12-21 01:00:00,Atlanta Hawks,104
396,Los Angeles Clippers,106,2014-12-21 03:30:00,Milwaukee Bucks,102
397,New Orleans Pelicans,88,2014-12-21 00:00:00,Portland Trail Blazers,114
398,New York Knicks,90,2014-12-20 18:00:00,Phoenix Suns,99
399,Brooklyn Nets,110,2014-12-21 23:00:00,Detroit Pistons,105
400,Cleveland Cavaliers,105,2014-12-21 21:30:00,Memphis Grizzlies,91
401,Miami Heat,100,2014-12-21 23:00:00,Boston Celtics,84
402,Minnesota Timberwolves,96,2014-12-22 00:00:00,Indiana Pacers,100
403,Oklahoma City Thunder,99,2014-12-22 00:00:00,New Orleans Pelicans,101
404,Orlando Magic,88,2014-12-21 23:00:00,Philadelphia 76ers,96
405,Sacramento Kings,108,2014-12-21 23:00:00,Los Angeles Lakers,101
406,Toronto Raptors,118,2014-12-21 20:30:00,New York Knicks,108
407,Washington Wizards,92,2014-12-21 23:00:00,Phoenix Suns,104
408,Chicago Bulls,129,2014-12-23 01:00:00,Toronto Raptors,120
409,Charlotte Hornets,110,2014-12-23 00:00:00,Denver Nuggets,82
410,Dallas Mavericks,102,2014-12-23 01:30:00,Atlanta Hawks,105
411,Golden State Warriors,128,2014-12-23 03:30:00,Sacramento Kings,108
412,Houston Rockets,110,2014-12-23 01:00:00,Portland Trail Blazers,95
413,Memphis Grizzlies,91,2014-12-23 01:00:00,Utah Jazz,97
414,San Antonio Spurs,125,2014-12-23 01:30:00,Los Angeles Clippers,118
415,Atlanta Hawks,107,2014-12-24 00:30:00,Los Angeles Clippers,104
416,Brooklyn Nets,102,2014-12-24 00:30:00,Denver Nuggets,96
417,Cleveland Cavaliers,125,2014-12-24 00:00:00,Minnesota Timberwolves,104
418,Indiana Pacers,96,2014-12-24 00:00:00,New Orleans Pelicans,84
419,Los Angeles Lakers,115,2014-12-24 03:30:00,Golden State Warriors,105
420,Miami Heat,87,2014-12-24 00:30:00,Philadelphia 76ers,91
421,Milwaukee Bucks,101,2014-12-24 01:00:00,Charlotte Hornets,108
422,Oklahoma City Thunder,111,2014-12-24 01:00:00,Portland Trail Blazers,115
423,Orlando Magic,100,2014-12-24 00:00:00,Boston Celtics,95
424,Phoenix Suns,124,2014-12-24 02:00:00,Dallas Mavericks,115
425,Washington Wizards,91,2014-12-24 00:00:00,Chicago Bulls,99
426,Chicago Bulls,113,2014-12-26 01:00:00,Los Angeles Lakers,93
427,Los Angeles Clippers,100,2014-12-26 03:30:00,Golden State Warriors,86
428,Miami Heat,101,2014-12-25 22:00:00,Cleveland Cavaliers,91
429,New York Knicks,91,2014-12-25 17:00:00,Washington Wizards,102
430,San Antonio Spurs,106,2014-12-25 19:30:00,Oklahoma City Thunder,114
431,Atlanta Hawks,77,2014-12-27 00:30:00,Milwaukee Bucks,107
432,Boston Celtics,107,2014-12-26 18:00:00,Brooklyn Nets,109
433,Dallas Mavericks,102,2014-12-27 01:30:00,Los Angeles Lakers,98
434,Denver Nuggets,106,2014-12-27 02:00:00,Minnesota Timberwolves,102
435,Detroit Pistons,119,2014-12-27 00:30:00,Indiana Pacers,109
436,Memphis Grizzlies,111,2014-12-27 01:00:00,Houston Rockets,117
437,New Orleans Pelicans,97,2014-12-27 01:00:00,San Antonio Spurs,90
438,Oklahoma City Thunder,98,2014-12-27 01:00:00,Charlotte Hornets,75
439,Orlando Magic,89,2014-12-27 00:00:00,Cleveland Cavaliers,98
440,Portland Trail Blazers,114,2014-12-27 03:00:00,Philadelphia 76ers,93
441,Sacramento Kings,106,2014-12-27 03:00:00,Phoenix Suns,115
442,Brooklyn Nets,85,2014-12-28 01:00:00,Indiana Pacers,110
443,Chicago Bulls,107,2014-12-28 01:00:00,New Orleans Pelicans,100
444,Charlotte Hornets,94,2014-12-28 00:00:00,Orlando Magic,102
445,Golden State Warriors,110,2014-12-28 03:30:00,Minnesota Timberwolves,97
446,Los Angeles Clippers,98,2014-12-27 20:30:00,Toronto Raptors,110
447,Miami Heat,95,2014-12-28 00:30:00,Memphis Grizzlies,103
448,Milwaukee Bucks,85,2014-12-28 01:30:00,Atlanta Hawks,90
449,Sacramento Kings,135,2014-12-28 03:00:00,New York Knicks,129
450,Utah Jazz,88,2014-12-28 02:00:00,Philadelphia 76ers,71
451,Washington Wizards,101,2014-12-28 00:00:00,Boston Celtics,88
452,Cleveland Cavaliers,80,2014-12-28 21:30:00,Detroit Pistons,103
453,Dallas Mavericks,112,2014-12-29 00:30:00,Oklahoma City Thunder,107
454,Denver Nuggets,102,2014-12-29 02:00:00,Toronto Raptors,116
455,Los Angeles Lakers,107,2014-12-29 02:30:00,Phoenix Suns,116
456,Portland Trail Blazers,101,2014-12-29 02:00:00,New York Knicks,79
457,San Antonio Spurs,110,2014-12-29 00:00:00,Houston Rockets,106
458,Brooklyn Nets,107,2014-12-30 00:30:00,Sacramento Kings,99
459,Charlotte Hornets,94,2014-12-30 00:00:00,Milwaukee Bucks,104
460,Houston Rockets,103,2014-12-30 01:00:00,Washington Wizards,104
461,Indiana Pacers,90,2014-12-30 00:00:00,Chicago Bulls,92
462,Los Angeles Clippers,101,2014-12-30 03:30:00,Utah Jazz,97
463,Miami Heat,101,2014-12-30 00:30:00,Orlando Magic,102
464,Atlanta Hawks,109,2014-12-31 00:30:00,Cleveland Cavaliers,101
465,Chicago Bulls,82,2014-12-31 01:00:00,Brooklyn Nets,96
466,Dallas Mavericks,114,2014-12-31 01:30:00,Washington Wizards,87
467,Denver Nuggets,103,2014-12-31 02:00:00,Los Angeles Lakers,111
468,Golden State Warriors,126,2014-12-31 03:30:00,Philadelphia 76ers,86
469,Memphis Grizzlies,95,2014-12-31 01:00:00,San Antonio Spurs,87
470,New Orleans Pelicans,110,2014-12-31 01:00:00,Phoenix Suns,106
471,Orlando Magic,86,2014-12-31 00:00:00,Detroit Pistons,109
472,Portland Trail Blazers,102,2014-12-31 03:00:00,Toronto Raptors,97
473,Utah Jazz,100,2014-12-31 02:00:00,Minnesota Timberwolves,94
474,Boston Celtics,106,2014-12-31 18:00:00,Sacramento Kings,84
475,Cleveland Cavaliers,80,2015-01-01 00:00:00,Milwaukee Bucks,96
476,Houston Rockets,102,2015-01-01 00:00:00,Charlotte Hornets,83
477,Indiana Pacers,106,2014-12-31 20:00:00,Miami Heat,95
478,Los Angeles Clippers,99,2014-12-31 23:00:00,New York Knicks,78
479,Oklahoma City Thunder,137,2015-01-01 01:00:00,Phoenix Suns,134
480,San Antonio Spurs,95,2015-01-01 00:00:00,New Orleans Pelicans,93
481,Chicago Bulls,106,2015-01-02 01:00:00,Denver Nuggets,101
482,Minnesota Timberwolves,107,2015-01-02 01:00:00,Sacramento Kings,110
483,Boston Celtics,101,2015-01-03 00:30:00,Dallas Mavericks,119
484,Charlotte Hornets,87,2015-01-03 00:00:00,Cleveland Cavaliers,91
485,Golden State Warriors,126,2015-01-03 03:30:00,Toronto Raptors,105
486,Los Angeles Lakers,106,2015-01-03 03:30:00,Memphis Grizzlies,109
487,Milwaukee Bucks,91,2015-01-03 01:30:00,Indiana Pacers,94
488,New Orleans Pelicans,111,2015-01-03 01:00:00,Houston Rockets,83
489,New York Knicks,81,2015-01-03 00:30:00,Detroit Pistons,97
490,Oklahoma City Thunder,109,2015-01-03 01:00:00,Washington Wizards,102
491,Orlando Magic,98,2015-01-03 00:00:00,Brooklyn Nets,100
492,Phoenix Suns,112,2015-01-03 02:00:00,Philadelphia 76ers,96
493,Utah Jazz,92,2015-01-03 02:00:00,Atlanta Hawks,98
494,Chicago Bulls,109,2015-01-04 01:00:00,Boston Celtics,104
495,Denver Nuggets,114,2015-01-04 02:00:00,Memphis Grizzlies,85
496,Houston Rockets,115,2015-01-04 01:00:00,Miami Heat,79
497,Los Angeles Clippers,127,2015-01-04 03:30:00,Philadelphia 76ers,91
498,Minnesota Timberwolves,89,2015-01-04 01:00:00,Utah Jazz,101
499,Orlando Magic,90,2015-01-04 00:00:00,Charlotte Hornets,98
500,Portland Trail Blazers,107,2015-01-04 03:00:00,Atlanta Hawks,115
501,San Antonio Spurs,101,2015-01-04 01:30:00,Washington Wizards,92
502,Cleveland Cavaliers,90,2015-01-04 18:00:00,Dallas Mavericks,109
503,Detroit Pistons,114,2015-01-04 23:00:00,Sacramento Kings,95
504,Los Angeles Lakers,88,2015-01-05 02:30:00,Indiana Pacers,87
505,Miami Heat,88,2015-01-04 23:00:00,Brooklyn Nets,84
506,New York Knicks,82,2015-01-05 00:30:00,Milwaukee Bucks,95
507,Phoenix Suns,125,2015-01-05 01:00:00,Toronto Raptors,109
508,Boston Celtics,95,2015-01-06 00:30:00,Charlotte Hornets,104
509,Brooklyn Nets,88,2015-01-06 00:30:00,Dallas Mavericks,96
510,Chicago Bulls,114,2015-01-06 01:00:00,Houston Rockets,105
511,Golden State Warriors,117,2015-01-06 03:30:00,Oklahoma City Thunder,91
512,Los Angeles Clippers,98,2015-01-06 03:30:00,Atlanta Hawks,107
513,Memphis Grizzlies,105,2015-01-06 01:00:00,New York Knicks,83
514,Minnesota Timberwolves,101,2015-01-06 01:00:00,Denver Nuggets,110
515,New Orleans Pelicans,85,2015-01-06 01:00:00,Washington Wizards,92
516,Philadelphia 76ers,95,2015-01-06 00:00:00,Cleveland Cavaliers,92
517,Portland Trail Blazers,98,2015-01-06 03:00:00,Los Angeles Lakers,94
518,Utah Jazz,101,2015-01-06 02:00:00,Indiana Pacers,105
519,Milwaukee Bucks,96,2015-01-07 01:00:00,Phoenix Suns,102
520,San Antonio Spurs,104,2015-01-07 01:30:00,Detroit Pistons,105
521,Atlanta Hawks,96,2015-01-08 00:30:00,Memphis Grizzlies,86
522,Brooklyn Nets,81,2015-01-08 00:30:00,Boston Celtics,89
523,Chicago Bulls,77,2015-01-08 01:00:00,Utah Jazz,97
524,Charlotte Hornets,98,2015-01-08 00:00:00,New Orleans Pelicans,94
525,Cleveland Cavaliers,93,2015-01-08 00:00:00,Houston Rockets,105
526,Dallas Mavericks,95,2015-01-08 01:30:00,Detroit Pistons,108
527,Denver Nuggets,93,2015-01-08 02:00:00,Orlando Magic,90
528,Golden State Warriors,117,2015-01-08 03:30:00,Indiana Pacers,102
529,Los Angeles Clippers,114,2015-01-08 03:30:00,Los Angeles Lakers,89
530,Minnesota Timberwolves,111,2015-01-08 02:30:00,Phoenix Suns,113
531,Philadelphia 76ers,77,2015-01-08 00:00:00,Milwaukee Bucks,97
532,Sacramento Kings,104,2015-01-08 03:00:00,Oklahoma City Thunder,83
533,Washington Wizards,101,2015-01-08 00:00:00,New York Knicks,91
534,New York Knicks,96,2015-01-09 01:00:00,Houston Rockets,120
535,Portland Trail Blazers,99,2015-01-09 03:30:00,Miami Heat,83
536,Toronto Raptors,95,2015-01-09 00:30:00,Charlotte Hornets,103
537,Brooklyn Nets,88,2015-01-10 00:30:00,Philadelphia 76ers,90
538,Detroit Pistons,103,2015-01-10 00:30:00,Atlanta Hawks,106
539,Golden State Warriors,112,2015-01-10 03:30:00,Cleveland Cavaliers,94
540,Indiana Pacers,107,2015-01-10 00:00:00,Boston Celtics,103
541,Los Angeles Lakers,101,2015-01-10 03:30:00,Orlando Magic,84
542,Milwaukee Bucks,98,2015-01-10 01:30:00,Minnesota Timberwolves,84
543,New Orleans Pelicans,106,2015-01-10 01:00:00,Memphis Grizzlies,95
544,Oklahoma City Thunder,99,2015-01-10 01:00:00,Utah Jazz,94
545,Sacramento Kings,108,2015-01-10 03:00:00,Denver Nuggets,118
546,San Antonio Spurs,100,2015-01-10 01:30:00,Phoenix Suns,95
547,Washington Wizards,102,2015-01-10 01:00:00,Chicago Bulls,86
548,Chicago Bulls,95,2015-01-11 01:00:00,Milwaukee Bucks,87
549,Detroit Pistons,98,2015-01-11 00:30:00,Brooklyn Nets,93
550,Houston Rockets,97,2015-01-11 01:00:00,Utah Jazz,82
551,Los Angeles Clippers,120,2015-01-10 20:30:00,Dallas Mavericks,100
552,Minnesota Timberwolves,93,2015-01-11 01:00:00,San Antonio Spurs,108
553,New York Knicks,82,2015-01-10 18:00:00,Charlotte Hornets,110
554,Philadelphia 76ers,93,2015-01-11 00:30:00,Indiana Pacers,92
555,Portland Trail Blazers,103,2015-01-11 03:00:00,Orlando Magic,92
556,Toronto Raptors,109,2015-01-11 00:30:00,Boston Celtics,96
557,Atlanta Hawks,120,2015-01-11 20:00:00,Washington Wizards,89
558,Los Angeles Clippers,90,2015-01-11 20:30:00,Miami Heat,104
559,Los Angeles Lakers,94,2015-01-12 02:30:00,Portland Trail Blazers,106
560,Memphis Grizzlies,122,2015-01-11 23:00:00,Phoenix Suns,110
561,Sacramento Kings,103,2015-01-12 02:00:00,Cleveland Cavaliers,84
562,Boston Celtics,108,2015-01-13 00:30:00,New Orleans Pelicans,100
563,Brooklyn Nets,99,2015-01-13 00:30:00,Houston Rockets,113
564,Chicago Bulls,114,2015-01-13 01:00:00,Orlando Magic,121
565,Toronto Raptors,111,2015-01-13 00:30:00,Detroit Pistons,114
566,Indiana Pacers,101,2015-01-14 00:00:00,Minnesota Timberwolves,110
567,Los Angeles Lakers,75,2015-01-14 03:30:00,Miami Heat,78
568,Philadelphia 76ers,87,2015-01-14 00:00:00,Atlanta Hawks,105
569,Phoenix Suns,107,2015-01-14 02:00:00,Cleveland Cavaliers,100
570,Sacramento Kings,104,2015-01-14 03:00:00,Dallas Mavericks,108
571,Utah Jazz,105,2015-01-14 02:00:00,Golden State Warriors,116
572,Washington Wizards,101,2015-01-14 00:00:00,San Antonio Spurs,93
573,Boston Celtics,91,2015-01-15 01:00:00,Atlanta Hawks,105
574,Brooklyn Nets,92,2015-01-15 00:30:00,Memphis Grizzlies,103
575,Chicago Bulls,99,2015-01-15 01:00:00,Washington Wizards,105
576,Charlotte Hornets,93,2015-01-15 00:00:00,San Antonio Spurs,98
577,Denver Nuggets,114,2015-01-15 02:00:00,Dallas Mavericks,107
578,Detroit Pistons,94,2015-01-15 00:30:00,New Orleans Pelicans,105
579,Golden State Warriors,104,2015-01-15 03:30:00,Miami Heat,89
580,Orlando Magic,120,2015-01-15 00:00:00,Houston Rockets,113
581,Portland Trail Blazers,94,2015-01-15 03:30:00,Los Angeles Clippers,100
582,Toronto Raptors,100,2015-01-15 00:30:00,Philadelphia 76ers,84
583,Houston Rockets,112,2015-01-16 01:00:00,Oklahoma City Thunder,101
584,Los Angeles Lakers,102,2015-01-16 03:30:00,Cleveland Cavaliers,109
585,Milwaukee Bucks,95,2015-01-15 20:00:00,New York Knicks,79
586,Boston Celtics,103,2015-01-17 00:30:00,Chicago Bulls,119
587,Dallas Mavericks,97,2015-01-17 01:30:00,Denver Nuggets,89
588,Indiana Pacers,96,2015-01-17 00:00:00,Detroit Pistons,98
589,Los Angeles Clippers,121,2015-01-17 03:30:00,Cleveland Cavaliers,126
590,Oklahoma City Thunder,127,2015-01-17 01:00:00,Golden State Warriors,115
591,Orlando Magic,96,2015-01-17 00:00:00,Memphis Grizzlies,106
592,Philadelphia 76ers,96,2015-01-17 00:00:00,New Orleans Pelicans,81
593,Phoenix Suns,110,2015-01-17 02:00:00,Minnesota Timberwolves,99
594,Sacramento Kings,83,2015-01-17 03:00:00,Miami Heat,95
595,San Antonio Spurs,110,2015-01-17 01:30:00,Portland Trail Blazers,96
596,Toronto Raptors,89,2015-01-17 00:30:00,Atlanta Hawks,110
597,Utah Jazz,94,2015-01-17 02:00:00,Los Angeles Lakers,85
598,Washington Wizards,80,2015-01-17 00:00:00,Brooklyn Nets,102
599,Brooklyn Nets,90,2015-01-18 01:00:00,Washington Wizards,99
600,Chicago Bulls,99,2015-01-18 01:00:00,Atlanta Hawks,107
601,Charlotte Hornets,80,2015-01-18 00:00:00,Indiana Pacers,71
602,Denver Nuggets,105,2015-01-18 02:00:00,Minnesota Timberwolves,113
603,Detroit Pistons,107,2015-01-18 00:30:00,Philadelphia 76ers,89
604,Houston Rockets,106,2015-01-18 01:00:00,Golden State Warriors,131
605,Memphis Grizzlies,102,2015-01-18 02:00:00,Portland Trail Blazers,98
606,Sacramento Kings,108,2015-01-18 03:00:00,Los Angeles Clippers,117
607,Orlando Magic,99,2015-01-18 23:00:00,Oklahoma City Thunder,127
608,San Antonio Spurs,89,2015-01-19 00:00:00,Utah Jazz,69
609,Toronto Raptors,93,2015-01-18 20:30:00,New Orleans Pelicans,95
610,Atlanta Hawks,93,2015-01-19 19:30:00,Detroit Pistons,82
611,Charlotte Hornets,105,2015-01-19 19:00:00,Minnesota Timberwolves,80
612,Cleveland Cavaliers,108,2015-01-20 00:30:00,Chicago Bulls,94
613,Golden State Warriors,122,2015-01-19 21:00:00,Denver Nuggets,79
614,Houston Rockets,110,2015-01-19 22:30:00,Indiana Pacers,98
615,Los Angeles Clippers,102,2015-01-19 20:30:00,Boston Celtics,93
616,Memphis Grizzlies,95,2015-01-19 22:00:00,Dallas Mavericks,103
617,Milwaukee Bucks,89,2015-01-20 01:00:00,Toronto Raptors,92
618,New York Knicks,99,2015-01-19 22:30:00,New Orleans Pelicans,92
619,Phoenix Suns,115,2015-01-20 03:00:00,Los Angeles Lakers,100
620,Portland Trail Blazers,98,2015-01-20 03:00:00,Sacramento Kings,94
621,Washington Wizards,111,2015-01-19 19:00:00,Philadelphia 76ers,76
622,Denver Nuggets,99,2015-01-21 02:00:00,San Antonio Spurs,109
623,Miami Heat,86,2015-01-21 00:30:00,Oklahoma City Thunder,94
624,Atlanta Hawks,110,2015-01-22 00:30:00,Indiana Pacers,91
625,Charlotte Hornets,78,2015-01-22 00:00:00,Miami Heat,76
626,Cleveland Cavaliers,106,2015-01-22 00:00:00,Utah Jazz,92
627,Detroit Pistons,128,2015-01-22 00:30:00,Orlando Magic,118
628,Golden State Warriors,126,2015-01-22 03:30:00,Houston Rockets,113
629,Memphis Grizzlies,92,2015-01-22 01:00:00,Toronto Raptors,86
630,Minnesota Timberwolves,75,2015-01-22 01:00:00,Dallas Mavericks,98
631,New Orleans Pelicans,96,2015-01-22 01:00:00,Los Angeles Lakers,80
632,Philadelphia 76ers,91,2015-01-22 00:00:00,New York Knicks,98
633,Phoenix Suns,118,2015-01-22 02:00:00,Portland Trail Blazers,113
634,Sacramento Kings,100,2015-01-22 03:00:00,Brooklyn Nets,103
635,Washington Wizards,103,2015-01-22 01:00:00,Oklahoma City Thunder,105
636,Chicago Bulls,104,2015-01-23 01:00:00,San Antonio Spurs,81
637,Los Angeles Clippers,123,2015-01-23 03:30:00,Brooklyn Nets,84
638,Milwaukee Bucks,99,2015-01-23 01:00:00,Utah Jazz,101
639,Portland Trail Blazers,89,2015-01-23 03:00:00,Boston Celtics,90
640,Atlanta Hawks,103,2015-01-24 00:30:00,Oklahoma City Thunder,93
641,Cleveland Cavaliers,129,2015-01-24 00:30:00,Charlotte Hornets,90
642,Dallas Mavericks,98,2015-01-24 01:00:00,Chicago Bulls,102
643,Denver Nuggets,99,2015-01-24 02:00:00,Boston Celtics,100
644,Golden State Warriors,126,2015-01-24 03:30:00,Sacramento Kings,101
645,Miami Heat,89,2015-01-24 00:30:00,Indiana Pacers,87
646,Minnesota Timberwolves,84,2015-01-24 01:00:00,New Orleans Pelicans,92
647,New York Knicks,113,2015-01-24 00:30:00,Orlando Magic,106
648,Philadelphia 76ers,86,2015-01-24 00:00:00,Toronto Raptors,91
649,Phoenix Suns,111,2015-01-24 02:00:00,Houston Rockets,113
650,San Antonio Spurs,99,2015-01-24 01:30:00,Los Angeles Lakers,85
651,Charlotte Hornets,76,2015-01-25 00:00:00,New York Knicks,71
652,Memphis Grizzlies,101,2015-01-25 01:00:00,Philadelphia 76ers,83
653,Milwaukee Bucks,101,2015-01-25 00:30:00,Detroit Pistons,86
654,Portland Trail Blazers,103,2015-01-25 03:00:00,Washington Wizards,96
655,Utah Jazz,108,2015-01-25 02:00:00,Brooklyn Nets,73
656,Atlanta Hawks,112,2015-01-25 23:00:00,Minnesota Timberwolves,100
657,Chicago Bulls,84,2015-01-25 18:00:00,Miami Heat,96
658,Cleveland Cavaliers,108,2015-01-25 20:30:00,Oklahoma City Thunder,98
659,Denver Nuggets,115,2015-01-26 01:00:00,Washington Wizards,117
660,Golden State Warriors,114,2015-01-26 01:00:00,Boston Celtics,111
661,Los Angeles Lakers,87,2015-01-26 02:30:00,Houston Rockets,99
662,New Orleans Pelicans,109,2015-01-25 23:00:00,Dallas Mavericks,106
663,Orlando Magic,99,2015-01-25 23:00:00,Indiana Pacers,106
664,Phoenix Suns,100,2015-01-25 23:00:00,Los Angeles Clippers,120
665,San Antonio Spurs,101,2015-01-26 00:00:00,Milwaukee Bucks,95
666,Toronto Raptors,114,2015-01-26 00:00:00,Detroit Pistons,110
667,Los Angeles Clippers,102,2015-01-27 03:30:00,Denver Nuggets,98
668,Memphis Grizzlies,103,2015-01-27 01:00:00,Orlando Magic,94
669,New Orleans Pelicans,99,2015-01-27 01:00:00,Philadelphia 76ers,74
670,Oklahoma City Thunder,92,2015-01-27 01:00:00,Minnesota Timberwolves,84
671,Utah Jazz,90,2015-01-27 02:00:00,Boston Celtics,99
672,Dallas Mavericks,90,2015-01-28 01:30:00,Memphis Grizzlies,109
673,Detroit Pistons,95,2015-01-28 00:30:00,Cleveland Cavaliers,103
674,Golden State Warriors,111,2015-01-28 03:30:00,Chicago Bulls,113
675,Indiana Pacers,91,2015-01-28 00:00:00,Toronto Raptors,104
676,Los Angeles Lakers,92,2015-01-28 03:30:00,Washington Wizards,98
677,Miami Heat,102,2015-01-28 00:30:00,Milwaukee Bucks,109
678,Atlanta Hawks,113,2015-01-29 01:00:00,Brooklyn Nets,102
679,Cleveland Cavaliers,99,2015-01-29 00:00:00,Portland Trail Blazers,94
680,Houston Rockets,99,2015-01-29 01:00:00,Dallas Mavericks,94
681,Minnesota Timberwolves,110,2015-01-29 01:00:00,Boston Celtics,98
682,New Orleans Pelicans,85,2015-01-29 01:00:00,Denver Nuggets,93
683,New York Knicks,100,2015-01-29 01:00:00,Oklahoma City Thunder,92
684,Philadelphia 76ers,89,2015-01-29 00:00:00,Detroit Pistons,69
685,Phoenix Suns,106,2015-01-29 03:30:00,Washington Wizards,98
686,San Antonio Spurs,95,2015-01-29 01:30:00,Charlotte Hornets,86
687,Toronto Raptors,119,2015-01-29 00:30:00,Sacramento Kings,102
688,Utah Jazz,89,2015-01-29 02:00:00,Los Angeles Clippers,94
689,Indiana Pacers,103,2015-01-30 00:00:00,New York Knicks,82
690,Los Angeles Lakers,123,2015-01-30 03:30:00,Chicago Bulls,118
691,Memphis Grizzlies,99,2015-01-30 01:00:00,Denver Nuggets,69
692,Orlando Magic,100,2015-01-30 00:00:00,Milwaukee Bucks,115
693,Atlanta Hawks,105,2015-01-31 00:30:00,Portland Trail Blazers,99
694,Boston Celtics,87,2015-01-31 00:30:00,Houston Rockets,93
695,Brooklyn Nets,122,2015-01-31 00:30:00,Toronto Raptors,127
696,Cleveland Cavaliers,101,2015-01-31 00:30:00,Sacramento Kings,90
697,Miami Heat,72,2015-01-31 01:00:00,Dallas Mavericks,93
698,New Orleans Pelicans,108,2015-01-31 01:00:00,Los Angeles Clippers,103
699,Philadelphia 76ers,103,2015-01-31 00:00:00,Minnesota Timberwolves,94
700,Phoenix Suns,99,2015-01-31 03:30:00,Chicago Bulls,93
701,Utah Jazz,110,2015-01-31 02:00:00,Golden State Warriors,100
702,Atlanta Hawks,91,2015-02-01 00:30:00,Philadelphia 76ers,85
703,Denver Nuggets,86,2015-02-01 02:00:00,Charlotte Hornets,104
704,Detroit Pistons,114,2015-02-01 00:30:00,Houston Rockets,101
705,Golden State Warriors,106,2015-02-01 03:30:00,Phoenix Suns,87
706,Indiana Pacers,94,2015-02-01 00:00:00,Sacramento Kings,99
707,Memphis Grizzlies,85,2015-02-01 01:00:00,Oklahoma City Thunder,74
708,Milwaukee Bucks,95,2015-02-01 01:30:00,Portland Trail Blazers,88
709,Minnesota Timberwolves,90,2015-02-01 01:00:00,Cleveland Cavaliers,106
710,Orlando Magic,93,2015-02-01 00:00:00,Dallas Mavericks,108
711,San Antonio Spurs,85,2015-02-01 02:00:00,Los Angeles Clippers,105
712,Washington Wizards,116,2015-02-01 00:00:00,Toronto Raptors,120
713,Boston Celtics,75,2015-02-01 18:00:00,Miami Heat,83
714,New York Knicks,92,2015-02-01 19:00:00,Los Angeles Lakers,80
715,Brooklyn Nets,102,2015-02-03 00:30:00,Los Angeles Clippers,100
716,Cleveland Cavaliers,97,2015-02-03 00:00:00,Philadelphia 76ers,84
717,Dallas Mavericks,100,2015-02-03 01:30:00,Minnesota Timberwolves,94
718,New Orleans Pelicans,115,2015-02-03 01:00:00,Atlanta Hawks,100
719,Oklahoma City Thunder,104,2015-02-03 01:00:00,Orlando Magic,97
720,Phoenix Suns,101,2015-02-03 02:00:00,Memphis Grizzlies,102
721,Toronto Raptors,75,2015-02-03 00:30:00,Milwaukee Bucks,82
722,Washington Wizards,88,2015-02-03 00:00:00,Charlotte Hornets,92
723,Detroit Pistons,108,2015-02-04 00:30:00,Miami Heat,91
724,New York Knicks,97,2015-02-04 00:30:00,Boston Celtics,108
