,age,assists,blocks,defensive_rebounds,field_goals_attempted,field_goals_made,first_name,free_throws_attempted,free_throws_made,games_played,games_started,last_name,minutes_played,offensive_rebounds,personal_fouls,points,position,steals,team,three_point_field_goals_attempted,three_point_field_goals_made,turnovers,two_point_field_goals_attempted,two_point_field_goals_made
30,35,63,39,104,275,105,Shane,23,15,73,56,Battier,1468,34,124,298,SF,50,MIA,210,73,21,65,32
31,25,420,57,495,819,381,Nicolas,203,163,82,82,Batum,2956,116,156,1070,SF,75,POR,402,145,208,417,236
32,27,34,5,88,163,71,Aron,21,19,53,4,Baynes,491,57,77,161,C,2,SAS,0,0,36,163,71
33,20,243,18,219,1149,481,Bradley,189,149,73,73,Beal,2530,54,153,1249,SG,71,WAS,343,138,128,806,343
34,25,42,21,141,355,177,Michael,79,61,55,2,Beasley,831,31,93,436,SF,23,MIA,54,21,57,301,156
35,27,179,7,208,695,337,Marco,131,111,80,25,Belinelli,2016,18,130,911,SF,50,SAS,293,126,95,402,211
36,20,17,8,106,225,80,Anthony,69,44,52,0,Bennett,663,49,93,217,PF,21,CLE,53,13,47,172,67
37,25,151,23,124,481,199,Patrick,102,83,56,55,Beverley,1751,72,174,573,PG,77,HOU,255,92,66,226,107
38,27,0,0,15,1,1,Andris,6,1,6,0,Biedrins,45,2,6,3,C,0,UTA,0,0,2,1,1
39,37,42,1,24,79,24,Chauncey,12,10,19,7,Billups,309,4,25,72,SG,8,DET,48,14,25,31,10
40,21,8,86,261,144,88,Bismack,89,46,77,9,Biyombo,1072,105,124,222,C,7,CHA,0,0,40,144,88
41,24,70,21,229,393,210,DeJuan,121,77,78,13,Blair,1214,139,192,497,PF,60,DAL,2,0,77,391,210
42,27,112,38,270,674,321,Andray,221,164,73,7,Blatche,1618,120,166,821,PF,75,BRK,54,15,110,620,306
43,24,235,14,175,556,265,Eric,237,183,43,40,Bledsoe,1416,27,99,763,PG,69,PHO,140,50,143,416,215
44,21,1,0,3,4,2,Vander,5,1,3,0,Blue,15,0,1,5,SG,0,BOS,1,0,2,3,2
45,33,3,0,3,6,3,Keith,3,3,6,0,Bogans,55,0,2,12,SG,1,BOS,6,3,1,0,0
46,29,112,121,489,375,235,Andrew,64,22,67,67,Bogut,1769,182,210,492,C,47,GSW,0,0,97,375,235
47,33,31,11,114,164,73,Matt,12,9,61,0,Bonner,690,16,49,197,PF,15,SAS,98,42,16,66,31
48,26,64,45,230,403,222,Trevor,76,47,72,45,Booker,1553,149,131,491,PF,41,WAS,2,0,58,401,222
49,32,118,22,495,980,447,Carlos,193,148,76,76,Boozer,2141,137,216,1042,PF,53,CHI,2,0,154,978,447
50,29,87,78,424,953,492,Chris,272,223,79,79,Bosh,2531,98,192,1281,C,80,MIA,218,74,125,735,418
51,23,85,11,178,825,361,Avery,112,90,60,58,Bradley,1855,48,145,891,SG,63,BOS,200,79,96,625,282
52,34,74,88,264,332,179,Elton,94,61,73,15,Brand,1414,97,192,419,C,40,ATL,2,0,60,330,179
53,27,135,30,144,807,388,Corey,227,163,81,81,Brewer,2609,63,210,998,SF,151,MIN,211,59,105,596,329
54,23,41,3,20,86,26,Lorenzo,13,9,26,0,Brown,224,8,19,64,PG,13,PHI,30,3,16,56,23
55,35,38,1,24,73,31,Kobe,21,18,6,6,Bryant,177,2,9,83,SG,7,LAL,16,3,34,57,28
56,25,31,2,84,254,100,Chase,39,32,41,8,Budinger,751,19,58,274,SF,19,MIN,120,42,24,134,58
57,22,12,1,43,121,43,Reggie,9,7,43,0,Bullock,395,11,26,115,SF,9,LAC,73,22,13,48,21
58,21,396,6,171,897,341,Trey,113,102,70,68,Burke,2262,37,145,895,PG,42,UTA,336,111,131,561,230
59,22,212,14,198,831,380,Alec,373,279,78,12,Burks,2193,59,190,1089,SG,69,UTA,143,50,149,688,330
60,24,175,36,243,693,275,Jimmy,338,260,67,67,Butler,2591,87,106,878,SG,127,CHI,240,68,102,453,207
61,34,17,9,35,110,51,Rasual,14,8,50,2,Butler,378,6,30,136,SG,7,IND,62,26,11,48,25
62,24,10,0,19,48,15,Dwight,9,8,14,0,Buycks,146,4,11,43,PG,8,TOR,17,5,10,31,10
63,31,216,7,75,430,184,Will,121,97,56,3,Bynum,1054,24,121,485,PG,39,DET,62,20,103,368,164
64,24,207,8,114,311,142,Nick,72,44,71,7,Calathes,1173,23,117,347,SG,66,MEM,61,19,101,250,123
65,32,377,11,163,748,341,Jose,63,52,81,81,Calderon,2468,29,136,925,PG,69,DAL,425,191,103,323,150
66,20,55,12,118,460,182,Kentavious,61,47,80,41,Caldwell-Pope,1583,38,145,470,SG,75,DET,185,59,28,275,123
67,22,22,4,17,87,31,Isaiah,29,21,22,0,Canaan,252,7,25,101,PG,8,HOU,55,18,21,32,13
68,27,134,21,296,642,302,DeMarre,141,109,73,73,Carroll,2341,107,188,810,SF,108,ATL,268,97,79,374,205
69,37,212,35,217,811,330,Vince,196,161,81,0,Carter,1973,67,209,967,SG,61,DAL,371,146,108,440,184
70,22,441,43,336,1054,427,Michael,367,258,70,70,Carter-Williams,2414,101,213,1167,PG,130,PHI,208,55,247,846,372
71,25,88,14,205,410,173,Omri,122,83,71,2,Casspi,1283,55,100,490,PF,44,HOU,176,61,72,234,112
72,27,357,16,173,560,254,Mario,163,121,73,73,Chalmers,2178,41,210,716,PG,119,MIA,226,87,162,334,167
73,31,59,63,370,322,191,Tyson,155,98,55,55,Chandler,1662,159,145,480,C,36,NYK,1,0,71,321,191
74,26,114,31,236,738,307,Wilson,152,110,62,55,Chandler,1927,58,193,846,SF,46,DEN,351,122,79,387,185
75,30,2,0,3,0,0,Josh,0,0,4,0,Childress,24,0,1,0,SF,1,NOP,0,0,1,0,0
76,27,8,3,25,62,22,Dionte,24,18,31,0,Christmas,198,13,19,71,SF,2,PHO,31,9,6,31,13
77,22,15,2,16,67,26,Ian,7,5,23,0,Clark,172,3,24,68,SG,8,UTA,31,11,14,36,15
78,25,12,3,30,42,17,Victor,11,10,21,0,Claver,184,9,16,47,SF,3,POR,18,3,11,24,14
79,25,248,5,143,500,207,Norris,68,53,82,6,Cole,2014,17,156,527,PG,77,MIA,174,60,127,326,147
80,35,4,1,12,24,11,Jason,4,3,22,1,Collins,172,7,30,25,C,8,BRK,3,0,7,21,11
81,26,297,15,141,694,324,Darren,224,192,80,35,Collison,2069,47,150,911,PG,93,LAC,189,71,132,505,253
82,33,104,28,177,241,134,Nick,93,66,81,0,Collison,1353,116,187,338,PF,30,OKC,17,4,71,224,130
83,26,441,13,172,1030,463,Mike,276,225,73,73,Conley,2446,41,141,1256,PG,110,MEM,291,105,150,739,358
84,29,18,7,25,117,55,Chris,14,10,41,0,Copeland,265,7,38,153,SF,3,IND,79,33,14,38,22
85,23,207,91,613,1191,591,DeMarcus,595,432,71,71,Cousins,2298,218,270,1614,C,109,SAC,7,0,251,1184,591
86,23,0,0,3,14,6,Robert,0,0,7,0,Covington,34,2,3,16,SF,2,HOU,11,4,1,3,2
87,21,6,1,8,33,12,Allen,4,3,15,0,Crabbe,100,1,10,33,SG,2,POR,14,6,3,19,6
88,33,223,12,124,1011,421,Jamal,322,279,69,24,Crawford,2094,34,120,1282,SG,59,LAC,446,161,135,565,260
89,23,60,21,148,296,130,Jae,61,46,78,8,Crowder,1254,46,100,356,SF,59,DAL,151,50,41,145,80
90,26,83,58,218,509,236,Dante,67,38,81,7,Cunningham,1635,112,146,510,PF,62,MIN,5,0,42,504,236
91,25,666,14,288,1383,652,Stephen,348,308,78,78,Curry,2846,46,194,1873,PG,128,GSW,615,261,294,768,391
92,32,38,94,341,377,214,Samuel,137,101,80,68,Dalembert,1614,200,210,529,C,41,DAL,1,0,90,376,214
93,22,5,0,4,31,15,Troy,0,0,5,1,Daniels,75,0,6,42,SG,0,HOU,25,12,3,6,3
94,26,11,1,32,97,34,Luigi,10,8,34,0,Datome,238,14,20,83,SF,6,DET,39,7,11,58,27
95,22,28,8,71,128,54,Brandon,53,34,51,0,Davies,575,38,92,144,PF,24,PHI,10,2,35,118,52
96,20,105,189,466,1005,522,Anthony,440,348,67,66,Davis,2358,207,200,1394,PF,89,NOP,9,2,109,996,520
97,24,27,43,168,290,155,Ed,89,47,63,4,Davis,956,92,114,357,PF,17,MEM,0,0,40,290,155
98,23,187,5,94,296,122,Matthew,48,38,72,4,Dellavedova,1271,29,121,339,SG,33,CLE,155,57,60,141,65
99,24,313,28,292,1407,604,DeMar,630,519,79,79,DeRozan,3017,51,197,1791,SG,86,TOR,210,64,176,1197,540
100,31,222,32,252,580,302,Boris,92,68,79,24,Diaw,1974,74,140,717,PF,44,SAS,112,45,121,468,257
101,24,39,50,197,227,113,Gorgui,93,59,60,15,Dieng,818,103,108,286,C,30,MIN,1,1,54,226,112
102,27,51,16,103,252,111,Chris,82,66,49,8,Douglas-Roberts,1016,16,61,339,SF,29,CHA,132,51,36,120,60
103,27,447,22,176,1093,552,Goran,416,316,76,75,Dragic,2668,69,206,1542,SG,104,PHO,299,122,213,794,430
104,20,35,131,631,769,479,Andre,328,137,81,81,Drummond,2619,440,273,1095,C,101,DET,2,0,110,767,479
105,28,104,10,124,447,196,Jared,58,38,74,43,Dudley,1729,36,146,511,SF,41,LAC,225,81,56,222,115
106,37,220,139,563,906,444,Tim,316,231,74,74,Duncan,2158,158,134,1119,C,43,SAS,5,0,159,901,444
107,33,186,46,299,774,333,Mike,164,140,82,61,Dunleavy,2584,46,163,929,SF,64,CHI,324,123,108,450,210
108,25,445,59,540,1688,849,Kevin,805,703,81,81,Durant,3122,58,174,2593,SF,103,OKC,491,192,285,1197,657
109,26,0,0,1,3,1,Shane,0,0,2,0,Edwards,12,1,1,2,SF,0,CLE,0,0,1,3,1
110,26,19,2,35,126,55,Wayne,11,10,45,1,Ellington,393,8,33,145,SG,16,DAL,59,25,11,67,30
111,28,471,23,257,1278,576,Monta,430,339,82,82,Ellis,3023,38,197,1560,SG,141,DAL,209,69,264,1069,507
112,35,0,1,1,6,3,Melvin,0,0,2,0,Ely,27,0,5,6,C,0,NOP,0,0,0,6,3
113,26,44,46,190,332,175,Jeremy,75,51,66,4,Evans,1209,120,139,401,SF,42,UTA,2,0,40,330,175
114,24,363,21,265,897,391,Tyreke,310,239,72,22,Evans,2028,76,155,1042,SF,84,NOP,95,21,175,802,370
115,24,96,69,446,820,447,Kenneth,311,202,80,77,Faried,2178,238,193,1096,PF,70,DEN,3,0,135,817,447
116,27,199,8,84,364,151,Jordan,59,44,41,5,Farmar,912,20,65,416,PG,38,LAL,160,70,95,204,81
117,25,16,27,86,147,64,Vitor,37,24,37,8,Faverani,488,42,74,164,C,14,BOS,40,12,41,107,52
118,22,91,108,438,747,390,Derrick,284,190,73,73,Favors,2201,199,236,970,PF,75,UTA,1,0,129,746,390
119,23,4,0,5,14,7,Carrick,4,3,7,0,Felix,38,1,4,19,SG,0,CLE,5,2,4,9,5
120,29,365,27,143,608,240,Raymond,122,88,65,65,Felton,2017,54,157,630,PG,78,NYK,195,62,129,413,178
121,25,20,3,44,67,27,Landry,22,14,30,2,Fields,322,15,25,68,SF,10,TOR,5,0,11,62,27
122,39,117,3,110,361,141,Derek,71,55,81,0,Fisher,1428,12,157,425,SG,70,OKC,229,88,49,132,53
123,21,112,7,168,544,228,Evan,123,93,76,4,Fournier,1503,34,179,638,SG,34,DEN,237,89,100,307,139
124,30,287,39,196,875,361,Randy,185,157,81,78,Foye,2485,36,205,1068,SG,67,DEN,498,189,145,377,172
125,22,6,2,19,39,16,Jamaal,2,2,21,0,Franklin,161,4,23,39,SG,4,MEM,11,5,11,28,11
126,26,36,22,120,162,77,Joel,29,20,52,0,Freeland,727,88,95,174,C,10,POR,2,0,32,160,77
127,30,98,63,343,778,336,Channing,95,78,82,82,Frye,2312,73,245,910,PF,60,PHO,432,160,89,346,176
128,32,63,33,101,294,118,Francisco,19,10,55,4,Garcia,1083,21,120,315,SF,27,HOU,193,69,30,101,49
129,37,82,40,298,356,157,Kevin,47,38,54,54,Garnett,1109,60,123,352,C,43,BRK,3,0,69,353,157
130,25,120,5,86,265,101,Diante,12,10,71,0,Garrett,1048,11,75,248,PG,41,UTA,96,36,75,169,65
131,29,215,76,340,711,336,Marc,241,185,59,59,Gasol,1970,84,150,859,C,59,MEM,11,2,111,700,334
132,33,201,92,456,885,425,Pau,254,187,60,60,Gasol,1884,124,124,1041,C,27,LAL,14,4,141,871,421
133,26,47,15,114,236,98,Alonzo,61,43,65,24,Gee,1020,35,96,258,SF,39,CLE,58,19,44,178,79
134,23,283,22,478,1362,577,Paul,464,401,80,80,George,2898,64,198,1737,SF,151,IND,500,182,224,862,395
135,28,91,112,358,896,429,Taj,281,211,82,8,Gibson,2351,200,207,1069,PF,41,CHI,7,0,150,889,429
136,36,293,17,172,627,294,Manu,188,160,68,3,Ginobili,1550,30,128,838,SG,70,SAS,258,90,139,369,204
137,21,7,41,104,74,36,Rudy,65,32,45,0,Gobert,434,51,57,104,C,8,UTA,0,0,32,74,36
138,31,1,0,4,8,3,Ryan,0,0,5,0,Gomes,34,0,5,6,SF,0,OKC,2,0,1,6,3
139,32,15,7,77,143,76,Drew,27,24,22,0,Gooden,395,37,53,183,C,10,WAS,17,7,17,126,69
140,19,20,11,62,167,76,Archie,55,37,52,0,Goodwin,533,25,45,194,SG,20,PHO,36,5,44,131,71
141,30,21,2,24,108,37,Ben,21,17,19,0,Gordon,279,3,18,99,SG,10,CHA,29,8,21,79,29
142,25,208,12,135,817,356,Eric,223,175,64,64,Gordon,2057,30,114,988,SG,74,NOP,258,101,134,559,255
143,29,138,121,565,840,455,Marcin,229,157,81,80,Gortat,2655,202,201,1068,C,41,WAS,1,1,126,839,454
144,26,104,61,204,505,218,Danny,63,50,68,59,Green,1651,25,107,618,SG,65,SAS,318,132,76,187,86
145,23,152,72,323,459,187,Draymond,123,82,82,12,Green,1797,86,231,511,SF,102,GSW,165,55,91,294,132
146,28,122,42,227,1006,448,Gerald,230,195,82,48,Green,2330,48,220,1295,SG,70,PHO,510,204,145,496,244
147,27,138,47,326,1171,482,Jeff,356,283,82,82,Green,2805,54,180,1382,SF,57,BOS,396,135,165,775,347
148,32,50,11,66,271,102,Willie,34,28,55,9,Green,869,12,96,273,SG,22,LAC,121,41,34,150,61
149,24,309,51,565,1359,718,Blake,674,482,80,80,Griffin,2863,192,265,1930,PF,92,LAC,44,12,224,1315,706
150,25,30,1,19,54,25,Jorge,12,9,15,2,Gutierrez,244,3,37,62,PG,10,BRK,12,3,14,42,22
151,28,17,19,167,196,93,Tyler,185,126,64,4,Hansbrough,978,120,132,312,PF,28,TOR,2,0,47,194,93
152,21,66,7,102,687,294,Tim,128,106,81,1,Hardaway,1875,19,144,824,SG,44,NYK,358,130,47,329,164
153,24,446,29,283,1205,549,James,665,576,73,73,Harden,2777,61,177,1851,SG,115,HOU,483,177,265,722,372
154,20,80,50,195,483,224,Maurice,143,85,80,41,Harkless,1950,69,140,592,SF,97,ORL,154,59,86,329,165
155,24,15,15,46,82,38,Josh,7,5,32,0,Harrellson,317,30,44,93,C,6,DET,31,12,10,51,26
156,33,28,0,65,207,82,Al,35,27,34,0,Harrington,511,15,72,225,PF,14,WAS,100,34,34,107,48
157,30,178,2,77,254,96,Devin,115,92,40,0,Harris,818,8,72,315,PG,28,DAL,101,31,59,153,65
158,24,1,0,0,1,0,Elias,0,0,2,0,Harris,11,1,0,0,SF,1,LAL,0,0,0,1,0
159,24,11,1,27,70,28,Manny,12,10,9,0,Harris,180,7,10,73,SG,4,LAL,20,7,9,50,21
160,30,5,7,18,61,29,Mike,27,26,20,0,Harris,225,15,36,84,PF,16,UTA,2,0,11,59,29
161,21,82,24,336,716,332,Tobias,244,197,61,36,Harris,1850,88,143,893,PF,41,ORL,126,32,78,590,300
162,33,13,15,133,146,74,Udonis,44,25,46,18,Haslem,653,42,79,173,PF,11,MIA,0,0,24,146,74
163,23,400,40,329,1032,426,Gordon,381,311,77,77,Hayward,2800,62,155,1248,SF,110,UTA,280,85,212,752,341
164,26,199,32,279,930,403,Gerald,309,235,77,77,Henderson,2461,31,159,1081,SG,51,CHA,115,40,113,815,363
165,22,51,7,89,345,144,Xavier,177,116,43,5,Henry,908,25,79,432,SF,44,LAL,81,28,57,264,116
166,23,113,116,326,639,344,John,177,91,70,23,Henson,1856,171,185,779,PF,41,MIL,1,0,114,638,344
167,27,91,182,336,754,331,Roy,269,207,81,81,Hibbert,2409,202,269,871,C,29,IND,5,2,148,749,329
168,25,96,51,426,654,332,J.J.,290,150,69,52,Hickson,1859,206,177,814,PF,47,DEN,8,0,128,646,332
169,31,153,47,229,594,299,Nene,266,155,53,37,Hilario,1560,65,164,754,PF,64,WAS,5,1,117,589,298
170,27,265,23,230,616,272,George,176,142,76,76,Hill,2434,53,158,781,PG,75,IND,260,95,92,356,177
171,26,54,64,341,521,286,Jordan,181,124,72,32,Hill,1500,194,172,696,PF,29,LAL,1,0,75,520,286
172,22,12,2,32,40,17,Solomon,7,6,28,0,Hill,226,9,19,47,SF,5,IND,23,7,13,17,10
173,33,286,26,161,619,243,Kirk,125,95,73,61,Hinrich,2116,31,203,666,PG,80,CHI,242,85,120,377,158
174,23,268,12,114,454,203,Jrue,63,51,34,34,Holiday,1143,28,92,487,PG,56,NOP,77,30,105,377,173
175,29,8,31,59,72,53,Ryan,56,35,61,0,Hollins,482,31,87,141,PF,9,LAC,0,0,29,72,53
176,24,1,0,0,4,0,Scotty,2,1,2,0,Hopson,7,0,0,1,SG,1,CLE,2,0,0,2,0
177,27,76,44,178,420,238,Al,85,58,29,29,Horford,958,66,56,538,C,27,ATL,11,4,64,409,234
178,28,131,128,635,800,473,Dwight,638,349,71,71,Howard,2396,231,240,1297,C,60,HOU,7,2,229,793,471
179,24,23,2,97,177,67,Robbie,16,15,53,5,Hummel,655,35,57,181,SF,16,MIN,89,32,10,88,35
180,28,67,61,282,461,231,Kris,144,117,69,30,Humphries,1376,127,136,579,PF,31,BOS,2,0,64,459,231
181,24,85,219,485,978,524,Serge,199,156,81,81,Ibaka,2666,224,233,1227,PF,39,OKC,60,23,123,918,501
182,30,263,18,240,458,220,Andre,132,86,63,63,Iguodala,2040,53,103,588,SF,95,GSW,175,62,100,283,158
183,26,72,8,235,579,237,Ersan,130,107,55,47,Ilyasova,1478,107,135,618,PF,46,MIL,131,37,61,448,200
184,21,433,23,207,1237,532,Kyrie,338,291,71,71,Irving,2496,52,163,1478,PG,108,CLE,344,123,190,893,409
185,32,0,0,1,2,0,Royal,0,0,2,0,Ivey,5,0,1,0,SG,0,OKC,1,0,0,1,0
186,30,324,22,201,698,286,Jarrett,149,125,80,31,Jack,2252,22,133,760,PG,56,CLE,185,63,133,513,223
187,23,331,9,270,916,403,Reggie,177,158,80,36,Jackson,2277,43,142,1047,PG,85,OKC,245,83,168,671,320
188,35,5,1,8,26,6,Stephen,4,2,9,0,Jackson,107,2,11,15,SF,6,LAC,14,1,6,12,5
189,28,3,8,27,23,11,Bernard,11,6,30,0,James,146,15,24,28,C,3,DAL,1,0,10,22,11
190,26,3,1,11,9,2,Damion,2,2,5,1,James,50,1,3,6,SF,0,SAS,2,0,1,7,2
191,29,488,26,452,1353,767,LeBron,585,439,77,77,James,2902,81,126,2089,PF,121,MIA,306,116,270,1047,651
192,38,17,0,7,21,5,Mike,2,0,11,0,James,77,0,11,11,PG,2,CHI,5,1,5,16,4
193,37,7,3,46,92,29,Antawn,25,18,22,0,Jamison,248,9,29,84,PF,9,LAC,41,8,7,51,21
194,29,155,79,636,1376,700,Al,277,191,73,73,Jefferson,2553,156,176,1594,C,67,CHA,15,3,124,1361,697
195,33,130,14,201,654,294,Richard,162,120,82,78,Jefferson,2213,18,168,831,SF,56,UTA,301,123,94,353,171
196,22,11,1,19,42,16,John,4,4,13,0,Jenkins,158,3,11,40,SG,1,ATL,18,4,11,24,12
197,24,609,8,185,1135,423,Brandon,321,241,80,79,Jennings,2728,59,157,1241,PG,101,DET,457,154,215,678,269
198,26,39,6,124,208,98,Jonas,59,43,64,0,Jerebko,741,51,85,270,PF,21,DET,74,31,43,134,67
199,26,115,88,333,612,344,Amir,143,91,77,72,Johnson,2214,172,271,799,PF,56,TOR,66,20,123,546,324
200,23,31,4,66,214,85,Chris,43,37,40,0,Johnson,789,31,63,250,SF,27,BOS,127,43,22,87,42
201,26,111,57,106,308,143,James,90,76,52,4,Johnson,956,60,102,384,SF,42,MEM,87,22,66,221,121
202,32,216,10,222,1018,462,Joe,195,159,79,79,Johnson,2575,48,129,1245,SG,47,BRK,404,162,120,614,300
203,26,124,77,278,651,277,Wesley,77,61,79,62,Johnson,2240,70,207,715,SF,86,LAL,271,100,90,380,177
204,24,1,0,2,7,0,Darius,2,0,3,0,Johnson-Odom,15,0,3,0,SG,1,PHI,3,0,2,4,0
205,33,9,4,21,68,31,James,11,7,20,6,Jones,236,2,6,97,SF,3,MIA,54,28,4,14,3
206,22,26,19,86,181,83,Perry,42,28,62,7,Jones,764,28,62,216,PF,14,OKC,61,22,21,120,61
207,29,2,2,8,17,6,Solomon,4,2,11,0,Jones,85,8,12,14,PF,2,ORL,0,0,2,17,6
208,22,87,99,366,712,386,Terrence,195,118,76,71,Jones,2078,162,139,921,PF,53,HOU,101,31,71,611,355
209,25,74,203,783,515,348,DeAndre,374,160,82,82,Jordan,2870,331,264,856,C,80,LAC,0,0,123,515,348
210,22,114,14,75,265,126,Cory,96,79,68,19,Joseph,936,32,84,343,SG,35,SAS,38,12,43,227,114
211,31,58,40,175,346,176,Chris,68,52,39,13,Kaman,736,54,93,404,C,11,LAL,3,0,74,343,176
212,21,75,42,376,853,419,Enes,204,149,80,37,Kanter,2138,222,230,987,C,28,UTA,1,0,144,852,419
213,20,6,1,16,35,12,Sergey,10,9,22,1,Karasev,156,0,22,37,SF,3,CLE,19,4,11,16,8
214,22,95,45,177,371,157,Ryan,135,110,59,25,Kelly,1312,42,147,472,PF,32,LAL,142,48,47,229,109
215,20,52,39,215,353,167,Michael,184,113,62,62,Kidd-Gilchrist,1502,109,145,448,SF,43,CHA,9,1,60,344,166
216,32,72,19,91,160,82,Andrei,119,61,45,4,Kirilenko,857,55,65,226,PF,40,BRK,5,1,54,155,81
217,22,352,17,209,1092,461,Brandon,323,259,72,69,Knight,2400,46,146,1291,PG,69,MIL,338,110,188,754,351
218,32,208,24,260,609,289,Kyle,94,87,71,71,Korver,2408,22,147,850,SG,70,ATL,392,185,102,217,104
219,24,39,71,258,459,227,Kosta,93,60,80,22,Koufos,1349,160,182,514,C,32,MEM,0,0,67,459,227
220,26,1,1,8,15,8,Viacheslav,8,4,20,0,Kravtsov,59,9,7,20,C,0,PHO,0,0,6,15,8
221,23,2,4,11,13,5,Ognjen,11,5,21,0,Kuzmic,92,10,17,15,C,3,GSW,0,0,10,13,5
222,22,43,1,41,160,63,Doron,36,29,53,0,Lamb,695,8,54,191,SG,11,ORL,90,36,27,70,27
223,21,115,26,162,609,263,Jeremy,64,51,78,0,Lamb,1538,27,143,665,SG,56,OKC,247,88,61,362,175
224,30,5,1,42,60,31,Carl,17,14,18,1,Landry,233,15,34,76,PF,3,SAC,0,0,9,60,31
225,21,71,1,31,137,52,Shane,25,16,48,0,Larkin,489,11,46,132,PG,26,DAL,38,12,39,99,40
226,26,543,10,175,806,347,Ty,406,324,62,61,Lawson,2222,40,113,1090,PG,100,DEN,202,72,200,604,275
227,21,2,0,2,17,6,Ricky,4,4,11,0,Ledo,33,0,2,19,SG,1,DAL,8,3,2,9,3
228,30,147,26,461,981,513,David,296,231,69,67,Lee,2288,182,206,1257,PF,48,GSW,1,0,152,980,513
229,20,4,18,60,78,33,Alex,31,20,42,3,Len,362,39,68,86,C,4,PHO,0,0,26,78,33
230,22,133,50,336,645,337,Kawhi,126,101,66,65,Leonard,1923,76,127,844,SF,114,SAS,182,69,80,463,268
