,age,assists,blocks,defensive_rebounds,field_goals_attempted,field_goals_made,first_name,free_throws_attempted,free_throws_made,games_played,games_started,last_name,minutes_played,offensive_rebounds,personal_fouls,points,position,steals,team,three_point_field_goals_attempted,three_point_field_goals_made,turnovers,two_point_field_goals_attempted,two_point_field_goals_made
38,28,94,3,131,470,199,Marco,99,84,62,9,Belinelli,1388,26,85,568,SG,31,SAS,230,86,61,240,113
39,23,0,0,2,0,0,Jerrelle,0,0,2,0,Benimon,3,1,0,0,PF,0,UTA,0,0,1,0,0
40,21,48,16,164,297,125,Anthony,64,41,57,3,Bennett,894,52,87,298,PF,27,MIN,23,7,36,274,118
41,26,192,23,170,532,204,Patrick,60,45,56,55,Beverley,1727,67,182,568,PG,59,HOU,323,115,83,209,89
42,22,1,1,1,2,1,Sim,0,0,3,0,Bhullar,3,0,0,2,C,0,SAC,0,0,0,2,1
43,22,16,99,248,186,101,Bismack,175,102,64,21,Biyombo,1243,159,140,304,C,18,CHO,0,0,52,186,101
44,25,3,1,40,57,26,DeJuan,6,4,29,0,Blair,180,16,41,56,PF,7,WAS,0,0,13,57,26
45,34,288,5,121,327,122,Steve,41,29,81,0,Blake,1529,16,118,350,PG,41,POR,219,77,104,108,45
46,25,493,45,351,1046,468,Eric,441,353,81,81,Bledsoe,2800,72,189,1377,PG,127,PHO,272,88,274,774,380
47,22,8,0,7,30,9,Vander,5,2,2,1,Blue,74,2,4,22,SG,3,LAL,10,2,6,20,7
48,25,68,9,163,576,261,Bojan,106,87,78,28,Bogdanovic,1854,50,104,700,SF,34,BRK,256,91,78,320,170
49,30,180,113,402,355,200,Andrew,42,22,67,65,Bogut,1583,141,188,422,C,39,GSW,0,0,106,355,200
50,34,47,12,86,230,94,Matt,37,30,72,19,Bonner,935,29,65,264,PF,10,SAS,126,46,11,104,48
51,27,83,41,258,464,226,Trevor,148,86,79,5,Booker,1564,139,144,567,PF,43,UTA,84,29,88,380,197
52,33,95,12,371,743,371,Carlos,150,94,71,26,Boozer,1692,111,184,836,PF,41,LAL,0,0,92,743,371
53,30,95,25,264,745,343,Chris,232,179,44,44,Bosh,1556,46,69,928,C,41,MIA,168,63,95,577,280
54,24,135,15,195,1012,434,Avery,100,79,77,77,Bradley,2428,46,177,1071,SG,82,BOS,352,124,109,660,310
55,35,22,25,72,95,42,Elton,23,12,36,4,Brand,486,28,54,96,C,17,ATL,1,0,18,94,42
56,30,261,15,134,817,344,Aaron,174,145,82,21,Brooks,1885,32,189,954,PG,54,CHI,313,121,157,504,223
57,22,40,2,33,170,70,Jabari,85,64,19,5,Brown,568,3,33,227,SG,12,LAL,62,23,32,108,47
58,24,90,6,56,122,52,Lorenzo,19,12,29,7,Brown,549,14,49,122,PG,28,MIN,28,6,30,94,46
59,23,39,12,91,210,76,Markel,57,47,47,29,Brown,781,16,57,216,SG,31,BRK,64,17,27,146,59
60,29,3,0,1,19,7,Shannon,4,3,5,2,Brown,89,0,8,20,SG,4,MIA,7,3,4,12,4
61,36,197,7,173,713,266,Kobe,241,196,35,35,Bryant,1207,26,65,782,SG,47,LAL,184,54,128,529,212
62,26,64,10,165,390,169,Chase,81,67,67,4,Budinger,1286,33,72,457,SF,44,MIN,143,52,49,247,117
63,22,328,15,173,1005,370,Trey,145,109,76,43,Burke,2288,31,119,973,PG,65,UTA,390,124,124,615,246
64,23,82,5,95,300,121,Alec,129,106,27,27,Burks,899,19,64,374,SG,17,UTA,68,26,52,232,95
65,34,79,4,175,396,161,Caron,61,55,78,21,Butler,1623,21,120,460,SF,43,DET,219,83,49,177,78
66,25,212,36,265,912,421,Jimmy,463,386,65,65,Butler,2513,114,108,1301,SG,114,CHI,193,73,93,719,348
67,35,63,22,170,517,218,Rasual,67,53,75,1,Butler,1505,27,98,580,SF,29,WAS,235,91,48,282,127
68,25,14,0,10,40,18,Dwight,10,9,6,0,Buycks,123,2,3,52,PG,3,LAL,11,7,12,29,11
69,32,18,1,4,31,10,Will,4,2,7,0,Bynum,67,2,9,22,SG,1,WAS,9,0,8,22,10
70,19,0,1,1,12,4,Bruno,0,0,8,0,Caboclo,23,1,3,10,SF,0,TOR,3,2,4,9,2
71,25,146,5,87,247,104,Nick,45,24,58,0,Calathes,838,19,100,243,SG,63,MEM,43,11,61,204,93
72,33,198,0,105,354,147,Jose,32,29,42,42,Calderon,1270,19,76,382,PG,31,NYK,142,59,75,212,88
73,21,109,18,209,972,390,Kentavious,158,110,82,82,Caldwell-Pope,2587,46,161,1043,SG,93,DET,444,153,94,528,237
74,20,2,9,26,29,14,Clint,23,4,12,0,Capela,90,10,14,32,C,1,HOU,0,0,5,29,14
75,28,118,17,273,653,318,DeMarre,181,127,70,69,Carroll,2189,99,154,883,SF,94,ATL,304,120,75,349,198
76,38,79,14,106,406,135,Vince,57,45,66,1,Carter,1091,27,102,384,SG,43,MEM,232,69,43,174,66
77,26,102,9,206,427,209,Omri,191,140,67,19,Casspi,1416,54,107,593,SF,31,SAC,87,35,88,340,174
78,28,307,10,182,663,267,Mario,266,206,80,37,Chalmers,2368,24,251,813,PG,122,MIA,248,73,173,415,194
79,32,84,91,570,440,293,Tyson,257,185,75,75,Chandler,2286,294,169,771,C,42,DAL,0,0,105,440,293
80,27,134,29,379,975,418,Wilson,142,110,78,75,Chandler,2471,96,231,1085,SF,58,DEN,406,139,110,569,279
81,23,8,1,4,19,5,Will,6,3,8,0,Cherry,69,1,10,15,PG,6,CLE,9,2,4,10,3
82,26,0,0,4,12,3,Patrick,0,0,4,1,Christopher,29,2,6,6,SG,1,UTA,4,0,1,8,3
83,27,3,4,22,30,11,Earl,4,1,10,0,Clark,93,1,12,27,PF,3,BRK,14,4,6,16,7
84,22,206,12,135,596,267,Jordan,158,131,59,38,Clarkson,1476,56,109,703,PG,51,LAL,121,38,96,475,229
85,26,1,1,17,20,9,Victor,0,0,10,0,Claver,76,3,12,24,SF,1,POR,11,6,4,9,3
86,27,252,14,124,550,260,Darren,184,145,45,45,Collison,1565,19,95,725,PG,67,SAC,161,60,112,389,200
87,34,90,25,160,253,106,Nick,65,45,66,2,Collison,1101,90,156,273,PF,35,OKC,60,16,45,193,90
88,27,375,14,180,882,393,Mike,249,214,70,70,Conley,2225,29,139,1107,PG,89,MEM,277,107,156,605,286
89,23,1,3,15,22,9,Jack,21,9,16,0,Cooley,87,10,23,27,C,6,UTA,0,0,3,22,9
90,30,51,11,88,310,112,Chris,45,33,50,12,Copeland,828,23,78,309,SF,11,IND,167,52,59,143,60
91,22,15,0,15,69,29,Bryce,18,15,15,0,Cotton,159,3,6,80,PG,4,UTA,20,7,12,49,22
92,24,210,103,562,1066,498,DeMarcus,541,423,59,59,Cousins,2013,185,241,1421,C,90,SAC,8,2,254,1058,496
93,24,105,31,251,756,299,Robert,217,178,70,49,Covington,1956,65,189,943,SF,97,PHI,446,167,128,310,132
94,22,39,15,66,153,63,Allen,16,12,51,9,Crabbe,683,7,74,168,SG,19,POR,85,30,15,68,33
95,34,158,14,106,839,332,Jamal,252,227,64,4,Crawford,1703,18,108,1010,SG,59,LAC,364,119,92,475,213
96,27,50,37,186,339,155,Dante,47,29,66,27,Cunningham,1652,70,101,340,PF,46,NOP,10,1,35,329,154
97,23,10,0,8,33,12,Jared,13,7,19,0,Cunningham,89,1,12,35,SG,3,LAC,13,4,7,20,8
98,24,1,0,2,3,0,Seth,0,0,2,0,Curry,8,0,2,0,PG,0,PHO,1,0,0,2,0
99,26,619,16,285,1341,653,Stephen,337,308,80,80,Curry,2613,56,158,1900,PG,163,GSW,646,286,249,695,367
100,33,29,41,115,130,57,Samuel,20,14,32,21,Dalembert,544,53,70,128,C,14,NYK,0,0,39,130,57
101,21,149,200,523,1199,642,Anthony,461,371,68,68,Davis,2455,173,141,1656,PF,100,NOP,12,1,95,1187,641
102,25,94,98,370,469,282,Ed,189,92,79,24,Davis,1840,230,202,656,PF,49,LAL,0,0,58,469,282
103,29,39,21,126,255,117,Glen,95,60,74,0,Davis,904,43,132,294,PF,41,LAC,4,0,39,251,117
104,23,1,0,2,6,1,Andre,0,0,4,0,Dawkins,22,0,3,3,SG,0,MIA,6,1,1,0,0
105,25,9,50,177,162,91,Dewayne,64,34,59,15,Dedmon,845,118,141,216,C,16,ORL,1,0,51,161,91
106,24,204,2,89,307,111,Matthew,38,29,67,13,Dellavedova,1380,37,152,319,SG,24,CLE,167,68,61,140,43
107,29,139,22,273,787,369,Luol,251,191,72,72,Deng,2421,103,109,1007,SF,65,MIA,220,78,108,567,291
108,25,210,11,236,990,409,DeMar,434,361,60,60,DeRozan,2100,41,122,1204,SG,73,TOR,88,25,137,902,384
109,32,233,23,270,632,291,Boris,93,72,81,15,Diaw,1984,78,148,708,PF,36,SAS,169,54,126,463,237
110,25,146,126,386,512,259,Gorgui,244,191,73,49,Dieng,2193,223,188,710,C,71,MIN,6,1,126,506,258
111,21,104,6,44,169,51,Spencer,34,31,34,1,Dinwiddie,455,4,53,145,PG,19,DET,65,12,33,104,39
112,31,25,25,176,145,80,Joey,83,24,69,17,Dorsey,854,103,157,184,PF,40,HOU,1,0,41,144,80
113,28,24,4,20,51,19,Toney,13,8,12,0,Douglas,177,2,20,51,SG,11,NOP,18,5,10,33,14
114,28,4,0,11,21,5,Chris,8,8,12,0,Douglas-Roberts,103,1,14,19,SG,1,LAC,7,1,0,14,4
115,24,45,0,14,58,20,Larry,3,2,12,1,Drew,219,1,13,46,PG,6,PHI,26,4,25,32,16
116,21,55,153,667,961,494,Andre,365,142,82,82,Drummond,2502,437,285,1130,C,73,DET,2,0,120,959,494
117,29,130,11,175,423,198,Jared,67,48,72,22,Dudley,1717,45,113,518,SG,72,MIL,192,74,62,231,124
118,38,230,151,534,819,419,Tim,311,230,77,77,Duncan,2227,170,165,1070,C,63,SAS,7,2,131,812,417
119,34,114,21,220,481,209,Mike,87,70,63,63,Dunleavy,1838,28,123,595,SF,39,CHI,263,107,60,218,102
120,26,110,25,162,467,238,Kevin,171,146,27,27,Durant,913,16,40,686,SF,24,OKC,159,64,74,308,174
121,23,36,12,75,214,76,Cleanthony,48,36,39,7,Early,647,22,57,210,SF,24,NYK,84,22,40,130,54
122,27,105,2,179,617,254,Wayne,64,52,65,36,Ellington,1675,31,77,650,SG,33,LAL,243,90,50,374,164
123,29,329,25,156,1354,602,Monta,303,228,80,80,Ellis,2699,34,197,1513,SG,148,DAL,284,81,198,1070,521
124,24,48,17,125,247,101,James,94,79,62,3,Ennis,1051,51,89,312,SF,25,MIA,95,31,39,152,70
125,27,13,12,45,58,32,Jeremy,29,24,38,0,Evans,266,26,29,90,SF,11,UTA,5,2,5,53,30
126,34,32,5,202,137,58,Reggie,97,60,47,7,Evans,764,97,91,176,PF,22,SAC,2,0,45,135,58
127,25,521,37,334,1165,521,Tyreke,291,202,79,76,Evans,2690,82,198,1313,SG,100,NOP,227,69,246,938,452
128,19,198,14,104,416,145,Dante,32,20,82,41,Exum,1817,27,147,393,PG,41,UTA,264,83,118,152,62
129,25,9,42,95,139,76,Festus,78,49,46,7,Ezeli,504,60,77,201,C,7,GSW,0,0,32,139,76
130,25,89,57,426,736,373,Kenneth,288,199,75,71,Faried,2086,242,211,946,PF,62,DEN,8,1,118,728,372
131,28,67,5,34,158,61,Jordan,11,10,36,0,Farmar,529,8,52,167,PG,20,LAC,97,35,32,61,26
132,23,112,123,411,918,482,Derrick,332,222,74,74,Favors,2280,196,210,1187,PF,60,UTA,6,1,121,912,481
133,30,41,4,24,106,43,Raymond,15,12,29,3,Felton,281,2,17,108,PG,11,DAL,34,10,18,72,33
134,26,15,0,16,41,20,Landry,6,5,26,9,Fields,216,10,9,46,SF,11,TOR,2,1,8,39,19
135,22,120,2,125,575,253,Evan,147,107,58,32,Fournier,1661,28,116,698,SG,40,ORL,225,85,82,350,168
136,31,119,11,76,402,148,Randy,55,45,50,21,Foye,1087,9,97,435,SG,34,DEN,263,94,60,139,54
137,23,3,1,1,2,1,Jamaal,0,0,3,0,Franklin,13,1,4,3,SG,0,DEN,2,1,3,0,0
138,25,58,2,32,166,63,Jimmer,45,43,50,0,Fredette,509,8,43,178,PG,15,NOP,48,9,33,118,54
139,27,16,23,129,151,74,Joel,25,21,48,8,Freeland,617,62,93,169,C,9,POR,0,0,23,151,74
140,31,94,39,266,487,191,Channing,35,31,75,51,Frye,1870,27,191,549,PF,47,ORL,346,136,78,141,55
141,26,83,20,187,568,228,Danilo,191,171,59,27,Gallinari,1426,31,94,734,SF,47,DEN,301,107,57,267,121
142,23,150,12,153,511,204,Langston,78,63,45,41,Galloway,1457,37,129,533,PG,52,NYK,176,62,61,335,142
143,33,15,5,14,63,17,Francisco,4,1,14,0,Garcia,200,3,20,45,SF,9,HOU,45,10,10,18,7
144,30,307,131,515,1072,530,Marc,440,350,81,81,Gasol,2687,115,208,1413,C,70,MEM,17,3,176,1055,527
145,34,210,147,699,1153,570,Pau,366,294,78,78,Gasol,2681,220,147,1446,PF,25,CHI,26,12,158,1127,558
146,28,250,41,301,1116,508,Rudy,393,337,68,67,Gay,2408,98,157,1432,SF,71,SAC,220,79,183,896,429
147,24,6,1,18,49,18,Paul,11,8,6,0,George,91,4,11,53,SF,5,IND,22,9,12,27,9
148,29,71,75,234,506,254,Taj,184,132,62,17,Gibson,1692,162,162,640,PF,36,CHI,0,0,77,506,254
149,37,293,20,183,589,251,Manu,204,147,70,0,Ginobili,1587,28,138,738,SG,67,SAS,258,89,154,331,162
150,22,109,189,510,427,258,Rudy,273,170,82,37,Gobert,2158,265,175,686,C,64,UTA,2,0,111,425,258
151,33,49,9,151,276,110,Drew,44,34,51,7,Gooden,864,72,91,277,PF,21,WAS,59,23,28,217,87
152,20,44,9,47,201,79,Archie,83,61,41,2,Goodwin,535,27,55,231,SG,18,PHO,41,12,48,160,67
153,19,33,22,123,208,93,Aaron,61,44,47,8,Gordon,797,46,83,243,PF,21,ORL,48,13,38,160,80
154,31,50,1,57,295,129,Ben,67,56,56,0,Gordon,790,6,60,349,SG,14,ORL,97,35,55,198,94
155,24,2,0,11,19,8,Drew,2,1,9,0,Gordon,71,7,7,17,PF,1,PHI,3,0,8,16,8
156,26,229,14,131,694,285,Eric,133,107,61,60,Gordon,2018,28,145,818,SG,50,NOP,315,141,122,379,144
157,30,97,110,537,775,439,Marcin,175,123,82,82,Gortat,2453,180,191,1001,C,49,WAS,3,0,100,772,439
158,31,17,6,60,162,65,Danny,37,28,30,6,Granger,613,20,67,188,SF,13,MIA,84,30,24,78,35
159,20,79,68,149,352,124,Jerami,193,114,65,11,Grant,1377,49,144,411,SF,40,PHI,156,49,85,196,75
160,27,158,87,289,738,322,Danny,127,111,81,80,Green,2312,54,163,946,SG,101,SAS,457,191,93,281,131
161,24,291,99,533,765,339,Draymond,200,132,79,79,Green,2490,114,253,921,PF,123,GSW,329,111,133,436,228
162,23,39,0,24,162,61,Erick,12,10,43,1,Green,410,7,26,146,PG,12,DEN,47,14,14,115,47
163,29,91,12,153,778,324,Gerald,120,99,74,4,Green,1446,33,145,884,SG,42,PHO,387,137,104,391,187
164,33,68,5,65,306,118,Willie,34,28,52,2,Green,951,14,81,306,SG,26,ORL,121,42,48,185,76
165,25,354,35,382,1144,574,Blake,427,311,67,67,Griffin,2356,126,196,1469,PF,63,LAC,25,10,152,1119,564
166,22,21,13,70,269,87,P.J.,36,31,45,2,Hairston,687,22,61,254,SG,21,CHO,163,49,22,106,38
167,24,7,0,14,35,14,Jordan,0,0,14,2,Hamilton,122,2,14,38,SF,2,LAC,21,10,4,14,4
168,29,21,15,159,165,86,Tyler,139,97,74,8,Hansbrough,1058,106,141,270,PF,30,TOR,7,1,20,158,85
169,22,127,14,144,717,279,Tim,156,125,70,30,Hardaway,1681,12,119,804,SG,20,NYK,354,121,82,363,158
170,25,565,60,384,1470,647,James,824,715,81,81,Harden,2981,75,208,2217,SG,154,HOU,555,208,321,915,439
171,21,25,9,68,158,63,Maurice,41,22,45,4,Harkless,674,38,66,158,SF,32,ORL,56,10,27,102,53
172,31,237,14,122,524,219,Devin,162,132,76,3,Harris,1685,13,147,665,PG,78,DAL,266,95,85,258,124
173,20,29,7,43,217,66,Gary,47,35,55,6,Harris,719,21,71,188,SG,39,DEN,103,21,38,114,45
174,23,26,2,34,120,48,Joe,15,9,51,1,Harris,493,7,62,136,SG,7,CLE,84,31,27,36,17
175,22,124,36,357,949,442,Tobias,245,193,68,63,Harris,2369,73,134,1164,SF,69,ORL,239,87,115,710,355
176,34,46,13,187,239,107,Udonis,64,45,62,25,Haslem,995,71,113,261,PF,21,MIA,10,2,41,229,105
177,26,88,53,228,415,163,Spencer,68,44,73,15,Hawes,1274,30,173,425,PF,24,LAC,176,55,61,239,108
178,31,20,4,33,46,22,Chuck,11,6,29,0,Hayes,255,18,37,50,C,10,TOR,0,0,8,46,22
179,24,313,30,319,1087,484,Gordon,462,375,76,76,Hayward,2618,54,131,1463,SF,108,UTA,330,120,206,757,364
180,35,2,10,23,30,14,Brendan,13,7,22,1,Haywood,119,6,17,35,C,2,CLE,0,0,10,30,14
181,27,206,22,237,847,370,Gerald,217,184,80,72,Henderson,2315,36,135,969,SG,51,CHO,136,45,110,711,325
182,23,3,0,2,13,3,Xavier,24,14,9,0,Henry,86,2,6,20,SF,3,LAL,0,0,3,13,3
183,24,59,135,188,346,196,John,137,78,67,11,Henson,1228,124,152,470,C,28,MIL,0,0,87,346,196
184,28,84,125,384,710,317,Roy,204,168,76,76,Hibbert,1926,156,216,802,C,18,IND,2,0,107,708,317
185,26,57,35,302,459,218,J.J.,201,116,73,8,Hickson,1411,150,136,552,C,36,DEN,2,0,96,457,218
186,32,123,22,261,601,307,Nene,202,122,67,58,Hilario,1693,84,180,737,PF,66,WAS,5,1,124,596,306
187,28,220,14,154,535,255,George,143,113,43,36,Hill,1267,25,111,692,PG,44,IND,193,69,69,342,186
188,27,103,52,382,777,357,Jordan,168,124,70,57,Hill,1874,174,164,841,C,34,LAL,11,3,106,766,354
189,23,184,18,244,634,251,Solomon,193,159,82,78,Hill,2381,70,177,729,SF,66,IND,208,68,115,426,183
190,34,148,14,101,381,142,Kirk,50,35,66,22,Hinrich,1610,20,144,377,SG,46,CHI,168,58,73,213,84
191,24,274,23,103,534,238,Jrue,76,65,40,37,Holiday,1303,32,110,592,PG,63,NOP,135,51,91,399,187
192,25,48,12,61,235,91,Justin,45,37,59,4,Holiday,657,12,54,254,SG,40,GSW,109,35,29,126,56
193,30,14,19,67,82,53,Ryan,54,31,46,9,Hollins,441,36,65,137,C,6,SAC,0,0,25,82,53
194,22,83,12,108,374,155,Rodney,80,61,50,21,Hood,1064,9,119,433,SG,30,UTA,170,62,45,204,93
195,28,244,98,413,965,519,Al,141,107,76,76,Horford,2318,131,121,1156,C,68,ATL,36,11,100,929,508
196,29,50,53,321,423,251,Dwight,271,143,41,41,Howard,1223,110,137,646,C,28,HOU,2,1,115,421,250
197,30,5,1,7,14,6,Lester,4,3,5,0,Hudson,56,1,4,18,SG,6,LAC,6,3,3,8,3
198,25,27,9,103,172,79,Robbie,29,24,45,4,Hummel,742,31,86,198,SF,16,MIN,51,16,18,121,63
199,29,57,25,298,446,211,Kris,117,87,64,17,Humphries,1345,118,130,509,PF,34,WAS,7,0,46,439,211
200,25,55,155,364,786,374,Serge,110,92,64,64,Ibaka,2116,135,194,917,PF,30,OKC,205,77,97,581,297
201,31,228,25,213,496,231,Andre,114,68,77,0,Iguodala,2069,44,100,604,SF,89,GSW,212,74,88,284,157
202,27,56,19,197,557,263,Ersan,107,69,58,36,Ilyasova,1319,80,149,669,PF,36,MIL,190,74,45,367,189
203,27,182,10,153,354,147,Joe,40,30,79,32,Ingles,1673,22,124,396,SF,72,UTA,202,72,98,152,75
204,22,389,20,182,1235,578,Kyrie,365,315,75,75,Irving,2730,55,146,1628,PG,114,CLE,378,157,186,857,421
205,31,373,13,226,817,359,Jarrett,227,200,80,27,Jack,2241,19,143,957,PG,75,BRK,146,39,191,671,320
206,29,4,15,21,27,12,Bernard,23,20,16,2,James,158,18,17,44,C,2,DAL,0,0,6,27,12
207,30,511,49,365,1279,624,LeBron,528,375,69,69,James,2493,51,135,1743,SF,109,CLE,339,120,272,940,504
208,30,113,84,449,1010,486,Al,165,108,65,61,Jefferson,1992,99,139,1082,C,47,CHO,5,2,68,1005,484
209,24,16,21,98,167,75,Cory,54,31,50,1,Jefferson,531,47,61,183,PF,10,BRK,15,2,20,152,73
210,34,61,11,158,324,144,Richard,114,78,74,18,Jefferson,1244,25,115,432,SF,32,DAL,155,66,52,169,78
211,23,13,0,37,99,49,John,19,16,24,3,Jenkins,297,2,15,135,SG,10,ATL,52,21,8,47,28
212,25,272,4,83,543,218,Brandon,143,120,41,41,Jennings,1173,21,64,632,PG,44,DET,211,76,90,332,142
213,27,117,59,297,519,298,Amir,129,79,75,72,Johnson,1979,159,225,694,PF,44,TOR,46,19,110,473,279
214,27,95,70,196,404,238,James,102,67,70,17,Johnson,1370,61,155,554,PF,54,TOR,51,11,79,353,227
215,33,292,14,331,1025,446,Joe,176,141,80,80,Johnson,2791,53,120,1154,SG,59,BRK,337,121,137,688,325
216,22,11,3,26,75,26,Nick,25,17,28,0,Johnson,262,13,34,74,SG,7,HOU,21,5,19,54,21
217,22,42,9,67,167,70,Tyler,47,32,32,2,Johnson,603,14,42,190,SG,33,MIA,48,18,30,119,52
218,27,124,45,252,691,286,Wesley,112,90,76,59,Johnson,2245,67,162,753,SF,59,LAL,259,91,87,432,195
219,34,2,0,10,21,6,Dahntay,11,9,33,0,Jones,123,1,23,21,SF,3,LAC,4,0,1,17,6
220,34,24,8,53,201,74,James,46,39,57,2,Jones,669,9,67,250,SF,13,CLE,175,63,13,26,11
221,23,18,8,70,184,73,Perry,37,24,43,13,Jones,631,6,50,184,SF,17,OKC,60,14,24,124,59
222,23,36,59,142,299,158,Terrence,94,57,33,24,Jones,889,78,78,386,PF,18,HOU,37,13,37,262,145
223,26,61,183,829,534,379,DeAndre,471,187,82,82,Jordan,2820,397,245,946,C,81,LAC,4,1,109,530,378
224,28,13,15,53,94,50,Jerome,44,38,44,0,Jordan,383,52,58,138,C,8,BRK,0,0,22,94,50
225,23,188,17,148,411,207,Cory,143,105,79,14,Joseph,1444,44,105,535,PG,46,SAS,44,16,67,367,191
226,32,65,54,335,549,283,Chris,102,72,74,13,Kaman,1398,149,140,638,C,18,POR,0,0,108,549,283
227,21,46,1,44,134,54,Sergey,38,29,33,16,Karasev,555,22,45,153,SG,23,BRK,54,16,24,80,38
228,23,92,24,133,309,104,Ryan,95,79,52,34,Kelly,1233,13,118,332,PF,30,LAL,134,45,37,175,59
229,21,77,38,307,482,224,Michael,214,150,55,52,Kidd-Gilchrist,1587,109,115,598,SF,30,CHO,0,0,63,482,224
230,25,4,0,5,20,7,Sean,4,4,4,0,Kilpatrick,72,1,3,22,SG,3,MIN,13,4,2,7,3
